E-VBM_eV,total,Cl,Li,P,S
-2.350,0.8407,0.0139,0.1498,0.0007,0.6648
-2.340,1.2429,0.0239,0.2200,0.0015,0.9809
-2.330,1.6342,0.0352,0.2876,0.0026,1.2869
-2.320,2.2538,0.0519,0.3955,0.0047,1.7712
-2.310,3.3492,0.0808,0.5912,0.0088,2.6221
-2.300,4.2931,0.1125,0.7649,0.0127,3.3409
-2.290,4.1360,0.1248,0.7410,0.0123,3.1977
-2.280,3.7002,0.1290,0.6653,0.0105,2.8445
-2.270,3.8517,0.1460,0.6963,0.0110,2.9461
-2.260,4.0795,0.1654,0.7383,0.0121,3.1085
-2.250,4.2306,0.1820,0.7634,0.0134,3.2106
-2.240,4.4583,0.2003,0.8040,0.0150,3.3733
-2.230,4.8892,0.2277,0.8824,0.0171,3.6967
-2.220,5.4337,0.2657,0.9794,0.0187,4.0983
-2.210,5.8858,0.3063,1.0568,0.0191,4.4264
-2.200,5.6708,0.2982,1.0171,0.0177,4.2664
-2.190,5.1756,0.2557,0.9275,0.0154,3.9037
-2.180,5.6901,0.2753,1.0054,0.0159,4.3165
-2.170,6.2161,0.3076,1.0862,0.0174,4.7290
-2.160,6.6316,0.3479,1.1475,0.0194,5.0329
-2.150,7.6712,0.4195,1.3043,0.0223,5.8234
-2.140,8.9946,0.5181,1.4911,0.0246,6.8389
-2.130,8.8702,0.5388,1.4432,0.0230,6.7417
-2.120,8.2292,0.5174,1.3291,0.0208,6.2476
-2.110,8.2799,0.5522,1.3150,0.0207,6.2768
-2.100,8.4564,0.6217,1.2954,0.0183,6.4019
-2.090,9.8497,0.7959,1.4661,0.0214,7.4282
-2.080,10.4452,0.8636,1.5405,0.0249,7.8672
-2.070,9.7085,0.7501,1.4537,0.0272,7.3366
-2.060,9.6500,0.7147,1.4564,0.0304,7.3108
-2.050,8.9222,0.6584,1.3402,0.0286,6.7740
-2.040,6.5161,0.5002,0.9666,0.0200,4.9406
-2.030,4.3634,0.3447,0.6432,0.0136,3.3049
-2.020,3.5503,0.2641,0.5269,0.0114,2.6993
-2.010,2.9792,0.1958,0.4471,0.0099,2.2819
-2.000,3.2332,0.1933,0.4941,0.0120,2.4864
-1.990,4.4443,0.2611,0.6893,0.0193,3.4123
-1.980,6.4245,0.3756,1.0031,0.0305,4.9240
-1.970,8.5848,0.5172,1.3325,0.0407,6.5696
-1.960,11.8687,0.7717,1.8433,0.0531,9.0319
-1.950,19.5584,1.3169,3.1904,0.0744,14.7141
-1.940,26.3715,1.8423,4.4027,0.0957,19.6860
-1.930,26.3475,1.9688,4.2552,0.1210,19.6505
-1.920,26.3720,2.0077,4.0954,0.1666,19.7448
-1.910,25.7446,1.9221,3.8683,0.2101,19.3825
-1.900,22.7390,1.6535,3.3113,0.2259,17.2126
-1.890,14.0208,0.9827,2.0143,0.1674,10.6444
-1.880,3.4774,0.1819,0.5382,0.0536,2.6513
-1.870,0.8103,0.0471,0.1288,0.0130,0.6102
-1.860,0.0000,0.0000,0.0000,0.0000,0.0000
-1.850,0.0422,0.0022,0.0070,0.0009,0.0316
-1.840,0.5144,0.0268,0.0856,0.0104,0.3847
-1.830,1.4278,0.0745,0.2361,0.0266,1.0717
-1.820,2.6172,0.1241,0.4300,0.0379,1.9892
-1.810,7.1541,0.2294,1.1849,0.0692,5.5639
-1.800,14.6168,0.3962,2.4463,0.1108,11.4430
-1.790,17.5756,0.5303,2.9742,0.1124,13.6974
-1.780,17.6223,0.6430,2.9905,0.1042,13.6275
-1.770,18.3324,0.7385,3.1010,0.1075,14.1246
-1.760,16.8641,0.7179,2.8650,0.1001,12.9468
-1.750,15.9685,0.6902,2.7279,0.1015,12.2256
-1.740,15.2584,0.6925,2.6078,0.0989,11.6401
-1.730,11.9390,0.6226,2.0032,0.0757,9.0660
-1.720,9.1841,0.5718,1.5097,0.0577,6.9157
-1.710,11.0283,0.7840,1.8022,0.0656,8.2244
-1.700,12.6100,0.9056,2.1049,0.0782,9.3525
-1.690,11.1459,0.7041,1.9373,0.0788,8.2771
-1.680,9.6022,0.5854,1.6675,0.0712,7.1442
-1.670,9.1668,0.5669,1.5775,0.0716,6.8177
-1.660,11.3806,0.7540,1.8959,0.0863,8.4785
-1.650,15.3565,1.0439,2.5037,0.1147,11.4723
-1.640,19.3615,1.3125,3.1256,0.1470,14.5079
-1.630,22.9987,1.5359,3.7200,0.1810,17.2330
-1.620,24.6117,1.5924,4.0425,0.2040,18.4128
-1.610,22.6623,1.4077,3.8040,0.1972,16.9221
-1.600,18.8133,1.1771,3.3077,0.1627,13.8895
-1.590,13.9150,0.9806,2.5722,0.1097,10.0501
-1.580,10.3125,0.7909,1.8641,0.0785,7.4261
-1.570,7.5695,0.5892,1.3356,0.0600,5.4727
-1.560,5.1069,0.3765,0.8788,0.0455,3.7303
-1.550,3.4601,0.2184,0.5873,0.0368,2.5701
-1.540,2.5398,0.1272,0.4265,0.0316,1.9204
-1.530,2.1717,0.1032,0.3632,0.0282,1.6471
-1.520,1.9610,0.0894,0.3271,0.0263,1.4910
-1.510,1.8242,0.0802,0.3037,0.0252,1.3902
-1.500,1.7201,0.0732,0.2861,0.0243,1.3132
-1.490,1.5936,0.0661,0.2653,0.0228,1.2175
-1.480,1.4478,0.0589,0.2415,0.0210,1.1066
-1.470,1.3271,0.0533,0.2220,0.0195,1.0151
-1.460,1.2426,0.0491,0.2086,0.0184,0.9509
-1.450,1.1844,0.0461,0.1996,0.0177,0.9060
-1.440,1.0986,0.0421,0.1859,0.0165,0.8401
-1.430,0.9585,0.0364,0.1627,0.0144,0.7325
-1.420,0.8286,0.0320,0.1407,0.0124,0.6330
-1.410,0.6618,0.0289,0.1102,0.0098,0.5047
-1.400,0.3992,0.0271,0.0589,0.0055,0.3023
-1.390,0.2613,0.0356,0.0240,0.0029,0.1945
-1.380,0.4019,0.0580,0.0344,0.0041,0.2985
-1.370,0.4938,0.0734,0.0405,0.0048,0.3668
-1.360,0.5401,0.0804,0.0441,0.0051,0.4014
-1.350,0.6139,0.0898,0.0509,0.0056,0.4565
-1.340,0.7082,0.1017,0.0597,0.0063,0.5276
-1.330,0.8056,0.1135,0.0690,0.0070,0.6015
-1.320,0.9704,0.1329,0.0867,0.0078,0.7259
-1.310,1.6426,0.2166,0.1634,0.0095,1.2258
-1.300,3.1919,0.4317,0.3173,0.0136,2.3797
-1.290,4.8657,0.6796,0.4596,0.0193,3.6265
-1.280,5.8642,0.8088,0.5549,0.0232,4.3743
-1.270,6.6100,0.8845,0.6367,0.0264,4.9481
-1.260,7.4109,0.9682,0.7169,0.0299,5.5633
-1.250,8.5664,1.0754,0.8490,0.0355,6.4514
-1.240,11.2801,1.3112,1.2208,0.0479,8.4976
-1.230,14.3086,1.5776,1.6565,0.0590,10.7607
-1.220,15.1828,1.6682,1.7413,0.0591,11.4442
-1.210,14.6722,1.6002,1.6402,0.0525,11.1165
-1.200,14.3508,1.5484,1.6005,0.0474,10.8976
-1.190,14.0218,1.4648,1.6063,0.0448,10.6551
-1.180,17.0854,1.7262,1.9635,0.0532,13.0278
-1.170,18.9564,1.9134,2.1230,0.0573,14.5066
-1.160,14.2963,1.4898,1.5662,0.0396,10.9343
-1.150,11.4791,1.2330,1.2234,0.0288,8.7761
-1.140,8.8716,0.9530,0.9317,0.0199,6.7898
-1.130,5.3093,0.5605,0.5501,0.0107,4.0791
-1.120,1.6341,0.1680,0.1755,0.0038,1.2568
-1.110,3.0862,0.1717,0.4838,0.0173,2.3881
-1.100,6.0772,0.3156,0.9822,0.0318,4.7001
-1.090,5.7254,0.2395,0.9995,0.0241,4.4247
-1.080,6.3491,0.2307,1.1481,0.0222,4.9097
-1.070,6.8288,0.2279,1.2587,0.0196,5.2866
-1.060,8.0365,0.2524,1.4955,0.0185,6.2350
-1.050,8.9895,0.2689,1.6790,0.0176,6.9850
-1.040,9.2360,0.2624,1.7285,0.0169,7.1891
-1.030,8.9439,0.2566,1.6705,0.0158,6.9642
-1.020,8.2207,0.2515,1.5213,0.0145,6.3981
-1.010,8.2226,0.2502,1.5144,0.0150,6.4080
-1.000,8.0888,0.2349,1.4899,0.0150,6.3173
-0.990,8.5188,0.2262,1.5792,0.0162,6.6614
-0.980,10.3697,0.2486,1.9468,0.0201,8.1113
-0.970,11.6590,0.2633,2.2042,0.0223,9.1211
-0.960,10.9160,0.2305,2.0633,0.0210,8.5560
-0.950,10.3806,0.2121,1.9450,0.0208,8.1592
-0.940,9.9765,0.2125,1.8373,0.0222,7.8609
-0.930,9.5445,0.2035,1.7322,0.0223,7.5461
-0.920,8.8429,0.1766,1.5966,0.0202,7.0123
-0.910,7.9919,0.1520,1.4466,0.0172,6.3425
-0.900,8.0923,0.1449,1.4579,0.0169,6.4398
-0.890,8.9377,0.1561,1.5886,0.0210,7.1335
-0.880,9.0287,0.1649,1.5824,0.0230,7.2215
-0.870,8.4328,0.1640,1.4493,0.0234,6.7599
-0.860,6.1855,0.1231,1.0231,0.0213,4.9861
-0.850,4.0600,0.0681,0.6312,0.0185,3.3178
-0.840,3.4913,0.0452,0.5234,0.0175,2.8835
-0.830,3.6185,0.0436,0.5350,0.0182,2.9985
-0.820,3.7880,0.0421,0.5526,0.0190,3.1500
-0.810,4.1364,0.0415,0.5916,0.0205,3.4569
-0.800,5.4188,0.0426,0.7405,0.0268,4.5796
-0.790,7.5148,0.0455,0.9870,0.0373,6.4070
-0.780,8.9517,0.0486,1.1583,0.0444,7.6582
-0.770,10.3948,0.0523,1.3323,0.0522,8.9118
-0.760,12.7304,0.0619,1.6245,0.0648,10.9144
-0.750,14.2476,0.0708,1.8163,0.0727,12.2108
-0.740,13.5255,0.0720,1.7179,0.0674,11.5939
-0.730,13.0495,0.0799,1.6475,0.0624,11.1902
-0.720,12.4675,0.0889,1.5613,0.0562,10.6955
-0.710,11.0601,0.0859,1.3771,0.0493,9.4861
-0.700,10.2584,0.0822,1.2770,0.0503,8.7890
-0.690,10.7595,0.0900,1.3317,0.0554,9.2147
-0.680,12.3838,0.1062,1.5236,0.0649,10.6064
-0.670,15.0461,0.1370,1.8357,0.0776,12.8997
-0.660,17.1077,0.1660,2.0634,0.0849,14.6809
-0.650,16.2154,0.1663,1.9156,0.0760,13.9476
-0.640,15.2255,0.1725,1.7392,0.0663,13.1445
-0.630,15.4820,0.1872,1.7118,0.0626,13.4146
-0.620,13.5800,0.1660,1.4612,0.0534,11.8033
-0.610,12.6888,0.1564,1.3404,0.0502,11.0552
-0.600,14.2412,0.1770,1.4752,0.0586,12.4331
-0.590,16.5723,0.2063,1.6846,0.0692,14.5019
-0.580,16.6487,0.1998,1.6676,0.0673,14.6043
-0.570,16.8732,0.1924,1.6549,0.0653,14.8416
-0.560,17.6499,0.1921,1.7111,0.0668,15.5586
-0.550,17.3263,0.1839,1.6818,0.0641,15.2694
-0.540,15.0199,0.1601,1.4468,0.0550,13.2473
-0.530,14.7046,0.1565,1.4052,0.0528,12.9847
-0.520,15.5375,0.1666,1.4818,0.0533,13.7211
-0.510,15.6813,0.1706,1.4888,0.0510,13.8547
-0.500,16.1247,0.1718,1.5156,0.0489,14.2701
-0.490,18.0351,0.1773,1.6979,0.0506,15.9743
-0.480,18.7205,0.1740,1.7761,0.0498,16.5812
-0.470,17.7056,0.1652,1.6815,0.0460,15.6831
-0.460,18.8828,0.1528,1.7631,0.0499,16.7817
-0.450,20.4041,0.1520,1.8664,0.0560,18.1807
-0.440,18.8407,0.1633,1.7081,0.0535,16.7794
-0.430,17.2111,0.1617,1.5574,0.0511,15.3190
-0.420,15.8190,0.1430,1.4223,0.0482,14.0944
-0.410,14.6007,0.1267,1.2909,0.0450,13.0387
-0.400,13.1554,0.1121,1.1486,0.0406,11.7615
-0.390,11.6569,0.1056,1.0271,0.0360,10.4059
-0.380,11.2691,0.1112,1.0087,0.0352,10.0366
-0.370,12.4603,0.1281,1.1131,0.0380,11.0943
-0.360,12.5756,0.1353,1.1145,0.0385,11.1975
-0.350,12.3776,0.1373,1.0900,0.0379,11.0226
-0.340,13.1690,0.1535,1.1461,0.0400,11.7336
-0.330,13.8504,0.1684,1.1990,0.0431,12.3402
-0.320,13.9524,0.1726,1.2023,0.0435,12.4356
-0.310,14.4433,0.1845,1.2510,0.0449,12.8669
-0.300,15.2794,0.2053,1.3380,0.0473,13.5845
-0.290,15.6050,0.2220,1.3519,0.0479,13.8758
-0.280,14.3641,0.2206,1.2240,0.0466,12.7717
-0.270,13.8173,0.2235,1.1814,0.0505,12.2722
-0.260,16.3318,0.2608,1.3600,0.0570,14.5532
-0.250,18.0512,0.2790,1.4495,0.0552,16.1528
-0.240,17.9274,0.2439,1.4035,0.0492,16.1287
-0.230,19.1956,0.2154,1.4502,0.0431,17.3785
-0.220,18.3601,0.1958,1.3228,0.0351,16.7007
-0.210,13.4987,0.1510,0.9041,0.0245,12.3393
-0.200,10.7477,0.1141,0.6589,0.0183,9.8877
-0.190,9.0126,0.0990,0.5055,0.0171,8.3233
-0.180,7.7452,0.0869,0.4060,0.0167,7.1761
-0.170,6.4252,0.0691,0.3133,0.0145,5.9805
-0.160,5.3233,0.0539,0.2455,0.0114,4.9712
-0.150,4.7664,0.0455,0.2089,0.0095,4.4591
-0.140,4.5309,0.0412,0.1899,0.0086,4.2485
-0.130,4.3125,0.0373,0.1738,0.0077,4.0570
-0.120,4.2047,0.0348,0.1636,0.0069,3.9655
-0.110,4.0989,0.0324,0.1546,0.0061,3.8706
-0.100,3.8926,0.0291,0.1425,0.0053,3.6802
-0.090,3.7798,0.0268,0.1348,0.0046,3.5775
-0.080,3.7670,0.0254,0.1308,0.0040,3.5713
-0.070,3.7705,0.0242,0.1274,0.0035,3.5809
-0.060,3.6390,0.0220,0.1199,0.0028,3.4670
-0.050,3.5268,0.0201,0.1134,0.0022,3.3683
-0.040,2.8273,0.0156,0.0883,0.0015,2.7011
-0.030,1.5519,0.0086,0.0457,0.0009,1.4839
-0.020,0.9331,0.0048,0.0262,0.0006,0.8939
-0.010,0.4957,0.0023,0.0133,0.0003,0.4760
-0.000,0.1575,0.0007,0.0041,0.0001,0.1516
0.010,0.0026,0.0000,0.0001,0.0000,0.0025
0.020,0.0000,0.0000,0.0000,0.0000,0.0000
0.030,0.0000,0.0000,0.0000,0.0000,0.0000
0.040,0.0000,0.0000,0.0000,0.0000,0.0000
0.050,0.0000,0.0000,0.0000,0.0000,0.0000
0.060,0.0000,0.0000,0.0000,0.0000,0.0000
0.070,0.0000,0.0000,0.0000,0.0000,0.0000
0.080,0.0000,0.0000,0.0000,0.0000,0.0000
0.090,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000
0.110,0.0000,0.0000,0.0000,0.0000,0.0000
0.120,0.0000,0.0000,0.0000,0.0000,0.0000
0.130,0.0000,0.0000,0.0000,0.0000,0.0000
0.140,0.0000,0.0000,0.0000,0.0000,0.0000
0.150,0.0000,0.0000,0.0000,0.0000,0.0000
0.160,0.0000,0.0000,0.0000,0.0000,0.0000
0.170,0.0000,0.0000,0.0000,0.0000,0.0000
0.180,0.0000,0.0000,0.0000,0.0000,0.0000
0.190,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000
0.210,0.0000,0.0000,0.0000,0.0000,0.0000
0.220,0.0000,0.0000,0.0000,0.0000,0.0000
0.230,0.0000,0.0000,0.0000,0.0000,0.0000
0.240,0.0000,0.0000,0.0000,0.0000,0.0000
0.250,0.0000,0.0000,0.0000,0.0000,0.0000
0.260,0.0000,0.0000,0.0000,0.0000,0.0000
0.270,0.0000,0.0000,0.0000,0.0000,0.0000
0.280,0.0000,0.0000,0.0000,0.0000,0.0000
0.290,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000
0.310,0.0000,0.0000,0.0000,0.0000,0.0000
0.320,0.0000,0.0000,0.0000,0.0000,0.0000
0.330,0.0000,0.0000,0.0000,0.0000,0.0000
0.340,0.0000,0.0000,0.0000,0.0000,0.0000
0.350,0.0000,0.0000,0.0000,0.0000,0.0000
0.360,0.0000,0.0000,0.0000,0.0000,0.0000
0.370,0.0000,0.0000,0.0000,0.0000,0.0000
0.380,0.0000,0.0000,0.0000,0.0000,0.0000
0.390,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000
0.410,0.0000,0.0000,0.0000,0.0000,0.0000
0.420,0.0000,0.0000,0.0000,0.0000,0.0000
0.430,0.0000,0.0000,0.0000,0.0000,0.0000
0.440,0.0000,0.0000,0.0000,0.0000,0.0000
0.450,0.0000,0.0000,0.0000,0.0000,0.0000
0.460,0.0000,0.0000,0.0000,0.0000,0.0000
0.470,0.0000,0.0000,0.0000,0.0000,0.0000
0.480,0.0000,0.0000,0.0000,0.0000,0.0000
0.490,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000
0.510,0.0000,0.0000,0.0000,0.0000,0.0000
0.520,0.0000,0.0000,0.0000,0.0000,0.0000
0.530,0.0000,0.0000,0.0000,0.0000,0.0000
0.540,0.0000,0.0000,0.0000,0.0000,0.0000
0.550,0.0000,0.0000,0.0000,0.0000,0.0000
0.560,0.0000,0.0000,0.0000,0.0000,0.0000
0.570,0.0000,0.0000,0.0000,0.0000,0.0000
0.580,0.0000,0.0000,0.0000,0.0000,0.0000
0.590,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000
0.610,0.0000,0.0000,0.0000,0.0000,0.0000
0.620,0.0000,0.0000,0.0000,0.0000,0.0000
0.630,0.0000,0.0000,0.0000,0.0000,0.0000
0.640,0.0000,0.0000,0.0000,0.0000,0.0000
0.650,0.0000,0.0000,0.0000,0.0000,0.0000
0.660,0.0000,0.0000,0.0000,0.0000,0.0000
0.670,0.0000,0.0000,0.0000,0.0000,0.0000
0.680,0.0000,0.0000,0.0000,0.0000,0.0000
0.690,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000
0.710,0.0000,0.0000,0.0000,0.0000,0.0000
0.720,0.0000,0.0000,0.0000,0.0000,0.0000
0.730,0.0000,0.0000,0.0000,0.0000,0.0000
0.740,0.0000,0.0000,0.0000,0.0000,0.0000
0.750,0.0000,0.0000,0.0000,0.0000,0.0000
0.760,0.0000,0.0000,0.0000,0.0000,0.0000
0.770,0.0000,0.0000,0.0000,0.0000,0.0000
0.780,0.0000,0.0000,0.0000,0.0000,0.0000
0.790,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000
0.810,0.0000,0.0000,0.0000,0.0000,0.0000
0.820,0.0000,0.0000,0.0000,0.0000,0.0000
0.830,0.0000,0.0000,0.0000,0.0000,0.0000
0.840,0.0000,0.0000,0.0000,0.0000,0.0000
0.850,0.0000,0.0000,0.0000,0.0000,0.0000
0.860,0.0000,0.0000,0.0000,0.0000,0.0000
0.870,0.0000,0.0000,0.0000,0.0000,0.0000
0.880,0.0000,0.0000,0.0000,0.0000,0.0000
0.890,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000
0.910,0.0000,0.0000,0.0000,0.0000,0.0000
0.920,0.0000,0.0000,0.0000,0.0000,0.0000
0.930,0.0000,0.0000,0.0000,0.0000,0.0000
0.940,0.0000,0.0000,0.0000,0.0000,0.0000
0.950,0.0000,0.0000,0.0000,0.0000,0.0000
0.960,0.0000,0.0000,0.0000,0.0000,0.0000
0.970,0.0000,0.0000,0.0000,0.0000,0.0000
0.980,0.0000,0.0000,0.0000,0.0000,0.0000
0.990,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000
1.010,0.0000,0.0000,0.0000,0.0000,0.0000
1.020,0.0000,0.0000,0.0000,0.0000,0.0000
1.030,0.0000,0.0000,0.0000,0.0000,0.0000
1.040,0.0000,0.0000,0.0000,0.0000,0.0000
1.050,0.0000,0.0000,0.0000,0.0000,0.0000
1.060,0.0000,0.0000,0.0000,0.0000,0.0000
1.070,0.0000,0.0000,0.0000,0.0000,0.0000
1.080,0.0000,0.0000,0.0000,0.0000,0.0000
1.090,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000
1.110,0.0000,0.0000,0.0000,0.0000,0.0000
1.120,0.0000,0.0000,0.0000,0.0000,0.0000
1.130,0.0000,0.0000,0.0000,0.0000,0.0000
1.140,0.0000,0.0000,0.0000,0.0000,0.0000
1.150,0.0000,0.0000,0.0000,0.0000,0.0000
1.160,0.0000,0.0000,0.0000,0.0000,0.0000
1.170,0.0000,0.0000,0.0000,0.0000,0.0000
1.180,0.0000,0.0000,0.0000,0.0000,0.0000
1.190,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000
1.210,0.0000,0.0000,0.0000,0.0000,0.0000
1.220,0.0000,0.0000,0.0000,0.0000,0.0000
1.230,0.0000,0.0000,0.0000,0.0000,0.0000
1.240,0.0000,0.0000,0.0000,0.0000,0.0000
1.250,0.0000,0.0000,0.0000,0.0000,0.0000
1.260,0.0000,0.0000,0.0000,0.0000,0.0000
1.270,0.0000,0.0000,0.0000,0.0000,0.0000
1.280,0.0000,0.0000,0.0000,0.0000,0.0000
1.290,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000
1.310,0.0000,0.0000,0.0000,0.0000,0.0000
1.320,0.0000,0.0000,0.0000,0.0000,0.0000
1.330,0.0000,0.0000,0.0000,0.0000,0.0000
1.340,0.0000,0.0000,0.0000,0.0000,0.0000
1.350,0.0000,0.0000,0.0000,0.0000,0.0000
1.360,0.0000,0.0000,0.0000,0.0000,0.0000
1.370,0.0000,0.0000,0.0000,0.0000,0.0000
1.380,0.0000,0.0000,0.0000,0.0000,0.0000
1.390,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000
1.410,0.0000,0.0000,0.0000,0.0000,0.0000
1.420,0.0000,0.0000,0.0000,0.0000,0.0000
1.430,0.0000,0.0000,0.0000,0.0000,0.0000
1.440,0.0000,0.0000,0.0000,0.0000,0.0000
1.450,0.0000,0.0000,0.0000,0.0000,0.0000
1.460,0.0000,0.0000,0.0000,0.0000,0.0000
1.470,0.0000,0.0000,0.0000,0.0000,0.0000
1.480,0.0000,0.0000,0.0000,0.0000,0.0000
1.490,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000
1.510,0.0000,0.0000,0.0000,0.0000,0.0000
1.520,0.0000,0.0000,0.0000,0.0000,0.0000
1.530,0.0000,0.0000,0.0000,0.0000,0.0000
1.540,0.0000,0.0000,0.0000,0.0000,0.0000
1.550,0.0000,0.0000,0.0000,0.0000,0.0000
1.560,0.0000,0.0000,0.0000,0.0000,0.0000
1.570,0.0000,0.0000,0.0000,0.0000,0.0000
1.580,0.0000,0.0000,0.0000,0.0000,0.0000
1.590,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000
1.610,0.0000,0.0000,0.0000,0.0000,0.0000
1.620,0.0000,0.0000,0.0000,0.0000,0.0000
1.630,0.0000,0.0000,0.0000,0.0000,0.0000
1.640,0.0000,0.0000,0.0000,0.0000,0.0000
1.650,0.0000,0.0000,0.0000,0.0000,0.0000
1.660,0.0000,0.0000,0.0000,0.0000,0.0000
1.670,0.0000,0.0000,0.0000,0.0000,0.0000
1.680,0.0000,0.0000,0.0000,0.0000,0.0000
1.690,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000
1.710,0.0000,0.0000,0.0000,0.0000,0.0000
1.720,0.0000,0.0000,0.0000,0.0000,0.0000
1.730,0.0000,0.0000,0.0000,0.0000,0.0000
1.740,0.0000,0.0000,0.0000,0.0000,0.0000
1.750,0.0000,0.0000,0.0000,0.0000,0.0000
1.760,0.0000,0.0000,0.0000,0.0000,0.0000
1.770,0.0000,0.0000,0.0000,0.0000,0.0000
1.780,0.0000,0.0000,0.0000,0.0000,0.0000
1.790,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000
1.810,0.0000,0.0000,0.0000,0.0000,0.0000
1.820,0.0000,0.0000,0.0000,0.0000,0.0000
1.830,0.0000,0.0000,0.0000,0.0000,0.0000
1.840,0.0000,0.0000,0.0000,0.0000,0.0000
1.850,0.0000,0.0000,0.0000,0.0000,0.0000
1.860,0.0000,0.0000,0.0000,0.0000,0.0000
1.870,0.0000,0.0000,0.0000,0.0000,0.0000
1.880,0.0000,0.0000,0.0000,0.0000,0.0000
1.890,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000
1.910,0.0000,0.0000,0.0000,0.0000,0.0000
1.920,0.0000,0.0000,0.0000,0.0000,0.0000
1.930,0.0000,0.0000,0.0000,0.0000,0.0000
1.940,0.0000,0.0000,0.0000,0.0000,0.0000
1.950,0.0000,0.0000,0.0000,0.0000,0.0000
1.960,0.0000,0.0000,0.0000,0.0000,0.0000
1.970,0.0000,0.0000,0.0000,0.0000,0.0000
1.980,0.0000,0.0000,0.0000,0.0000,0.0000
1.990,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000
2.010,0.0000,0.0000,0.0000,0.0000,0.0000
2.020,0.0000,0.0000,0.0000,0.0000,0.0000
2.030,0.0000,0.0000,0.0000,0.0000,0.0000
2.040,0.0002,0.0000,0.0000,0.0001,0.0001
2.050,0.0018,0.0000,0.0003,0.0005,0.0009
2.060,0.0072,0.0000,0.0010,0.0020,0.0037
2.070,0.0182,0.0000,0.0025,0.0051,0.0093
2.080,0.0349,0.0000,0.0049,0.0097,0.0178
2.090,0.0567,0.0000,0.0080,0.0159,0.0290
2.100,0.0804,0.0000,0.0112,0.0224,0.0412
2.110,0.1005,0.0000,0.0140,0.0280,0.0515
2.120,0.1150,0.0001,0.0160,0.0321,0.0589
2.130,0.1253,0.0001,0.0174,0.0350,0.0642
2.140,0.1341,0.0001,0.0186,0.0375,0.0687
2.150,0.1406,0.0001,0.0194,0.0393,0.0720
2.160,0.1463,0.0001,0.0202,0.0409,0.0748
2.170,0.1535,0.0001,0.0211,0.0430,0.0784
2.180,0.1631,0.0001,0.0224,0.0458,0.0832
2.190,0.1733,0.0001,0.0238,0.0487,0.0885
2.200,0.1835,0.0001,0.0251,0.0516,0.0937
2.210,0.1938,0.0001,0.0265,0.0545,0.0990
2.220,0.2042,0.0001,0.0279,0.0575,0.1042
2.230,0.2148,0.0002,0.0293,0.0605,0.1095
2.240,0.2259,0.0002,0.0308,0.0637,0.1151
2.250,0.2376,0.0002,0.0323,0.0671,0.1210
2.260,0.2493,0.0002,0.0339,0.0705,0.1270
2.270,0.2602,0.0002,0.0353,0.0737,0.1325
2.280,0.2695,0.0002,0.0365,0.0764,0.1373
2.290,0.2780,0.0002,0.0376,0.0789,0.1416
2.300,0.2867,0.0003,0.0388,0.0814,0.1458
2.310,0.2942,0.0003,0.0397,0.0836,0.1495
2.320,0.3008,0.0003,0.0406,0.0856,0.1529
2.330,0.3100,0.0003,0.0418,0.0883,0.1575
2.340,0.3202,0.0003,0.0432,0.0913,0.1626
2.350,0.3309,0.0003,0.0446,0.0944,0.1678
2.360,0.3419,0.0004,0.0460,0.0977,0.1732
2.370,0.3529,0.0004,0.0475,0.1010,0.1787
