E-EF_eV,total,Cl,Li,P,S
7.600,0.0000,0.0000,0.0000,0.0000,0.0000
7.610,0.0000,0.0000,0.0000,0.0000,0.0000
7.620,0.0000,0.0000,0.0000,0.0000,0.0000
7.630,0.0000,0.0000,0.0000,0.0000,0.0000
7.640,0.0000,0.0000,0.0000,0.0000,0.0000
7.650,0.0000,0.0000,0.0000,0.0000,0.0000
7.660,0.0000,0.0000,0.0000,0.0000,0.0000
7.670,0.0000,0.0000,0.0000,0.0000,0.0000
7.680,0.0000,0.0000,0.0000,0.0000,0.0000
7.690,0.0000,0.0000,0.0000,0.0000,0.0000
7.700,0.0000,0.0000,0.0000,0.0000,0.0000
7.710,0.0000,0.0000,0.0000,0.0000,0.0000
7.720,0.0000,0.0000,0.0000,0.0000,0.0000
7.730,0.0000,0.0000,0.0000,0.0000,0.0000
7.740,0.0000,0.0000,0.0000,0.0000,0.0000
7.750,0.0000,0.0000,0.0000,0.0000,0.0000
7.760,0.0000,0.0000,0.0000,0.0000,0.0000
7.770,0.0000,0.0000,0.0000,0.0000,0.0000
7.780,0.0000,0.0000,0.0000,0.0000,0.0000
7.790,0.0000,0.0000,0.0000,0.0000,0.0000
7.800,0.0000,0.0000,0.0000,0.0000,0.0000
7.810,0.0000,0.0000,0.0000,0.0000,0.0000
7.820,0.0000,0.0000,0.0000,0.0000,0.0000
7.830,0.0000,0.0000,0.0000,0.0000,0.0000
7.840,0.0000,0.0000,0.0000,0.0000,0.0000
7.850,0.0000,0.0000,0.0000,0.0000,0.0000
7.860,0.0000,0.0000,0.0000,0.0000,0.0000
7.870,0.0000,0.0000,0.0000,0.0000,0.0000
7.880,0.0000,0.0000,0.0000,0.0000,0.0000
7.890,0.0000,0.0000,0.0000,0.0000,0.0000
7.900,0.0000,0.0000,0.0000,0.0000,0.0000
7.910,0.0000,0.0000,0.0000,0.0000,0.0000
7.920,0.0000,0.0000,0.0000,0.0000,0.0000
7.930,0.0000,0.0000,0.0000,0.0000,0.0000
7.940,0.0000,0.0000,0.0000,0.0000,0.0000
7.950,0.0000,0.0000,0.0000,0.0000,0.0000
7.960,0.0000,0.0000,0.0000,0.0000,0.0000
7.970,0.0000,0.0000,0.0000,0.0000,0.0000
7.980,0.0000,0.0000,0.0000,0.0000,0.0000
7.990,0.0000,0.0000,0.0000,0.0000,0.0000
8.000,0.0000,0.0000,0.0000,0.0000,0.0000
