E-EF,total,Cl,Li,P,S
-44.1210,0,0,0,0,0
-44.1110,0,0,0,0,0
-44.1010,0,0,0,0,0
-44.0910,0,0,0,0,0
-44.0810,0,0,0,0,0
-44.0710,0,0,0,0,0
-44.0610,0,0,0,0,0
-44.0510,0,0,0,0,0
-44.0410,0,0,0,0,0
-44.0310,0,0,0,0,0
-44.0210,0,0,0,0,0
-44.0110,0,0,0,0,0
-44.0010,0,0,0,0,0
-43.9910,0,0,0,0,0
-43.9810,0,0,0,0,0
-43.9710,0,0,0,0,0
-43.9610,0,0,0,0,0
-43.9510,0,0,0,0,0
-43.9410,0,0,0,0,0
-43.9310,0,0,0,0,0
-43.9210,0,0,0,0,0
-43.9110,0,0,0,0,0
-43.9010,0,0,0,0,0
-43.8910,0,0,0,0,0
-43.8810,0,0,0,0,0
-43.8710,0,0,0,0,0
-43.8610,0,0,0,0,0
-43.8510,0,0,0,0,0
-43.8410,0,0,0,0,0
-43.8310,0,0,0,0,0
-43.8210,0,0,0,0,0
-43.8110,0,0,0,0,0
-43.8010,0,0,0,0,0
-43.7910,0,0,0,0,0
-43.7810,0,0,0,0,0
-43.7710,0,0,0,0,0
-43.7610,0,0,0,0,0
-43.7510,0,0,0,0,0
-43.7410,0,0,0,0,0
-43.7310,0,0,0,0,0
-43.7210,0,0,0,0,0
-43.7110,0,0,0,0,0
-43.7010,0,0,0,0,0
-43.6910,0,0,0,0,0
-43.6810,0,0,0,0,0
-43.6710,0,0,0,0,0
-43.6610,0,0,0,0,0
-43.6510,0,0,0,0,0
-43.6410,0,0,0,0,0
-43.6310,0,0,0,0,0
-43.6210,0,0,0,0,0
-43.6110,0,0,0,0,0
-43.6010,0,0,0,0,0
-43.5910,0,0,0,0,0
-43.5810,0,0,0,0,0
-43.5710,0,0,0,0,0
-43.5610,0,0,0,0,0
-43.5510,0,0,0,0,0
-43.5410,0,0,0,0,0
-43.5310,0,0,0,0,0
-43.5210,0,0,0,0,0
-43.5110,0,0,0,0,0
-43.5010,0,0,0,0,0
-43.4910,0,0,0,0,0
-43.4810,0,0,0,0,0
-43.4710,0,0,0,0,0
-43.4610,0,0,0,0,0
-43.4510,0,0,0,0,0
-43.4410,0,0,0,0,0
-43.4310,0,0,0,0,0
-43.4210,0,0,0,0,0
-43.4110,0,0,0,0,0
-43.4010,0,0,0,0,0
-43.3910,0,0,0,0,0
-43.3810,0,0,0,0,0
-43.3710,0,0,0,0,0
-43.3610,0,0,0,0,0
-43.3510,0,0,0,0,0
-43.3410,0,0,0,0,0
-43.3310,0,0,0,0,0
-43.3210,0,0,0,0,0
-43.3110,0,0,0,0,0
-43.3010,0,0,0,0,0
-43.2910,0,0,0,0,0
-43.2810,0,0,0,0,0
-43.2710,0,0,0,0,0
-43.2610,0,0,0,0,0
-43.2510,0,0,0,0,0
-43.2410,0,0,0,0,0
-43.2310,0,0,0,0,0
-43.2210,0,0,0,0,0
-43.2110,0,0,0,0,0
-43.2010,0,0,0,0,0
-43.1910,0,0,0,0,0
-43.1810,0,0,0,0,0
-43.1710,0,0,0,0,0
-43.1610,0,0,0,0,0
-43.1510,0,0,0,0,0
-43.1410,0,0,0,0,0
-43.1310,0,0,0,0,0
-43.1210,0,0,0,0,0
-43.1110,0,0,0,0,0
-43.1010,0,0,0,0,0
-43.0910,0,0,0,0,0
-43.0810,0,0,0,0,0
-43.0710,0,0,0,0,0
-43.0610,0,0,0,0,0
-43.0510,0,0,0,0,0
-43.0410,0,0,0,0,0
-43.0310,0,0,0,0,0
-43.0210,0,0,0,0,0
-43.0110,0,0,0,0,0
-43.0010,0,0,0,0,0
-42.9910,0,0,0,0,0
-42.9810,0,0,0,0,0
-42.9710,0,0,0,0,0
-42.9610,0,0,0,0,0
-42.9510,0,0,0,0,0
-42.9410,0,0,0,0,0
-42.9310,0,0,0,0,0
-42.9210,0,0,0,0,0
-42.9110,0,0,0,0,0
-42.9010,0,0,0,0,0
-42.8910,0,0,0,0,0
-42.8810,0,0,0,0,0
-42.8710,0,0,0,0,0
-42.8610,0,0,0,0,0
-42.8510,0,0,0,0,0
-42.8410,0,0,0,0,0
-42.8310,0,0,0,0,0
-42.8210,0,0,0,0,0
-42.8110,0,0,0,0,0
-42.8010,0,0,0,0,0
-42.7910,0,0,0,0,0
-42.7810,0,0,0,0,0
-42.7710,0,0,0,0,0
-42.7610,0,0,0,0,0
-42.7510,0,0,0,0,0
-42.7410,0,0,0,0,0
-42.7310,0,0,0,0,0
-42.7210,0,0,0,0,0
-42.7110,0,0,0,0,0
-42.7010,0,0,0,0,0
-42.6910,0,0,0,0,0
-42.6810,0,0,0,0,0
-42.6710,0,0,0,0,0
-42.6610,0,0,0,0,0
-42.6510,0,0,0,0,0
-42.6410,0,0,0,0,0
-42.6310,0,0,0,0,0
-42.6210,0,0,0,0,0
-42.6110,0,0,0,0,0
-42.6010,0,0,0,0,0
-42.5910,0,0,0,0,0
-42.5810,0,0,0,0,0
-42.5710,0,0,0,0,0
-42.5610,0,0,0,0,0
-42.5510,0,0,0,0,0
-42.5410,0,0,0,0,0
-42.5310,0,0,0,0,0
-42.5210,0,0,0,0,0
-42.5110,0,0,0,0,0
-42.5010,0,0,0,0,0
-42.4910,0,0,0,0,0
-42.4810,0,0,0,0,0
-42.4710,0,0,0,0,0
-42.4610,0,0,0,0,0
-42.4510,0,0,0,0,0
-42.4410,0,0,0,0,0
-42.4310,0,0,0,0,0
-42.4210,0,0,0,0,0
-42.4110,0,0,0,0,0
-42.4010,0,0,0,0,0
-42.3910,0,0,0,0,0
-42.3810,0,0,0,0,0
-42.3710,0,0,0,0,0
-42.3610,0,0,0,0,0
-42.3510,0,0,0,0,0
-42.3410,0,0,0,0,0
-42.3310,0,0,0,0,0
-42.3210,0,0,0,0,0
-42.3110,0,0,0,0,0
-42.3010,0,0,0,0,0
-42.2910,0,0,0,0,0
-42.2810,0,0,0,0,0
-42.2710,0,0,0,0,0
-42.2610,0,0,0,0,0
-42.2510,0,0,0,0,0
-42.2410,0,0,0,0,0
-42.2310,0,0,0,0,0
-42.2210,0,0,0,0,0
-42.2110,0,0,0,0,0
-42.2010,0,0,0,0,0
-42.1910,0,0,0,0,0
-42.1810,0,0,0,0,0
-42.1710,0,0,0,0,0
-42.1610,0,0,0,0,0
-42.1510,0,0,0,0,0
-42.1410,0,0,0,0,0
-42.1310,0,0,0,0,0
-42.1210,0,0,0,0,0
-42.1110,0,0,0,0,0
-42.1010,0,0,0,0,0
-42.0910,0,0,0,0,0
-42.0810,0,0,0,0,0
-42.0710,0,0,0,0,0
-42.0610,0,0,0,0,0
-42.0510,0,0,0,0,0
-42.0410,0,0,0,0,0
-42.0310,0,0,0,0,0
-42.0210,0,0,0,0,0
-42.0110,0,0,0,0,0
-42.0010,0,0,0,0,0
-41.9910,0,0,0,0,0
-41.9810,0,0,0,0,0
-41.9710,0,0,0,0,0
-41.9610,0,0,0,0,0
-41.9510,0,0,0,0,0
-41.9410,0,0,0,0,0
-41.9310,0,0,0,0,0
-41.9210,0,0,0,0,0
-41.9110,0,0,0,0,0
-41.9010,0,0,0,0,0
-41.8910,0,0,0,0,0
-41.8810,0,0,0,0,0
-41.8710,0,0,0,0,0
-41.8610,0,0,0,0,0
-41.8510,0,0,0,0,0
-41.8410,0,0,0,0,0
-41.8310,0,0,0,0,0
-41.8210,0,0,0,0,0
-41.8110,0,0,0,0,0
-41.8010,0,0,0,0,0
-41.7910,0,0,0,0,0
-41.7810,0,0,0,0,0
-41.7710,0,0,0,0,0
-41.7610,0,0,0,0,0
-41.7510,0,0,0,0,0
-41.7410,0,0,0,0,0
-41.7310,0,0,0,0,0
-41.7210,0,0,0,0,0
-41.7110,0,0,0,0,0
-41.7010,0,0,0,0,0
-41.6910,0,0,0,0,0
-41.6810,0,0,0,0,0
-41.6710,0,0,0,0,0
-41.6610,0,0,0,0,0
-41.6510,0,0,0,0,0
-41.6410,0,0,0,0,0
-41.6310,0,0,0,0,0
-41.6210,0,0,0,0,0
-41.6110,0,0,0,0,0
-41.6010,0,0,0,0,0
-41.5910,0,0,0,0,0
-41.5810,0,0,0,0,0
-41.5710,0,0,0,0,0
-41.5610,0,0,0,0,0
-41.5510,0,0,0,0,0
-41.5410,0,0,0,0,0
-41.5310,0,0,0,0,0
-41.5210,0,0,0,0,0
-41.5110,0,0,0,0,0
-41.5010,0,0,0,0,0
-41.4910,0,0,0,0,0
-41.4810,0,0,0,0,0
-41.4710,0,0,0,0,0
-41.4610,0,0,0,0,0
-41.4510,0,0,0,0,0
-41.4410,0,0,0,0,0
-41.4310,0,0,0,0,0
-41.4210,0,0,0,0,0
-41.4110,0,0,0,0,0
-41.4010,0,0,0,0,0
-41.3910,0,0,0,0,0
-41.3810,0,0,0,0,0
-41.3710,0,0,0,0,0
-41.3610,0,0,0,0,0
-41.3510,0,0,0,0,0
-41.3410,0,0,0,0,0
-41.3310,0,0,0,0,0
-41.3210,0,0,0,0,0
-41.3110,0,0,0,0,0
-41.3010,0,0,0,0,0
-41.2910,0,0,0,0,0
-41.2810,0,0,0,0,0
-41.2710,0,0,0,0,0
-41.2610,0,0,0,0,0
-41.2510,0,0,0,0,0
-41.2410,0,0,0,0,0
-41.2310,0,0,0,0,0
-41.2210,0,0,0,0,0
-41.2110,0,0,0,0,0
-41.2010,0,0,0,0,0
-41.1910,0,0,0,0,0
-41.1810,0,0,0,0,0
-41.1710,0,0,0,0,0
-41.1610,0,0,0,0,0
-41.1510,0,0,0,0,0
-41.1410,0,0,0,0,0
-41.1310,0,0,0,0,0
-41.1210,0,0,0,0,0
-41.1110,0,0,0,0,0
-41.1010,0,0,0,0,0
-41.0910,0,0,0,0,0
-41.0810,0,0,0,0,0
-41.0710,0,0,0,0,0
-41.0610,0,0,0,0,0
-41.0510,0,0,0,0,0
-41.0410,0,0,0,0,0
-41.0310,0,0,0,0,0
-41.0210,0,0,0,0,0
-41.0110,0,0,0,0,0
-41.0010,0,0,0,0,0
-40.9910,0,0,0,0,0
-40.9810,0,0,0,0,0
-40.9710,0,0,0,0,0
-40.9610,0,0,0,0,0
-40.9510,0,0,0,0,0
-40.9410,0,0,0,0,0
-40.9310,0,0,0,0,0
-40.9210,0,0,0,0,0
-40.9110,0,0,0,0,0
-40.9010,0,0,0,0,0
-40.8910,0,0,0,0,0
-40.8810,0,0,0,0,0
-40.8710,0,0,0,0,0
-40.8610,0,0,0,0,0
-40.8510,0,0,0,0,0
-40.8410,0,0,0,0,0
-40.8310,0,0,0,0,0
-40.8210,0,0,0,0,0
-40.8110,0,0,0,0,0
-40.8010,0,0,0,0,0
-40.7910,0,0,0,0,0
-40.7810,0,0,0,0,0
-40.7710,0,0,0,0,0
-40.7610,0,0,0,0,0
-40.7510,0,0,0,0,0
-40.7410,0,0,0,0,0
-40.7310,0,0,0,0,0
-40.7210,0,0,0,0,0
-40.7110,0,0,0,0,0
-40.7010,0,0,0,0,0
-40.6910,0,0,0,0,0
-40.6810,0,0,0,0,0
-40.6710,0,0,0,0,0
-40.6610,0,0,0,0,0
-40.6510,0,0,0,0,0
-40.6410,0,0,0,0,0
-40.6310,0,0,0,0,0
-40.6210,0,0,0,0,0
-40.6110,0,0,0,0,0
-40.6010,0,0,0,0,0
-40.5910,0,0,0,0,0
-40.5810,0,0,0,0,0
-40.5710,0,0,0,0,0
-40.5610,0,0,0,0,0
-40.5510,0,0,0,0,0
-40.5410,0,0,0,0,0
-40.5310,0,0,0,0,0
-40.5210,0,0,0,0,0
-40.5110,0,0,0,0,0
-40.5010,0,0,0,0,0
-40.4910,0,0,0,0,0
-40.4810,0,0,0,0,0
-40.4710,0,0,0,0,0
-40.4610,0,0,0,0,0
-40.4510,0,0,0,0,0
-40.4410,0,0,0,0,0
-40.4310,0,0,0,0,0
-40.4210,0,0,0,0,0
-40.4110,0,0,0,0,0
-40.4010,0,0,0,0,0
-40.3910,0,0,0,0,0
-40.3810,0,0,0,0,0
-40.3710,0,0,0,0,0
-40.3610,0,0,0,0,0
-40.3510,0,0,0,0,0
-40.3410,0,0,0,0,0
-40.3310,0,0,0,0,0
-40.3210,0,0,0,0,0
-40.3110,0,0,0,0,0
-40.3010,0,0,0,0,0
-40.2910,0,0,0,0,0
-40.2810,0,0,0,0,0
-40.2710,0,0,0,0,0
-40.2610,0,0,0,0,0
-40.2510,0,0,0,0,0
-40.2410,0,0,0,0,0
-40.2310,0,0,0,0,0
-40.2210,0,0,0,0,0
-40.2110,0,0,0,0,0
-40.2010,0,0,0,0,0
-40.1910,0,0,0,0,0
-40.1810,0,0,0,0,0
-40.1710,0,0,0,0,0
-40.1610,0,0,0,0,0
-40.1510,0,0,0,0,0
-40.1410,0,0,0,0,0
-40.1310,0,0,0,0,0
-40.1210,0,0,0,0,0
-40.1110,0,0,0,0,0
-40.1010,0,0,0,0,0
-40.0910,0,0,0,0,0
-40.0810,0,0,0,0,0
-40.0710,0,0,0,0,0
-40.0610,0,0,0,0,0
-40.0510,0,0,0,0,0
-40.0410,0,0,0,0,0
-40.0310,0,0,0,0,0
-40.0210,0,0,0,0,0
-40.0110,0,0,0,0,0
-40.0010,0,0,0,0,0
-39.9910,0,0,0,0,0
-39.9810,0,0,0,0,0
-39.9710,0,0,0,0,0
-39.9610,0,0,0,0,0
-39.9510,0,0,0,0,0
-39.9410,0,0,0,0,0
-39.9310,0,0,0,0,0
-39.9210,0,0,0,0,0
-39.9110,0,0,0,0,0
-39.9010,0,0,0,0,0
-39.8910,0,0,0,0,0
-39.8810,0,0,0,0,0
-39.8710,0,0,0,0,0
-39.8610,0,0,0,0,0
-39.8510,0,0,0,0,0
-39.8410,0,0,0,0,0
-39.8310,0,0,0,0,0
-39.8210,0,0,0,0,0
-39.8110,0,0,0,0,0
-39.8010,0,0,0,0,0
-39.7910,0,0,0,0,0
-39.7810,0,0,0,0,0
-39.7710,0,0,0,0,0
-39.7610,0,0,0,0,0
-39.7510,0,0,0,0,0
-39.7410,0,0,0,0,0
-39.7310,0,0,0,0,0
-39.7210,0,0,0,0,0
-39.7110,0,0,0,0,0
-39.7010,0,0,0,0,0
-39.6910,0,0,0,0,0
-39.6810,0,0,0,0,0
-39.6710,0,0,0,0,0
-39.6610,0,0,0,0,0
-39.6510,0,0,0,0,0
-39.6410,0,0,0,0,0
-39.6310,0,0,0,0,0
-39.6210,0,0,0,0,0
-39.6110,0,0,0,0,0
-39.6010,0,0,0,0,0
-39.5910,0,0,0,0,0
-39.5810,0,0,0,0,0
-39.5710,0,0,0,0,0
-39.5610,0,0,0,0,0
-39.5510,0,0,0,0,0
-39.5410,0,0,0,0,0
-39.5310,0,0,0,0,0
-39.5210,0,0,0,0,0
-39.5110,0,0,0,0,0
-39.5010,0,0,0,0,0
-39.4910,0,0,0,0,0
-39.4810,0,0,0,0,0
-39.4710,0,0,0,0,0
-39.4610,0,0,0,0,0
-39.4510,0,0,0,0,0
-39.4410,0,0,0,0,0
-39.4310,0,0,0,0,0
-39.4210,0,0,0,0,0
-39.4110,0,0,0,0,0
-39.4010,0,0,0,0,0
-39.3910,0,0,0,0,0
-39.3810,0,0,0,0,0
-39.3710,0,0,0,0,0
-39.3610,0,0,0,0,0
-39.3510,0,0,0,0,0
-39.3410,0,0,0,0,0
-39.3310,0,0,0,0,0
-39.3210,0,0,0,0,0
-39.3110,0,0,0,0,0
-39.3010,0,0,0,0,0
-39.2910,0,0,0,0,0
-39.2810,0,0,0,0,0
-39.2710,0,0,0,0,0
-39.2610,0,0,0,0,0
-39.2510,0,0,0,0,0
-39.2410,0,0,0,0,0
-39.2310,0,0,0,0,0
-39.2210,0,0,0,0,0
-39.2110,0,0,0,0,0
-39.2010,0,0,0,0,0
-39.1910,0,0,0,0,0
-39.1810,0,0,0,0,0
-39.1710,0,0,0,0,0
-39.1610,0,0,0,0,0
-39.1510,0,0,0,0,0
-39.1410,0,0,0,0,0
-39.1310,0,0,0,0,0
-39.1210,0,0,0,0,0
-39.1110,0,0,0,0,0
-39.1010,0,0,0,0,0
-39.0910,0,0,0,0,0
-39.0810,0,0,0,0,0
-39.0710,0,0,0,0,0
-39.0610,0,0,0,0,0
-39.0510,0,0,0,0,0
-39.0410,0,0,0,0,0
-39.0310,0,0,0,0,0
-39.0210,0,0,0,0,0
-39.0110,0,0,0,0,0
-39.0010,0,0,0,0,0
-38.9910,0,0,0,0,0
-38.9810,0,0,0,0,0
-38.9710,0,0,0,0,0
-38.9610,0,0,0,0,0
-38.9510,0,0,0,0,0
-38.9410,0,0,0,0,0
-38.9310,0,0,0,0,0
-38.9210,0,0,0,0,0
-38.9110,0,0,0,0,0
-38.9010,0,0,0,0,0
-38.8910,0,0,0,0,0
-38.8810,0,0,0,0,0
-38.8710,0,0,0,0,0
-38.8610,0,0,0,0,0
-38.8510,0,0,0,0,0
-38.8410,0,0,0,0,0
-38.8310,0,0,0,0,0
-38.8210,0,0,0,0,0
-38.8110,0,0,0,0,0
-38.8010,0,0,0,0,0
-38.7910,0,0,0,0,0
-38.7810,0,0,0,0,0
-38.7710,0,0,0,0,0
-38.7610,0,0,0,0,0
-38.7510,0,0,0,0,0
-38.7410,0,0,0,0,0
-38.7310,0,0,0,0,0
-38.7210,0,0,0,0,0
-38.7110,0,0,0,0,0
-38.7010,0,0,0,0,0
-38.6910,0,0,0,0,0
-38.6810,0,0,0,0,0
-38.6710,0,0,0,0,0
-38.6610,0,0,0,0,0
-38.6510,0,0,0,0,0
-38.6410,0,0,0,0,0
-38.6310,0,0,0,0,0
-38.6210,0,0,0,0,0
-38.6110,0,0,0,0,0
-38.6010,0,0,0,0,0
-38.5910,0,0,0,0,0
-38.5810,0,0,0,0,0
-38.5710,0,0,0,0,0
-38.5610,0,0,0,0,0
-38.5510,0,0,0,0,0
-38.5410,0,0,0,0,0
-38.5310,0,0,0,0,0
-38.5210,0,0,0,0,0
-38.5110,0,0,0,0,0
-38.5010,0,0,0,0,0
-38.4910,0,0,0,0,0
-38.4810,0,0,0,0,0
-38.4710,0,0,0,0,0
-38.4610,0,0,0,0,0
-38.4510,0,0,0,0,0
-38.4410,0,0,0,0,0
-38.4310,0,0,0,0,0
-38.4210,0,0,0,0,0
-38.4110,0,0,0,0,0
-38.4010,0,0,0,0,0
-38.3910,0,0,0,0,0
-38.3810,0,0,0,0,0
-38.3710,0,0,0,0,0
-38.3610,0,0,0,0,0
-38.3510,0,0,0,0,0
-38.3410,0,0,0,0,0
-38.3310,0,0,0,0,0
-38.3210,0,0,0,0,0
-38.3110,0,0,0,0,0
-38.3010,0,0,0,0,0
-38.2910,0,0,0,0,0
-38.2810,0,0,0,0,0
-38.2710,0,0,0,0,0
-38.2610,0,0,0,0,0
-38.2510,0,0,0,0,0
-38.2410,0,0,0,0,0
-38.2310,0,0,0,0,0
-38.2210,0,0,0,0,0
-38.2110,0,0,0,0,0
-38.2010,0,0,0,0,0
-38.1910,0,0,0,0,0
-38.1810,0,0,0,0,0
-38.1710,0,0,0,0,0
-38.1610,0,0,0,0,0
-38.1510,0,0,0,0,0
-38.1410,0,0,0,0,0
-38.1310,0,0,0,0,0
-38.1210,0,0,0,0,0
-38.1110,0,0,0,0,0
-38.1010,0,0,0,0,0
-38.0910,0,0,0,0,0
-38.0810,0,0,0,0,0
-38.0710,0,0,0,0,0
-38.0610,0,0,0,0,0
-38.0510,0,0,0,0,0
-38.0410,0,0,0,0,0
-38.0310,0,0,0,0,0
-38.0210,0,0,0,0,0
-38.0110,0,0,0,0,0
-38.0010,0,0,0,0,0
-37.9910,0,0,0,0,0
-37.9810,0,0,0,0,0
-37.9710,0,0,0,0,0
-37.9610,0,0,0,0,0
-37.9510,0,0,0,0,0
-37.9410,0,0,0,0,0
-37.9310,0,0,0,0,0
-37.9210,0,0,0,0,0
-37.9110,0,0,0,0,0
-37.9010,0,0,0,0,0
-37.8910,0,0,0,0,0
-37.8810,0,0,0,0,0
-37.8710,0,0,0,0,0
-37.8610,0,0,0,0,0
-37.8510,0,0,0,0,0
-37.8410,0,0,0,0,0
-37.8310,0,0,0,0,0
-37.8210,0,0,0,0,0
-37.8110,0,0,0,0,0
-37.8010,0,0,0,0,0
-37.7910,0,0,0,0,0
-37.7810,0,0,0,0,0
-37.7710,0,0,0,0,0
-37.7610,0,0,0,0,0
-37.7510,0,0,0,0,0
-37.7410,0,0,0,0,0
-37.7310,0,0,0,0,0
-37.7210,0,0,0,0,0
-37.7110,0,0,0,0,0
-37.7010,0,0,0,0,0
-37.6910,0,0,0,0,0
-37.6810,0,0,0,0,0
-37.6710,0,0,0,0,0
-37.6610,0,0,0,0,0
-37.6510,0,0,0,0,0
-37.6410,0,0,0,0,0
-37.6310,0,0,0,0,0
-37.6210,0,0,0,0,0
