# S3 코호트 봉인 — raw 가용성 전수 목록 (계약 §5-v3 ③ · 쌍 step 규칙 §5-v4 D-2: 0 ≤ step_atom − step_contact ≤ 0).  생성 2026-09-19 · 도구 커밋 da54ee3a0
# root = /home/yonghoon71/lhs_local
# ⛔ 솔버를 부르지 않았다 — 포함/제외는 파일 실재로만.  이 목록 전부를 S3 가 돌리고 실패는 REFUSED 로 보존한다.
# 설계족 분포: UNKNOWN 1 · bimodal 100 · mono_AM_P 15 · mono_AM_S 15
# ⚠ 설계족이 mono 뿐이면 AREA-11(AM_P–AM_S · AM_P 반경 이종쌍) 효과는 이 코호트로 검증할 수 없다.
#
# ══ 경위 (자동 생성분이 아니라 손으로 남기는 기록) ══════════════════════════════
# ★ 2026-09-19 **재봉인** — `atom_file`·`atom_sha256` **63 행** 변경.  `status` ·
#   `deck_sha256` · `design_family` · `contact_*` 는 **0 행** (판정은 한 글자도 안 바뀌었다).
#     62 = 짝이 어긋나 있던 쌍.  옛 봉인은 `plastic_coverage._find_case_files` 가
#          atom·contact 를 **각각 독립으로** 최신 선택해(=`DESC-06`) 서로 다른 프레임을
#          가리켰고, 수확기(`lhs_descriptor_harvest.py:404`)가 `ts_a != ts_c` 로 **전부
#          거부**했다 ⇒ `RAW_OK` 129 중 **62 (48 %) 가 원리적으로 수확 불가**였다 (원장 `LHS-07`).
#      1 = `lhs00_098` — 계약 D-8(*"contact 결손이어도 있는 atom 은 적는다"*)의 첫 적용.
#          상태는 `RAW_MISSING_CONTACT` 그대로이고 **기록만** 늘었다.
#   ⚠ 옛 봉인기(`7b5560eb5`)는 12 열이라 `step_atom`/`step_contact`/`step_gap` 이 **없었다** —
#     어긋남을 드러낼 유일한 열이 산출물에 없어서 파일명에서 역산해야 보였다.
#   ⚠ `PAIR_MAX_GAP` 을 5000 → **0** 으로 내렸다 (소비자와 일치).  다시 올리려면 **수확기부터**
#     고칠 것 — 여기만 올리면 옛 상태로 돌아간다.
#
# ★ 실측 규약 (ibb `lhs00_089`, 2026-09-19): contact 덤프는 **1만 단위**, atom 은 **5천 단위**.
#     atom    … 2835000 2840000 2845000 2850000 2855000
#     contact … 2810000 2820000 2830000 2840000 2850000
#   ⇒ atom step 집합이 contact 를 **포함**하므로 *"공통 최신"* = *"contact 최신"* 이다.
#
# ★ 증보 2026-09-18 → **봉인 완성 2026-09-19** — `lhs00_034` · `lhs00_089`.
#   봉인(09-14) 당시 contact 덤프가 없어 `RAW_MISSING_CONTACT` 였고 그 뒤 ibb 에서 완주했다.
#   ibb(`/home/yonghoon/dem_test/lhs`, `ssh -p 43612 yonghoon@166.104.39.171`) → WSL 전송 후
#   **양쪽 sha256 6/6 OK**.  그중 **덱 2 줄은 TSV 에 이미 등록돼 있던 지문**이고 그것까지
#   일치했다 ⇒ *"같은 설계의 같은 런"* 이 전송과 무관하게 독립 확인됐다.
#   ⚠ `pick_mesh` 는 **atom 과 같은 디렉터리**에서 `mesh_*.stl` 을 찾는다 — atom·contact 만
#     옮기면 수확이 `NO_MESH` 로 떨어진다.  mesh 도 같이 옮길 것 (TSV 에 mesh 열은 없다).
#   ⚠ `lhs00_098` 은 아직 도는 중이라 제외한다 (완주하면 RAW_OK 129 → 130).
#
# ⛔ 짝 스텝을 `ls | tail` 로 고르지 말 것 — **사전순**이라 `995000` 이 `3560000` 보다 크게
#   나온다.  실제로 그 때문에 거짓 경보가 두 번 났다 (09-18 · 09-19).
#   `ls … | sed 's/.*_//;s/\..*//' | sort -n | tail -1` 로 볼 것.
# ⚠ 리허설의 *"127/127 rc=0"* 는 **dry-run** 이었다 — `lhs_harvest_batch.py:65` 가 그
#   false-green 을 이미 이름으로 적어 두고 있었다.  **본번과 리허설을 같은 말로 쓰지 말 것.**
case	status	design_family	family_source	n_types	deck	deck_sha256	atom_file	atom_sha256	contact_file	contact_sha256	step_atom	step_contact	step_gap	reason
lhs00_010	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_010/input_lhs00_010.liggghts	3e44859f5f42813e153b2f23a52b6bf72510f4fcd53c71eadf474e3027fa969e	/home/yonghoon71/lhs_local/lhs00_010/post_lhs00_010/atom_2550000.liggghts	a614198af080a2460bce91b813f0be601dd2078ffccc11c7069ccb846c36a05d	/home/yonghoon71/lhs_local/lhs00_010/post_lhs00_010/contact_2550000.liggghts	cb21b0fe7c3cefa44435dee0d09dc0fe2b07a79723bf89169a4ad4c3001c6ac8	2550000	2550000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_011	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_011/input_lhs00_011.liggghts	349ba8345e3e93f089063cddc30ac248e70eb7f13483721f3418b114be4c96f4	/home/yonghoon71/lhs_local/lhs00_011/post_lhs00_011/atom_3670000.liggghts	9cb69e21eae338ac54f6527628c24b0051d08be0c67cc17b50a7726f24b2abdb	/home/yonghoon71/lhs_local/lhs00_011/post_lhs00_011/contact_3670000.liggghts	66201df2f562313be0cb241507adfb1bfdab5844d9d10425eab00b670b249e70	3670000	3670000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_012	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_012/input_lhs00_012.liggghts	4c76758d404572ba2810ee06d1bff102c3dda09eab3ce9af6cdd3aa20a57ea98	/home/yonghoon71/lhs_local/lhs00_012/post_lhs00_012/atom_2130000.liggghts	96c33011637314e1308e29c33682d3519dc466a68fc4b1d170257769a63553b8	/home/yonghoon71/lhs_local/lhs00_012/post_lhs00_012/contact_2130000.liggghts	66c1539fe263da8d3d633fd877e61a2e1e3de3d2617663de94a9845f8469530b	2130000	2130000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_013	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_013/input_lhs00_013.liggghts	25225446acf8b7fee28aaa32680de91ce6b20348947bb76d53e50cb050848b39	/home/yonghoon71/lhs_local/lhs00_013/post_lhs00_013/atom_3060000.liggghts	0b44343cd0fb786abd6d1dfa86dee4de5d8f4ea8a4776ed5f84e937cd35a39f4	/home/yonghoon71/lhs_local/lhs00_013/post_lhs00_013/contact_3060000.liggghts	6c260cbe7fb437d3a0379e5c3ebc40bba8ae6d9901a12eb02412ac79b74e8051	3060000	3060000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_014	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_014/input_lhs00_014.liggghts	380767ba9b5785ed66abba2140b2ae39f174838501b8b2bd86c478f471a2779b	/home/yonghoon71/lhs_local/lhs00_014/post_lhs00_014/atom_2300000.liggghts	1eaf188e8be98314306e79a840783676518978a556533da93f923a0d9b0770b3	/home/yonghoon71/lhs_local/lhs00_014/post_lhs00_014/contact_2300000.liggghts	72cdddca3f376f3befb8c7976d5ce510574f9168c2e9adaac6b29b96aca7b12a	2300000	2300000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_015	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_015/input_lhs00_015.liggghts	1cdaf29ad31842288ec7d8aeb1df2cd3db4c7c69f9a7854d74df06e4a9eefa67	/home/yonghoon71/lhs_local/lhs00_015/post_lhs00_015/atom_2510000.liggghts	8f8267f53f01bb74013c1d1dc459900773f752c5e8731afe62b021e037b3be47	/home/yonghoon71/lhs_local/lhs00_015/post_lhs00_015/contact_2510000.liggghts	ed0cfad7db9d5a4eb32ce3caecd9eb3408c2c512e7c8046af7682b0cd3e453ea	2510000	2510000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_016	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_016/input_lhs00_016.liggghts	998f722fa1b79f32849825075728d606a66c490b64738151f5ff62ad8d88abc2	/home/yonghoon71/lhs_local/lhs00_016/post_lhs00_016/atom_3140000.liggghts	1a4eae93eec6abf5c7bae7d7818e24cf81ba0840f4ecf414e9f007df53201bd4	/home/yonghoon71/lhs_local/lhs00_016/post_lhs00_016/contact_3140000.liggghts	e9cd59af8559c06297ef9daf110c07cf0fa1edf444657c24871ae54d5cf4b7a6	3140000	3140000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_017	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_017/input_lhs00_017.liggghts	efd281851edf7a4c329a54d6eab0feb5080a712243a999a0392913dd3d607d8f	/home/yonghoon71/lhs_local/lhs00_017/post_lhs00_017/atom_3700000.liggghts	3ab03f5950f2829e00ba3807499d88b84d94c25b823d9e5b1f29fcfd839b5afa	/home/yonghoon71/lhs_local/lhs00_017/post_lhs00_017/contact_3700000.liggghts	075043d2dbf466e5c77290fc89aedf50f90c6908bc32103db5bae8e90a86e863	3700000	3700000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_018	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_018/input_lhs00_018.liggghts	795c5c3c9b3418592a9356c2e8a93084d231495dedfec1eed6db17619bd30d63	/home/yonghoon71/lhs_local/lhs00_018/post_lhs00_018/atom_2100000.liggghts	1653ddbae799c949ae7db67b6ebb38048b2e1edc6ece0dc29923739a97162487	/home/yonghoon71/lhs_local/lhs00_018/post_lhs00_018/contact_2100000.liggghts	033bedc8d7d14f71dda548ab9cd28ed22ab5e9e77037f6c918257b170ed27325	2100000	2100000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_019	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_019/input_lhs00_019.liggghts	73b32303a8176ce17f5bbdc526985e053476b6d8d0c57b0db837fc82d7dca70d	/home/yonghoon71/lhs_local/lhs00_019/post_lhs00_019/atom_2530000.liggghts	a41193b409a93b1a5547adbe3f14106e2048fb36ab2a48800efa7b306334b7c5	/home/yonghoon71/lhs_local/lhs00_019/post_lhs00_019/contact_2530000.liggghts	68bbf10123da775dc15d15943e9f2f20499a67f351e123f188961ab78bbf6f60	2530000	2530000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_020	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_020/input_lhs00_020.liggghts	0cde6edfb7dc08f46cc111935224a1caf90e071e7bd6ba4cace4131cf751b584	/home/yonghoon71/lhs_local/lhs00_020/post_lhs00_020/atom_2020000.liggghts	51cc0429ec7093d2008d605ce0258d8a87bd22983852570008f07fc008bac637	/home/yonghoon71/lhs_local/lhs00_020/post_lhs00_020/contact_2020000.liggghts	dfb293397dae2a4e28ceb18de0abe5df5bd36952a52d8987ce37682b2063dbe3	2020000	2020000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_021	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_021/input_lhs00_021.liggghts	9685ec0a75d912ab542c846e357cf5609b44e27dadf7df3d20fcf4a2590713b7	/home/yonghoon71/lhs_local/lhs00_021/post_lhs00_021/atom_2420000.liggghts	c6aa994a864fdd029c0a9984fbc770c8ef99531596d22680519f31f9dbb7d4f9	/home/yonghoon71/lhs_local/lhs00_021/post_lhs00_021/contact_2420000.liggghts	c0ce1d83dee2d3527a7e8a303dae541a37e64c578bcafb991facc72c671a72ff	2420000	2420000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_022	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_022/input_lhs00_022.liggghts	b948d0fef3b79123581d8316418dbc1f15526f5ab3ff331d97c935d9c3f5708d	/home/yonghoon71/lhs_local/lhs00_022/post_lhs00_022/atom_2140000.liggghts	61b45296cb56eb494a24aa5cb569eb18bb8921d554358e43af8ae848b508ee59	/home/yonghoon71/lhs_local/lhs00_022/post_lhs00_022/contact_2140000.liggghts	e12c171a8db8a7b5ff9c246a9c71af5ff7b7d82058abb5c9843b91fc3d74449b	2140000	2140000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_023	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_023/input_lhs00_023.liggghts	3858c1c56ca4a59b2b2d448b8e713bdd52f3339f3b8af5e60a4bf27663a0619b	/home/yonghoon71/lhs_local/lhs00_023/post_lhs00_023/atom_2020000.liggghts	915728f855b304dc9a77041c555aa37233fa3c9f585f9f78f44102aa7272b4b8	/home/yonghoon71/lhs_local/lhs00_023/post_lhs00_023/contact_2020000.liggghts	522ec40004a26c1bb1e3984d0f5f7eb51816518ab72c19f283c031c1bbcbf2c5	2020000	2020000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_024	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_024/input_lhs00_024.liggghts	0ecd6f2210f281cdacc7f467d360e557c98bc2a4d454be1c740d063d2dc35098	/home/yonghoon71/lhs_local/lhs00_024/post_lhs00_024/atom_3590000.liggghts	363e8f9be5366b435e0a7522e6cf3f8ad0b67ced1e3015ef954abf4b7e99df6d	/home/yonghoon71/lhs_local/lhs00_024/post_lhs00_024/contact_3590000.liggghts	edefdd6637575039b6a6b7ae4b65ac9d2d7033dd0ca6efe695edf66ddc8f3e8e	3590000	3590000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_025	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_025/input_lhs00_025.liggghts	8c1edef6e614cf662e9aa6a0c03ba17caf8de80380f2fbd8247fc9f1d134a606	/home/yonghoon71/lhs_local/lhs00_025/post_lhs00_025/atom_3380000.liggghts	4cda612486797b617e58d93b1dab6e1457e24f849c030e837adbd06e4168995c	/home/yonghoon71/lhs_local/lhs00_025/post_lhs00_025/contact_3380000.liggghts	cf75ef9352434960a5993f313fa83914b21fbab40167f0c4839e5efc113c2be5	3380000	3380000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_026	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_026/input_lhs00_026.liggghts	d2a8ed8f6ff95c3271d893c75162b3d15f4a52cdf112e03ee27c13096406573e	/home/yonghoon71/lhs_local/lhs00_026/post_lhs00_026/atom_2280000.liggghts	0e21819861742939c5a57466c9df06ec945f28e768a574eb763fabd2bd5b36a9	/home/yonghoon71/lhs_local/lhs00_026/post_lhs00_026/contact_2280000.liggghts	b2eb6e2717b22d5f1d3fae621f01c2991f953d374ea1152f79b9afeb4639ff6b	2280000	2280000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_027	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_027/input_lhs00_027.liggghts	7aa40b6ccc3a885f9fa2857ae566daf88b4d2eab8b517d162457f7bf493ebd13	/home/yonghoon71/lhs_local/lhs00_027/post_lhs00_027/atom_3310000.liggghts	89470a6275db8420bbc23c7abfac52dbab91f105e5f4c210cf2668a799948fb4	/home/yonghoon71/lhs_local/lhs00_027/post_lhs00_027/contact_3310000.liggghts	74d7755f48bf78ce8b9029bf554bf9061365dd7df6266298642daf68d3aab2a0	3310000	3310000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_028	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_028/input_lhs00_028.liggghts	028ef5130188f391e757f9209bf7f9e6d98ba0362b69253af510834c8e580d71	/home/yonghoon71/lhs_local/lhs00_028/post_lhs00_028/atom_3450000.liggghts	ddfedeaf39b81f3a12f233f8dc7a143ae69853349f3052d21fc90b09096ce55f	/home/yonghoon71/lhs_local/lhs00_028/post_lhs00_028/contact_3450000.liggghts	f5bf7f93a6107c402af8bcc0a3a55482ffa28a33327d4ec0063b48b370c8d081	3450000	3450000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_029	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_029/input_lhs00_029.liggghts	8ee081e05ae521187a1cf132492ad57debf79a4f3f13160c4eb77501ae7a85d0	/home/yonghoon71/lhs_local/lhs00_029/post_lhs00_029/atom_2840000.liggghts	fba729ad68c4879c1942958e9928e0d8a22d420ef40b513a52b15f497be3b096	/home/yonghoon71/lhs_local/lhs00_029/post_lhs00_029/contact_2840000.liggghts	2005fe492bb2f08627cb8f950b36abaefc4ece3ddf3852c6ee847064e39cad47	2840000	2840000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
lhs00_030	RAW_OK	bimodal	design_csv	3	/home/yonghoon71/lhs_local/lhs00_030/input_lhs00_030.liggghts	8b0b8c35052211fcc9adbb97ec4afae74938d7a7a4c9e8695d9445fe9f384166	/home/yonghoon71/lhs_local/lhs00_030/post_lhs00_030/atom_2470000.liggghts	2ba957014d54cc21dbedddd7cbebdd0bf66a9895aa52479a76f411baa08b8236	/home/yonghoon71/lhs_local/lhs00_030/post_lhs00_030/contact_2470000.liggghts	4185de0e853d0a2e8064554c5d4f02c33e3fb4f532d9d32a19377b3f8615af0f	2470000	2470000	0	포함: 원자료·덱 실재 (솔버 성공 여부는 보지 않았다)
