_dir,name,dopant,cation_site,anion_site,concentration,charge_compensation,n_fu_actual,screen_de_per_atom,screen_dV_over_V0,screen_converged,tier2_li_li_disorder_std,tier2_li_li_disorder_mean,tier2_dopant_blocking_fraction,tier2_lattice_angle_dev_deg,tier2_lattice_aspect_ratio,bvs_li_mean,bvs_li_std,bvs_li_proxy_score,migration_volume_fraction,li_mobility_score,anneal_delta_E_meV,anneal_E_post_per_atom,anneal_dV_pct,anneal_converged,eos_B0_GPa,eos_V0_per_atom,eos_Bp,eos_r2,eos_fit_quality_ok,eos_fit_quality_reason,elastic_B_hill_GPa,elastic_G_hill_GPa,elastic_E_young_GPa,elastic_pugh_GoverB,elastic_poisson_nu,sigma_300K_S_cm_NE,sigma_md_Ea_eV,sigma_md_D_300K_cm2s,sigma_md_fit_R2,sigma_md_n_T_points,wad_J_m2_mean,wad_J_m2_std,wad_n_seeds,wad_n_lbfgs_ok,wad_ncm_nx,wad_area_mismatch_pct,sigma_md_sanity_warnings_count,wad_lbfgs_ok_fraction,wad_area_mismatch_severity,rerank_de_pre_anneal,rerank_de_post_anneal,rerank_delta_E_anneal_meV,combined_score,rank_combined,composition_Ag,composition_Cl,composition_Li,composition_O,composition_P,composition_S,composition_Al,composition_F,composition_B,composition_Ba,composition_Ca,composition_Co,composition_Cr,composition_Cu,composition_Fe,composition_Ga,composition_Gd,composition_Ge,composition_Hf,composition_In,composition_La,composition_Mg,composition_Mn,composition_Mo,composition_Na,composition_Nb,composition_Nd,composition_Ni,composition_Sb,composition_Sc,composition_Si,composition_Sm,composition_Sn,composition_Sr,composition_Ta,composition_Ti,composition_V,composition_W,composition_Y,composition_Zn,composition_Zr
Ag2O_x002,Ag2O_x020_cLi48haS16e_s00,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.439452254637025,-0.16839124667627142,True,0.16719477791699175,2.99614295049405,0.6363636363636364,1.0654471003947747,1.0253006902815764,0.9792716669663178,0.10821578199511009,0.8732990177399028,0.148288,,-748.3339642348055,-4.143040587118281,-0.28284403204327235,True,21.275662399004883,20.705186637759855,3.2862623098934,0.9999276629513386,True,OK,23.22078798325792,17.915960345323835,42.752638628261366,0.7715483366990457,0.1931439287713103,,,,,,,,,,,,0,,,-0.439452254637025,-0.45325930567111383,-748.3339642348054,0.4233209703533545,2,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS16e_s01,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.4273803703603165,-0.07482691531172507,True,0.19514663372396954,3.0511160275378684,0.45454545454545453,0.6083069238154514,1.0572804870864836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.34714042220605135,9,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS16e_s02,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.4232528988877555,-0.04428729421175234,True,0.3025928670120317,3.037036527983881,0.5454545454545454,2.151782723090526,1.0534695097900222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3365750797949001,12,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS16e_s03,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.43528217383456935,-0.1049520636317949,True,0.20243521209637913,2.985963356708264,0.5,1.1396546963485505,1.102750957184985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.36736715422009614,6,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS16e_s04,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.43230247105215325,-0.1334876475533964,True,0.16945713991247371,2.968919477007081,0.4090909090909091,0.768616979699062,1.0460264499701943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3597398258693195,8,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS4a_s00,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.36221992059863917,-0.12357566163772571,True,0.20981295676883174,3.0847317402012053,0.6363636363636364,1.2678001123259377,1.0375518507038284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.18034521405659806,18,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS4a_s01,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.4113910832214196,-0.05092109403470101,True,0.33499748012984043,3.1773986028132244,0.45454545454545453,1.1676143113126312,1.1419251898518232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3062116611823332,14,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS4a_s02,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.3509945976499247,-0.11167886923296423,True,0.256293182852953,3.029981867379042,0.5454545454545454,1.6327375869645722,1.1095545208043756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.1516110649734707,19,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS4a_s03,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.41145138656366376,-0.05087277319699234,True,0.3342311839506452,3.1739713317577736,0.45454545454545453,1.1688664301700824,1.1422926797476676,0.9635347905919701,0.09128087998677173,0.8755824870088653,0.147712,,-762.0705850645274,-4.123687166575918,-3.0665629242296335,True,21.13682178478603,20.057531383075077,2.9561895839248016,0.9998258077709753,True,OK,21.894172212663598,18.558563379847172,43.41016809314062,0.8476485522989031,0.1695454870251412,,,,,,,,,,,,0,,,-0.41145138656366376,-0.4339058851287505,-762.0705850645279,0.40787689443320874,3,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x002,Ag2O_x020_cLi48haS4a_s04,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.39609052765836283,-0.163058228178956,True,0.17656878387244962,2.9554734079330287,0.22727272727272727,2.1202056877633986,1.0744735876441123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.26704588870414403,15,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS16e_s00,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.4394533178110054,-0.16839287718772894,True,0.16720473494598645,2.996141575952824,0.6363636363636364,1.0655195467632834,1.025301478921441,0.9814017190263801,0.12247712742898373,0.8612024556261624,0.139648,,-794.0631157817846,-4.188769728470859,-3.691172923575033,True,18.452982305709142,19.60671146330303,6.025314372397666,0.9998920048844976,True,OK,25.582795038892442,15.47732662252001,38.6397611403928,0.6049896658668642,0.24826987511430756,,,,,,,,,,,,0,,,-0.4394533178110054,-0.49898840685775614,-794.0631157817845,0.55,3,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS16e_s01,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.42737434348199344,-0.07482426850399847,True,0.19516046294247286,3.051087581264666,0.45454545454545453,0.6083580181895835,1.0572575013119212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3564316428831785,10,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS16e_s02,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.42325876902717763,-0.04425103796092606,True,0.3025890103657179,3.037070165884323,0.5454545454545454,2.152823103039326,1.0534608240674372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3453075012235911,11,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS16e_s03,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.43528260566935284,-0.10495338629783596,True,0.2024387202444169,2.985958348829577,0.5,1.139639946842995,1.1027509816964127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3778071834836903,5,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS16e_s04,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.4323428828771805,-0.13388009475170237,True,0.16935101647090686,2.9684094044318643,0.4090909090909091,0.7785909904320095,1.0462104923560602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.36986129570081294,7,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS4a_s00,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.3622199067342562,-0.12357502883116137,True,0.20981216929732108,3.0847301866411097,0.6363636363636364,1.2678269074491468,1.037552950956718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.18032325459139287,17,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS4a_s01,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.4115124849671661,-0.05109850624248771,True,0.33522647511574133,3.1776356482662322,0.45454545454545453,1.1728274497069886,1.1432140179418535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3135580263223601,14,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS4a_s02,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.3510012782951213,-0.1116933278787981,True,0.25627928331572153,3.029808719062257,0.5454545454545454,1.6327965103444555,1.1095640952403285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.15,20,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS4a_s03,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.4116884365396709,-0.05132684718066831,True,0.3354739088982816,3.178129395731557,0.45454545454545453,1.174141157554244,1.1452358373621552,0.9635376771700883,0.11755551613866298,0.8502685082113102,0.147776,,-782.3781913567738,-4.143994732702229,-1.9240388490420262,True,16.146602766056994,20.117048302878857,3.045721198126969,0.9985718064903559,True,OK,22.051890437237034,17.771021468312007,42.02431251088864,0.8058729259013409,0.18238314510573678,,,,,,,,,,,,0,,,-0.4116884365396709,-0.4542134110891256,-782.3781913567735,0.5292805218531291,4,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi24gaS4a_s04,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.3960907408232659,-0.1630586655298344,True,0.17656730012091798,2.9554713819741965,0.22727272727272727,2.120229745920636,1.074473455141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.2718740115200241,16,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS16e_s00,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.4394520202167973,-0.1683903683259038,True,0.16719341888961334,2.9961446336250592,0.6363636363636364,1.0654095162501838,1.0253012597002389,0.9857234530538611,0.10885595423662905,0.878421585958258,0.146112,,-732.0241971695422,-4.126730791508697,-3.1730765222762636,True,17.04243429098928,19.957147748188735,0.5535036887683774,0.9959923799121183,True,OK,26.407310180867068,20.449977088699885,48.762586259861884,0.774405910660168,0.19224060859233896,,,,,,,,,,,,0,,,-0.4394520202167973,-0.4369494698955938,-732.0241971695425,0.6823126137665286,2,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS16e_s01,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.4273796855005232,-0.07482666946998466,True,0.1951480533982046,3.0511132066820497,0.45454545454545453,0.6083093066624699,1.0572784145018037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3564460820268571,9,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS16e_s02,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.42325797901214823,-0.044255814095112214,True,0.30258769323615275,3.0370690645909146,0.5454545454545454,2.1526484977934355,1.0534631231437754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.34530536586212535,12,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS16e_s03,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.4352815164486836,-0.10495101845340957,True,0.20243060418216047,2.985968334081623,0.5,1.139682843825835,1.1027527599364875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.37780423938799823,6,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS16e_s04,Ag2O,Li_48h,S_16e,0.25,compound_set,4,-0.4322979457579823,-0.13340661422740047,True,0.1695236453384304,2.9689964916036775,0.4090909090909091,0.7688350483293515,1.0460723785232156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3697398334638342,8,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS4a_s00,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.36221977690857,-0.12357370574326812,True,0.20981221246977205,3.0847287521953692,0.6363636363636364,1.2678364777642872,1.0375531934019155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.18032290368064147,18,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS4a_s01,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.4115326694714403,-0.05088687410534372,True,0.3349150906751,3.175008153673036,0.45454545454545453,1.1714410157451156,1.143004903409316,0.9695507491831029,0.10333265271902353,0.8693644983242963,0.149888,,-805.4593734348599,-4.167075961470667,-3.8264808758477487,True,20.24241157470466,19.690783597604703,4.343545205353299,0.9999828094845205,True,OK,19.45497084605698,21.356530318855278,46.90602601413882,1.0977415740092817,0.09816588448186193,,,,,,,,,,,,0,,,-0.4115326694714403,-0.47729463985756393,-805.4593734348598,0.7363420865489988,1,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS4a_s02,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.35142846769597735,-0.1091917565760325,True,0.2510180215003514,3.023828878588553,0.5454545454545454,1.5656447657361654,1.105557604707285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.15115466636863695,19,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS4a_s03,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.41151735330289974,-0.051051824456066146,True,0.33523636066151274,3.1772186294041713,0.45454545454545453,1.1745096684427547,1.1431642451481172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.31357118513091575,13,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x005,Ag2O_x050_cLi48haS4a_s04,Ag2O,Li_48h,S_4a,0.25,compound_set,4,-0.39609105893951835,-0.1630586673546789,True,0.17656467762577432,2.9554696602745953,0.22727272727272727,2.1202360676206693,1.0744738739921968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.27187487136845967,15,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS16e_s00,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.4394528067147596,-0.16839142286443143,True,0.16719896079253552,2.996143756559316,0.6363636363636364,1.0654534425069901,1.0253015065107975,0.9804599098368592,0.11882556366971576,0.8639562083949357,0.141696,,-716.5877612131302,-4.111294390824908,-2.850076263133877,True,18.033140547138718,19.542900976600894,8.692704611687873,0.9689032769651259,True,OK,24.16798837304432,16.53483900637001,40.39277264590817,0.6841628169935767,0.22144438873420336,,,,,,,,,,,,0,,,-0.4394528067147596,-0.42151319460292536,-716.58776121313,0.4743239273882549,3,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS16e_s01,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.42737798864263743,-0.0748257828362096,True,0.1951524744879081,3.0511042220016615,0.45454545454545453,0.6083311440039656,1.0572708852075534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.34687244916066107,9,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS16e_s02,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.423260423833161,-0.0442412772811332,True,0.30258605275199135,3.0370830596434173,0.5454545454545454,2.1530526773153746,1.0534601425134504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.33620083824831437,11,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS16e_s03,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.4352834029224071,-0.10495412050190735,True,0.20244373103477872,2.9859517831342384,0.5,1.1396512050689418,1.1027489066320784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3673611382762403,5,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS16e_s04,Ag2O,Li_24g,S_16e,0.25,compound_set,4,-0.4323423503217234,-0.13387420306726353,True,0.16935367017672445,2.968417889363113,0.4090909090909091,0.7784998078714815,1.0462078810646087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.3597387278274701,8,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS4a_s00,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.3622201520115209,-0.12357633185182211,True,0.20981269025603022,3.0847311140889104,0.6363636363636364,1.2677884910214687,1.0375518498834622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.17800101359339832,17,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS4a_s01,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.4118147961279788,-0.051401467183071495,True,0.33656024794225287,3.1785555306964013,0.45454545454545453,1.1782503961551472,1.1467085227456202,0.9749603477373914,0.12206994751057318,0.8559469892641978,0.137472,,-758.3943011202009,-4.120010869990535,-4.002924683609305,True,21.817430468044606,19.539254457485956,6.3473789384770525,0.9999931673352058,True,OK,19.61795751923868,16.662639896924688,38.95813722426964,0.849356508218768,0.16902656077503916,,,,,,,,,,,,0,,,-0.4118147961279788,-0.43022967376855226,-758.3943011202012,0.4629785216879343,4,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS4a_s02,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.3516771943377708,-0.10626306286492032,True,0.25038421081155376,3.0299765301730783,0.5454545454545454,1.4961484714302395,1.100865279039644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.15067652755236186,19,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag2O_x010,Ag2O_x100_cLi24gaS4a_s03,Ag2O,Li_24g,S_4a,0.25,compound_set,4,-0.41139474821017297,-0.050925648943519454,True,0.334987767569022,3.1773838752324224,0.45454545454545453,1.1675429489529434,1.1419407229364833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.305448226129321,14,2,4,22,1,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
