time_s_exact,electrode,sample_index,coordinate_R40_m,coordinate_R80_m,coordinate_R160_m,R40_x_surface,R80_x_surface,R160_x_surface,difference_R80_minus_R40_x_surface,difference_R160_minus_R80_x_surface,R40_x_particle_average,R80_x_particle_average,R160_x_particle_average,difference_R80_minus_R40_x_particle_average,difference_R160_minus_R80_x_particle_average,R40_Eeq_V,R80_Eeq_V,R160_Eeq_V,difference_R80_minus_R40_Eeq_V,difference_R160_minus_R80_Eeq_V,R40_etaMid_V,R80_etaMid_V,R160_etaMid_V,difference_R80_minus_R40_etaMid_V,difference_R160_minus_R80_etaMid_V,R40_phil_V,R80_phil_V,R160_phil_V,difference_R80_minus_R40_phil_V,difference_R160_minus_R80_phil_V
0.01,N,10,0.0000021666666666666665,0.0000021666666666666665,0.0000021666666666666665,0.011753975981549742,0.011778611034108795,0.011798841234741056,0.000024635052559053,0.000020230200632261,0.011720935788548697,0.01172093585363766,0.011720935922423846,6.5088963E-11,6.8786186E-11,1.4109659723178742,1.4094214203865532,1.408153040894256,-0.0015445519313210,-0.0012683794922972,-0.054482085757987075,-0.054458152421466455,-0.05443735787345649,0.000023933336520620,0.000020794548009965,-1.356482661511911,-1.3549620429285096,-1.3537144579928122,0.0015206185834014,0.0012475849356974
0.01,N,11,0.000002383333333333333,0.000002383333333333333,0.000002383333333333333,0.011753976375386185,0.011778611704137913,0.011798842113268091,0.000024635328751728,0.000020230409130178,0.011720935791558031,0.011720935856587638,0.011720935925311012,6.5029607E-11,6.8723374E-11,1.4109659476253824,1.4094213783775191,1.4081529858129596,-0.0015445692478633,-0.0012683925645595,-0.05448252397495845,-0.05445857358230999,-0.0544377661583213,0.00002395039264846,0.00002080742398869,-1.3564820789288685,-1.3549614600874453,-1.353713874957267,0.0015206188414232,0.0012475851301783
0.01,N,12,0.0000026,0.0000026,0.0000026,0.011753976770158171,0.011778612375758531,0.011798842993881672,0.000024635605600360,0.000020230618123141,0.011720935794574516,0.01172093585954462,0.01172093592820504,6.4970104E-11,6.866042E-11,1.4109659228742342,1.409421336268702,1.4081529306008427,-0.0015445866055322,-0.0012684056678593,-0.05448301813410916,-0.054459050668934195,-0.05443823035656936,0.000023967465174965,0.000020820312364835,-1.3564814408597738,-1.3549608217358278,-1.3537132363927,0.0015206191239460,0.0012475853431278
0.01,N,13,0.0000028166666666666667,0.0000028166666666666667,0.0000028166666666666667,0.011753977253867131,0.011778613198674518,0.011798844072850765,0.000024635944807387,0.000020230874176247,0.01172093579827057,0.011720935863167727,0.011720935931750961,6.4897157E-11,6.8583234E-11,1.4109658925469757,1.4094212846740697,1.4081528629523652,-0.0015446078729060,-0.0012684217217045,-0.054483562718655065,-0.0544595742959566,-0.054438738163293365,0.000023988422698465,0.000020836132663235,-1.3564807473039635,-1.3549601278730135,-1.3537125422984837,0.0015206194309500,0.0012475855745298
0.01,N,14,0.000003033333333333333,0.000003033333333333333,0.000003033333333333333,0.011753977738698816,0.011778614023500429,0.011798845154323861,0.000024636284801613,0.000020231130823432,0.011720935801975205,0.011720935866799235,0.011720935935305111,6.4824030E-11,6.8505876E-11,1.4109658621493253,1.4094212329596902,1.4081527951468933,-0.0015446291896351,-0.0012684378127969,-0.05448416323509053,-0.05446015383019143,-0.05443930185858492,0.00002400940489910,0.00002085197160651,-1.3564799982606681,-1.354959378498263,-1.3537117926739,0.0015206197624051,0.001247585824363
0.01,N,15,0.0000032499999999999994,0.0000032499999999999994,0.0000032499999999999994,0.011753978312287592,0.011778614999315292,0.01179884643375003,0.000024636687027700,0.000020231434434738,0.011720935806358038,0.011720935871095529,0.011720935939509835,6.4737491E-11,6.8414306E-11,1.4109658261868425,1.4094211717787075,1.4081527149302933,-0.0015446544081350,-0.0012684568484142,-0.05448481418978579,-0.05446077992556653,-0.05443990918907393,0.00002403426421926,0.00002087073649260,-1.3564791937290848,-1.3549585736107994,-1.3537109875181916,0.0015206201182854,0.0012475860926078
0.01,N,16,0.0000034666666666666664,0.0000034666666666666664,0.0000034666666666666664,0.01175397888718632,0.011778615977358582,0.011798847716097759,0.000024637090172262,0.000020231738739177,0.011720935810750883,0.01172093587540163,0.011720935943724154,6.4650747E-11,6.8322524E-11,1.4109657901422294,1.4094211104580079,1.408152634530519,-0.0015446796842215,-0.0012684759274889,-0.05448552106637461,-0.05446146190986623,-0.054440572383585684,0.00002405915650838,0.000020889526280546,-1.3564783337082904,-1.3549577132097332,-1.3537101268304956,0.0015206204985572,0.0012475863792376
0.01,N,17,0.000003683333333333333,0.000003683333333333333,0.000003683333333333333,0.01175397955066361,0.011778617106086551,0.01179884919599877,0.000024637555422941,0.000020232089912219,0.011720935815820564,0.011720935880371163,0.011720935948587738,6.4550599E-11,6.8216575E-11,1.4109657485439773,1.409421039689782,1.4081525417446825,-0.0015447088541953,-0.0012684979450995,-0.05448627839429787,-0.05446219047619971,-0.05444127924012765,0.00002408791809816,0.00002091123607206,-1.3564774181973438,-1.3549567972941543,-1.3537092106099244,0.0015206209031895,0.0012475866842299
0.01,N,18,0.0000039,0.0000039,0.0000039,0.011753980215638135,0.011778618237361529,0.011798850679239003,0.000024638021723394,0.000020232441877474,0.011720935820901685,0.01172093588535191,0.011720935953462288,6.4450225E-11,6.8110378E-11,1.4109657068518524,1.4094209687618655,1.4081524487494856,-0.0015447380899869,-0.0012685200123799,-0.0544870916344109,-0.05446297491344998,-0.054442041936419105,0.00002411672096092,0.000020932977030875,-1.3564764471951662,-1.3549558258630248,-1.3537082388554704,0.0015206213321414,0.0012475870075544
0.01,N,19,0.0000041166666666666665,0.0000041166666666666665,0.0000041166666666666665,0.011753980969013995,0.011778619519019071,0.011798852359635438,0.000024638550005076,0.000020232840616367,0.011720935826658289,0.011720935890994771,0.0117209359589848,6.4336482E-11,6.7990029E-11,1.4109656596172002,1.409420888405364,1.4081523433931216,-0.0015447712118362,-0.0012685450122424,-0.0544879553391473,-0.054463805953776756,-0.05444284832167923,0.000024149385370544,0.000020957632097526,-1.3564754207006795,-1.3549547989153006,-1.3537072115661166,0.0015206217853789,0.0012475873491840
0.01,N,20,0.000004333333333333333,0.000004333333333333333,0.000004333333333333333,0.01175398172407443,0.011778620803542306,0.011798854043788883,0.000024639079467876,0.000020233240246577,0.01172093583242776,0.011720935896650242,0.011720935964519657,6.4222482E-11,6.7869415E-11,1.4109656122769296,1.4094208078691917,1.4081522378012035,-0.0015448044077379,-0.0012685700679882,-0.05448887494666099,-0.05446469284729272,-0.05444371052268582,0.00002418209936827,0.00002098232460690,-1.35647433871265,-1.3549537164497938,-1.3537061287407093,0.0015206222628562,0.0012475877090845
0.01,N,21,0.00000455,0.00000455,0.00000455,0.011753982567360247,0.011778622238148097,0.011798855924704093,0.000024639670787850,0.000020233686555996,0.011720935838871372,0.011720935902966497,0.011720935970701176,6.4095125E-11,6.7734679E-11,1.4109655594051633,1.409420717923244,1.4081521198728484,-0.0015448414819193,-0.0012685980503956,-0.0544898450323017,-0.05446562636508001,-0.05444461643971232,0.00002421866722169,0.00002100992536769,-1.356473201229862,-1.3549525784653291,-1.3537049903781029,0.0015206227645329,0.0012475880872262
0.01,N,22,0.000004766666666666666,0.000004766666666666666,0.000004766666666666666,0.011753983412518055,0.011778623675938384,0.011798857809794247,0.000024640263420329,0.000020234133855863,0.011720935845329291,0.011720935909296775,0.011720935976896406,6.3967484E-11,6.7599631E-11,1.4109655064160285,1.409420627777637,1.4081520016827358,-0.0015448786383915,-0.0012686260949012,-0.054490871011600106,-0.054466615718606004,-0.05444557814875006,0.000024255292994102,0.000021037569855944,-1.3564720082509247,-1.3549513849605672,-1.3537037964769971,0.0015206232903575,0.0012475884835701
0.01,N,23,0.000004983333333333334,0.000004983333333333334,0.000004983333333333334,0.011753984345726618,0.011778625263513363,0.011798859891254388,0.000024640917786745,0.000020234627741025,0.01172093585246001,0.011720935916286522,0.01172093598373702,6.3826512E-11,6.7450498E-11,1.4109654479063467,1.4094205282409307,1.4081518711807501,-0.0015449196654160,-0.0012686570601806,-0.05449194748274122,-0.054467651717749366,-0.05444658360096777,0.000024295764991854,0.000021068116781596,-1.3564707597744874,-1.3549501359342013,-1.3537025470361197,0.0015206238402861,0.0012475888980816
0.01,N,24,0.0000052,0.0000052,0.0000052,0.011753985280994665,0.01177862685459177,0.011798861977307572,0.000024641573597105,0.000020235122715802,0.01172093585960647,0.011720935923291698,0.011720935990592716,6.3685228E-11,6.7301018E-11,1.4109653892675407,1.4094204284845684,1.4081517403907926,-0.0015449607829723,-0.0012686880937758,-0.054493079838710656,-0.054468743535459385,-0.054447644821729924,0.000024336303251271,0.000021098713729461,-1.3564694557990016,-1.3549488313847402,-1.353701242054021,0.0015206244142614,0.0012475893307192
0.01,N,25,0.000005416666666666667,0.000005416666666666667,0.000005416666666666667,0.011753986304140084,0.011778628595159074,0.011798864259341579,0.000024642291018990,0.000020235664182505,0.0117209358674244,0.011720935930955044,0.011720935998092522,6.3530644E-11,6.7137478E-11,1.4109653251190584,1.409420319355652,1.4081515973133616,-0.0015450057634064,-0.0012687220422904,-0.05449426270045521,-0.05446988202028691,-0.05444874981294623,0.00002438068016830,0.00002113220734068,-1.356468096322982,-1.3549474713107477,-1.3536998815293027,0.0015206250122343,0.0012475897814450
0.01,N,26,0.000005633333333333333,0.000005633333333333333,0.000005633333333333333,0.011753987329532567,0.01177863033954888,0.011798866546386903,0.000024643010016313,0.000020236206838023,0.011720935875259507,0.011720935938635223,0.011720936005608794,6.3375716E-11,6.6973571E-11,1.4109652608296912,1.4094202099870747,1.4081514539217346,-0.0015450508426165,-0.0012687560653401,-0.05449550143849047,-0.05447107630678616,-0.05444991054950754,0.00002442513170431,0.00002116575727862,-1.3564666813447208,-1.354946055710578,-1.3536984654603659,0.0015206256341428,0.0012475902502121
0.01,N,27,0.000005849999999999999,0.000005849999999999999,0.000005849999999999999,0.011753988442630342,0.011778632233133919,0.011798869029026488,0.000024643790503577,0.000020236795892569,0.011720935883764771,0.011720935946972284,0.011720936013767887,6.3207513E-11,6.6795603E-11,1.4109651910414367,1.4094200912643557,1.40815129826687,-0.0015450997770810,-0.0012687929974857,-0.05449679069644642,-0.05447231728205426,-0.054451115083908874,0.00002447341439216,0.000021202198145386,-1.3564652108625999,-1.3549445845826675,-1.3536969938456884,0.0015206262799324,0.0012475907369791
0.01,N,28,0.000006066666666666666,0.000006066666666666666,0.000006066666666666666,0.011753989558162859,0.011778634130860683,0.011798871517095862,0.000024644572697824,0.000020237386235179,0.011720935892288646,0.01172093595532757,0.01172093602194483,6.3038924E-11,6.661726E-11,1.4109651211005303,1.4094199722819616,1.4081511422715722,-0.0015451488185687,-0.0012688300103894,-0.05449813582244545,-0.05447361404237627,-0.05445237534072134,0.00002452178006918,0.00002123870165493,-1.35646368487475,-1.3549430579252149,-1.3536954666835195,0.0015206269495351,0.0012475912416954
0.01,N,29,0.000006283333333333333,0.000006283333333333333,0.000006283333333333333,0.01175399076122986,0.011778636177491064,0.011798874200375566,0.000024645416261204,0.000020238022884502,0.011720935901481376,0.01172093596433846,0.011720936030763336,6.2857084E-11,6.6424876E-11,1.410965045671446,1.4094198439637082,1.408150974037109,-0.0015452017077378,-0.0012688699265992,-0.054499531482727015,-0.05447495751327369,-0.05445367942287338,0.000024573969453325,0.00002127809040031,-1.356462103379422,-1.35494147573653,-1.353693883972214,0.001520627642892,0.001247591764316
0.01,N,30,0.0000065,0.0000065,0.0000065,0.011753991966919376,0.011778638228582572,0.011798876889503747,0.000024646261663196,0.000020238660921175,0.011720935910694145,0.011720935973368993,0.011720936039601065,6.2674848E-11,6.6232072E-11,1.4109649700779368,1.4094197153657546,1.4081508054359617,-0.0015452547121822,-0.0012689099297929,-0.054500983003093584,-0.05447635675288143,-0.054455039204767575,0.000024626250212154,0.000021317548113855,-1.356460466374585,-1.3549398380146551,-1.3536922457098683,0.0015206283599299,0.0012475923047868
0.01,N,31,0.000006716666666666666,0.000006716666666666666,0.000006716666666666666,0.01175399325997381,0.011778640428288155,0.011798879773460865,0.000024647168314345,0.000020239345172710,0.01172093592057448,0.011720935983053843,0.011720936049079108,6.2479363E-11,6.6025265E-11,1.4109648890068807,1.4094195774500955,1.408150624619561,-0.0015453115567852,-0.0012689528305345,-0.05450248507232103,-0.05447780272502811,-0.05445644283961815,0.00002468234729292,0.00002135988540996,-1.356458773858359,-1.3549381447577733,-1.353690551894715,0.0015206291005857,0.0012475928630583
0.01,N,32,0.000006933333333333333,0.000006933333333333333,0.000006933333333333333,0.011753994555838664,0.011778642632774455,0.011798882663685376,0.000024648076935791,0.000020240030910921,0.011720935930476288,0.011720935992759739,0.011720936058577753,6.2283451E-11,6.5818014E-11,1.410964807759619,1.4094194392346984,1.4081504434102112,-0.0015453685249206,-0.0012689958244872,-0.05450404299396494,-0.05447930444981508,-0.05445790215180457,0.00002473854414986,0.00002140229801051,-1.3564570258285495,-1.3549363959637701,-1.3536888025246987,0.0015206298647794,0.0012475934390714
0.01,N,33,0.000007149999999999999,0.000007149999999999999,0.000007149999999999999,0.011753995938900122,0.011778644985587327,0.011798885748360018,0.000024649046687205,0.000020240762772691,0.011720935941044373,0.011720936003118692,0.011720936068715467,6.2074319E-11,6.5596775E-11,1.4109647210453633,1.4094192917196218,1.4081502500093583,-0.0015454293257415,-0.0012690417102635,-0.05450565147926478,-0.05448085292926086,-0.05445940534468008,0.00002479855000392,0.00002144758458078,-1.3564552222831476,-1.3549345916307038,-1.3536869975979289,0.0015206306524438,0.0012475940327749
0.01,N,34,0.000007366666666666666,0.000007366666666666666,0.000007366666666666666,0.011753997324960014,0.011778647343500705,0.011798888839721222,0.000024650018540691,0.000020241496220517,0.011720935951635368,0.011720936013500112,0.011720936078875156,6.1864744E-11,6.5375044E-11,1.410964634143114,1.4094191438847572,1.408150056189276,-0.0015454902583568,-0.0012690876954812,-0.054507315809601,-0.05448245714555067,-0.054460964192747596,0.00002485866405033,0.000021492952803074,-1.356453363219795,-1.3549327317563016,-1.353685137112197,0.0015206314634934,0.0012475946441046
0.01,N,35,0.0000075833333333333324,0.0000075833333333333324,0.0000075833333333333324,0.01175399879804945,0.011778649849455196,0.011798892125156297,0.000024651051405746,0.000020242275701101,0.011720935962891366,0.01172093602453332,0.011720936089672687,6.1641954E-11,6.5139367E-11,1.4109645417843448,1.4094189867681104,1.4081498502012808,-0.0015455550162344,-0.0012691365668296,-0.05450903071860558,-0.054484108138775245,-0.0544625669493537,0.000024922579830335,0.000021541189421545,-1.3564514486363537,-1.3549308163384979,-1.353683221065492,0.0015206322978558,0.0012475952730059
0.01,N,36,0.0000078,0.0000078,0.0000078,0.01175400027432546,0.011778652360830196,0.011798895417697365,0.000024652086504736,0.000020243056867169,0.011720935974171714,0.011720936035590402,0.011720936100493566,6.1418688E-11,6.4903164E-11,1.4109644492257858,1.4094188293116123,1.4081496437677588,-0.0015456199141735,-0.0012691855438535,-0.05451080146555509,-0.0544858148533216,-0.05446422533927042,0.00002498661223349,0.00002158951405118,-1.3564494785302998,-1.3549288453748587,-1.3536812494554495,0.0015206331554411,0.0012475959194092
0.01,N,37,0.000008016666666666666,0.000008016666666666666,0.000008016666666666666,0.011754001837465194,0.011778655019962876,0.01179889890393855,0.000024653182497682,0.000020243883975674,0.011720935986115797,0.011720936047298031,0.011720936111951064,6.1182234E-11,6.4653033E-11,1.4109643512211036,1.4094186625911027,1.408149425189757,-0.0015456886300009,-0.0012692374013457,-0.05451262280640323,-0.054487568367237005,-0.05446592766569536,0.000025054439166225,0.000021640701541645,-1.3564474528993682,-1.3549268188631973,-1.3536792222799392,0.0015206340361709,0.0012475965832581
0.01,N,38,0.000008233333333333333,0.000008233333333333333,0.000008233333333333333,0.011754003403979786,0.011778657684836295,0.011798902397705448,0.000024654280856509,0.000020244712869153,0.01172093599808566,0.011720936059030945,0.011720936123433293,6.0945285E-11,6.4402348E-11,1.410964253004827,1.4094184955106641,1.4081492061399135,-0.0015457574941629,-0.0012692893707506,-0.05451449997839264,-0.05448937758722261,-0.054467685603809546,0.00002512239117003,0.000021691983413064,-1.356445371740869,-1.354924736800919,-1.3536771395364409,0.001520634939950,0.0012475972644781
0.01,N,39,0.000008449999999999999,0.000008449999999999999,0.000008449999999999999,0.01175400505719351,0.011778660497185978,0.011798906084801247,0.000024655439992468,0.000020245587615269,0.011720936010718006,0.011720936071413165,0.011720936135550915,6.0695159E-11,6.4137750E-11,1.4109641493527465,1.4094183191838583,1.4081489749688647,-0.0015458301688882,-0.0012693442149936,-0.054516427759728536,-0.05449123362917074,-0.054469487506519476,0.000025194130557796,0.000021746122651264,-1.3564432350524107,-1.3549225991857146,-1.3536750012227057,0.0015206358666961,0.0012475979630089
0.01,N,40,0.000008666666666666666,0.000008666666666666666,0.000008666666666666666,0.011754006713970526,0.011778663315596872,0.011798909779842782,0.000024656601626346,0.000020246464245910,0.011720936023377575,0.011720936083822072,0.01172093614769465,6.0444497E-11,6.3872578E-11,1.4109640454772572,1.4094181424770305,1.4081487432996396,-0.0015459030002267,-0.0012693991773909,-0.054518411365690245,-0.05449314536220773,-0.05447134499955708,0.000025266003482515,0.00002180036265065,-1.3564410428311349,-1.3549204060148285,-1.3536728073360556,0.0015206368163064,0.0012475986787729
0.01,N,41,0.000008883333333333332,0.000008883333333333332,0.000008883333333333332,0.011754008457283267,0.011778666281204605,0.0117989136678445,0.000024657823921338,0.000020247386639895,0.011720936036698376,0.01172093609687907,0.011720936160472576,6.0180694E-11,6.3593506E-11,1.4109639361762092,1.4094179565413545,1.4081484995323268,-0.0015459796348547,-0.0012694570090277,-0.05452044559666702,-0.054495103939961265,-0.05447324648539831,0.000025341656705755,0.000021857454562955,-1.3564387950745258,-1.3549181572858295,-1.3536705578741248,0.0015206377886963,0.0012475994117047
0.01,N,42,0.0000091,0.0000091,0.0000091,0.011754010204347895,0.011778669253194277,0.011798917564212297,0.000024659048846382,0.000020248311018020,0.011720936050047842,0.011720936109964164,0.011720936173277994,5.9916322E-11,6.3313830E-11,1.410963826639928,1.4094177702055477,1.4081482552404831,-0.0015460564343803,-0.0012695149650646,-0.054522535646039705,-0.054497118194092975,-0.0544752035404632,0.000025417451946730,0.000021914653629775,-1.3564364917795566,-1.3549158529958005,-1.353668252834077,0.0015206387837561,0.0012476001617235
0.01,N,43,0.000009316666666666665,0.000009316666666666665,0.000009316666666666665,0.011754012037786104,0.011778672372103354,0.011798921653174015,0.000024660334317250,0.000020249281070661,0.0117209360640573,0.011720936123696122,0.011720936186716399,5.9638822E-11,6.3020277E-11,1.4109637116882543,1.4094175746582873,1.4081479988735157,-0.0015461370299670,-0.0012695757847716,-0.05452467633631364,-0.054499179315855795,-0.05447720461666394,0.000025497020457845,0.000021974699191855,-1.3564341329435865,-1.3549134931421893,-1.3536658922134297,0.0015206398013972,0.0012476009287596
0.01,N,44,0.000009533333333333332,0.000009533333333333332,0.000009533333333333332,0.011754013875164953,0.011778675497715366,0.011798925750922487,0.000024661622550413,0.000020250253207121,0.011720936078096867,0.01172093613745759,0.011720936200183675,5.9360723E-11,6.2726085E-11,1.4109635964895129,1.4094173786907709,1.4081477419556423,-0.0015462177987420,-0.0012696367351286,-0.054526872839040674,-0.05450129609955656,-0.05447926124124236,0.000025576739484114,0.00002203485831420,-1.3564317185634187,-1.3549110777219153,-1.3536634760091868,0.0015206408415034,0.0012476017127285
0.01,N,45,0.00000975,0.00000975,0.00000975,0.011754015798756408,0.011778678769971313,0.01179893004090112,0.000024662971214905,0.000020251270929807,0.011720936092795193,0.011720936151864708,0.011720936214282753,5.9069515E-11,6.2418045E-11,1.4109634758854714,1.4094171735290717,1.4081474729854515,-0.0015463023563997,-0.0012697005436202,-0.054529119998778075,-0.054503459773963536,-0.054481361915408755,0.000025660224814539,0.000022097858554781,-1.3564292486362892,-1.3549086067323082,-1.3536610042187507,0.0015206419039810,0.0012476025135575
0.01,N,46,0.000009966666666666667,0.000009966666666666667,0.000009966666666666667,0.011754017726477432,0.01177868204925148,0.011798934340087542,0.000024664322774048,0.000020252290836062,0.011720936107525072,0.011720936166302763,0.01172093622841209,5.8777691E-11,6.2109327E-11,1.4109633550225171,1.4094169679269728,1.4081472034379572,-0.0015463870955443,-0.0012697644890156,-0.05453142296531066,-0.05450567909613668,-0.05448351811736307,0.00002574386917398,0.00002216097877361,-1.3564267231588312,-1.3549060801701214,-1.3536584768389646,0.0015206429887098,0.0012476033311568
0.01,N,47,0.000010183333333333331,0.000010183333333333331,0.000010183333333333331,0.011754019740251316,0.011778685474902097,0.011798938831142788,0.000024665734650781,0.000020253356240691,0.01172093612291249,0.011720936181385262,0.011720936243172038,5.8472772E-11,6.1786776E-11,1.4109632287642786,1.4094167531478377,1.4081469218608005,-0.0015464756164409,-0.0012698312870372,-0.05453377660518077,-0.05450794533225278,-0.05448571839748362,0.00002583127292799,0.00002222693476916,-1.356424142128158,-1.354903498032567,-1.3536558938671164,0.001520644095591,0.0012476041654506
0.01,N,48,0.0000104,0.0000104,0.0000104,0.011754021758343888,0.011778688907898512,0.011798943331827235,0.000024667149554624,0.000020254423928723,0.01172093613833291,0.011720936196500107,0.011720936257963627,5.8167197E-11,6.1463520E-11,1.4109631022352698,1.409416537908141,1.4081466396799187,-0.0015465643271288,-0.0012698982282223,-0.054536186046474144,-0.054510267202230844,-0.054487974185056354,0.000025918844243300,0.000022293017174490,-1.3564215055407307,-1.3549008603162327,-1.3536532552998883,0.0015206452244980,0.0012476050163444
