lli,lam_pe,lam_ne,v_peak,dqdv_peak,v_valley,dqdv_valley,pvs,hops,jump_peak,jump_valley
0.0,0.04,0.12,3.620231929822321,9.012779497519361,3.7605945066922075,3.872929589306632,-36.61837808077056,8,0.0036256428112033667,0.009108744486856946
0.0,0.04,0.14,3.6155955359642338,9.114738719293168,3.749905680172777,3.951918727275108,-38.439538744011486,9,0.004636393858087118,0.010688826519430705
0.0,0.04,0.16,3.612839786278892,9.202376187221782,3.7398088405191734,4.086770720936745,-40.29017540450489,10,0.0027557496853418684,0.010096839653603418
0.0,0.04,0.18,3.60776103413232,9.274717847626544,3.728727146184822,4.271120674890978,-41.363627282357314,11,0.00507875214657183,0.011081694334351244
0.0,0.04,0.2,3.6040889504502442,9.334940767776624,3.713947167959839,4.48520216997354,-44.14543315687347,12,0.003672083682075833,0.014779978224983115
0.0,0.06,0.0,3.633726686036767,8.299940221692427,3.8032888425516154,4.206741846818579,-24.139810786821506,3,0.006117481253705037,0.016769187011397513
0.0,0.06,0.02,3.630005386066462,8.465812582169676,3.7956704320001355,4.036290362675287,-26.73782024765692,4,0.0037212999703051253,0.007618410551479826
0.0,0.06,0.04,3.627485182870571,8.612156230519153,3.7851027522571488,3.9133613233858644,-29.811365099844192,5,0.0025202031958908577,0.01056767974298678
0.0,0.06,0.06,3.6218262664467424,8.745326234281134,3.7760749130329305,3.838912626107908,-31.808471041797535,6,0.005658916423828764,0.009027839224218237
0.0,0.06,0.08,3.6199611417881545,8.864567765371655,3.765960840284277,3.8194785337045136,-34.555477056694954,7,0.0018651246585879022,0.010114072748653502
0.0,0.06,0.1,3.614359098517509,8.966207067167431,3.756483634216123,3.855575403570522,-35.958827506282255,8,0.005602043270645396,0.009477206068154054
0.0,0.06,0.12,3.6111625097117903,9.05348536978743,3.748763999429145,3.949313555902155,-37.0938703088875,9,0.003196588805718825,0.0077196347869779025
0.0,0.06,0.14,3.606576111934827,9.122536110726822,3.738740750747491,4.10276654875166,-37.98118473346278,10,0.004586397776963125,0.010023248681654273
0.0,0.06,0.16,3.6034858284713995,9.18233269713322,3.7243212556090555,4.303802769045908,-40.37334119347037,11,0.0030902834634276566,0.014419495138435323
0.0,0.06,0.18,3.5998923394278535,9.229169181325478,3.709952814396682,4.537968077121305,-42.62384934766837,12,0.003593489043546061,0.014368441212373462
0.0,0.06,0.2,3.5958532491212196,9.2691734651984,3.6960377286622625,4.764855283937371,-44.960239369369866,13,0.004039090306633852,0.013915085734419463
0.02,0.0,0.0,3.6605207470177534,6.591020361285776,3.7549625986342052,5.203857712781613,-14.688007750395684,1,0.0068627499129489955,0.010311707308278795
0.02,0.0,0.02,3.6620240970513147,6.821179891038675,3.7583365301576537,5.193699668803419,-16.897924491621424,2,0.0015033500335612793,0.003373931523448448
0.02,0.0,0.04,3.6595811807952185,7.061667630515445,3.7633701068037135,5.164053992190088,-18.28339218164797,3,0.0024429162560961615,0.005033576646059856
0.02,0.0,0.06,3.6562190454096783,7.305272556324671,3.770251497060897,5.095646865820567,-19.37716552181567,4,0.003362135385540199,0.006881390257183373
0.02,0.0,0.1,3.6516052861344344,7.784617208410518,3.817542186085583,4.430854005124697,-20.211075440563015,6,0.010809540227277203,0.022452336555820462
0.02,0.0,0.12,3.6479260425116653,8.01887399056374,3.8096363172849976,4.233627906076786,-23.407579325387307,7,0.0036792436227690573,0.007905868800585303
0.02,0.0,0.14,3.646039278491721,8.252535082913438,3.796661788259923,4.067507969032893,-27.784871732127016,8,0.0018867640199444757,0.012974529025074677
0.02,0.0,0.16,3.642144666555301,8.465280962213285,3.7876116496048042,3.945069748469369,-31.073795021964926,9,0.003894611936420045,0.009050138655118722
0.02,0.0,0.18,3.6386911410121163,8.664792434085387,3.775512799980886,3.875208313310359,-35.00603747151084,10,0.0034535255431844547,0.012098849623918273
0.02,0.0,0.2,3.6341506579168987,8.847550892875129,3.765578995111376,3.856091978327023,-37.97855942712063,11,0.004540483095217596,0.009933804869509899
0.02,0.02,0.0,3.657968257882584,6.9907711822166645,3.7587196221902683,5.088929470758451,-18.876585190947736,2,0.002552489135169367,0.0037570235560631104
0.02,0.02,0.02,3.6535508307094,7.225384227494028,3.7650885061377863,5.049418878952017,-19.508792344691702,3,0.004417427173184052,0.006368883947518
0.02,0.02,0.04,3.650765598119813,7.454992039999961,3.7770204124851845,4.967808933546251,-19.699709028568204,4,0.002785232589586961,0.011931906347398158
0.02,0.02,0.06,3.6495041207057537,7.682492211346187,3.8263349645701483,4.5728085315388425,-17.585640671330232,5,0.0012614774140593532,0.049314552084963825
0.02,0.02,0.08,3.647196563684685,7.90675672467537,3.8137669004126953,4.35691539328717,-21.31136552353057,6,0.0023075570210688845,0.01256806415745304
0.02,0.02,0.1,3.6439520473175593,8.135105153695156,3.8025653526424854,4.162152227178145,-25.048043216666137,7,0.0032445163671255273,0.011201547770209874
0.02,0.02,0.12,3.6401006925640926,8.34442829787295,3.79350755570261,4.00743304432005,-28.271194422617494,8,0.0038513547534666515,0.009057796939875296
0.02,0.02,0.14,3.6361994026723905,8.534392109007491,3.784008314940965,3.898008040856455,-31.367418899115844,9,0.003901289891702131,0.009499240761645211
0.02,0.02,0.16,3.6325429535096565,8.717714098539284,3.775034325330262,3.8418351157976827,-34.218766515071934,10,0.003656449162733999,0.008973989610702837
0.02,0.02,0.18,3.6296111039436045,8.871637169237134,3.764159924791795,3.840361820963239,-37.39367849199225,11,0.0029318495660519694,0.01087440053846711
0.02,0.02,0.2,3.6250201181258963,9.01421916900107,3.7538559215736083,3.8940237891767038,-39.742022347866985,12,0.004590985817708226,0.010304003218186697
0.02,0.04,0.0,3.65019295388328,7.369708302590265,3.7670124951891863,4.93332123915645,-20.855988956965994,3,0.00777530399930404,0.00829287299891801
0.02,0.04,0.04,3.6446442771746135,7.799189576252632,3.825414589711795,4.491384777678061,-18.298385128333578,5,0.006121320945199571,0.048394177226610324
0.02,0.04,0.06,3.6429230468488547,8.016589285576174,3.8097060648164875,4.276266332569347,-22.42628175569231,6,0.0017212303257587713,0.015708524895307274
0.02,0.04,0.08,3.6380465057422278,8.218906419913784,3.799455705844254,4.089649952019841,-25.582534733359985,7,0.0048765411066269415,0.010250358972233364
0.02,0.04,0.1,3.6364358182445238,8.409358042587963,3.790597589434011,3.9440415136315745,-28.96513509479511,8,0.0016106874977039887,0.008858116410243255
0.02,0.04,0.12,3.6325173775632376,8.58116174163229,3.7808697370789,3.8484252617160157,-31.901996674455354,9,0.003918440681286217,0.009727852355110755
0.02,0.04,0.14,3.628610386075609,8.735331876543244,3.7711547616482775,3.807242473061568,-34.57231745330672,10,0.0039069914876286305,0.009714975430622719
0.02,0.04,0.16,3.6234520606047393,8.874702113890399,3.758903686052831,3.8211681018767796,-37.30877348496828,11,0.005158325470869585,0.012251075595446359
0.02,0.04,0.18,3.619011872608543,8.993523490034802,3.7489559057729487,3.893558056078596,-39.24739989795235,12,0.0044401879961961654,0.009947780279882412
0.02,0.04,0.2,3.61590787374935,9.09204615431801,3.7380887560423948,4.021509130814682,-41.5002488797053,13,0.0031039988591929912,0.010867149730553916
0.02,0.06,0.02,3.6416454760334434,7.900343915064453,3.8193742408980604,4.402051256420548,-19.683322850460872,5,0.011640089966981293,0.023703808897924894
0.02,0.06,0.04,3.638069977742104,8.094925982536578,3.8085835609232115,4.190283618323176,-22.899303922703716,6,0.006574299432509534,0.016831028788583335
0.02,0.06,0.06,3.6336914576984545,8.280490916966643,3.7994268758284213,4.015654385979575,-25.73280098550002,7,0.00437852004364947,0.009156685094790173
0.02,0.06,0.08,3.6304994031928057,8.447322274076512,3.7872476037305827,3.8822744842211763,-29.12344622900562,8,0.003192054505648745,0.012179272097838645
0.02,0.06,0.1,3.626624852563199,8.596218598923679,3.777385847749569,3.7994635245545423,-31.816950189532903,9,0.00387455062960651,0.009861755981013687
0.02,0.06,0.12,3.6226851089337413,8.732897639460685,3.7672559452528245,3.773980055721879,-34.30095384378872,10,0.003939743629457926,0.010129902496744503
0.02,0.06,0.14,3.619042965916335,8.8499623452912,3.7581153357626293,3.80463191225068,-36.27845299980661,11,0.0036421430174065073,0.009140609490195128
0.02,0.06,0.16,3.614435808650043,8.948465297007328,3.7475836481155653,3.894181651751904,-37.95993735643155,12,0.004607157266291573,0.010531687647064025
0.02,0.06,0.18,3.611479184093022,9.031707994371715,3.737146571331902,4.040492676898541,-39.71766603204231,13,0.0029566245570213923,0.010437076783663457
0.02,0.06,0.2,3.6063478145809147,9.098665487859066,3.7222796462056964,4.234537653693223,-41.956792763430144,14,0.005131369512107131,0.014866925126205466
0.02,0.08,0.0,3.6361124212103593,7.970743211655906,3.8124018881631927,4.308354715600433,-20.77485716736186,7,0.007073566990241087,0.04480920137142386
0.02,0.08,0.02,3.6330133158752673,8.149075839812193,3.8023123362875704,4.104448915556215,-23.890433118903342,6,0.008632160158176028,0.017061904610490064
0.02,0.08,0.04,3.629160008512174,8.311365660743832,3.7943467678169123,3.93879306055991,-26.47047873926353,7,0.008909969229930148,0.014236793106299217
0.02,0.08,0.06,3.62653522411488,8.456237168326306,3.783408331111374,3.8195591945382876,-29.556869641726713,8,0.0026247843972937446,0.01093843670553829
0.02,0.08,0.08,3.622827943776984,8.585488076183356,3.7740019214964122,3.7528087591327672,-31.967666591533487,9,0.003707280337895913,0.009406409614961753
0.02,0.08,0.1,3.618713014963753,8.700465148393578,3.76809806120321,3.7419320011210746,-33.19296858752663,10,0.004114928813231167,0.005903860293202445
0.02,0.08,0.12,3.6148429837720486,8.798894628259115,3.7581225094331323,3.788503624974393,-34.969343876363766,11,0.0038700311917043706,0.009975551770077473
0.02,0.08,0.14,3.6097231248181276,8.880613425529624,3.7460681593997553,3.8945753121792785,-36.569268023950514,12,0.005119858953920975,0.01205435003337696
0.02,0.08,0.16,3.60519079927964,8.949965811479107,3.73615078742386,4.060180277140378,-37.33801143104746,13,0.0045323255384874805,0.00991737197589515
0.02,0.08,0.18,3.601847399913892,9.007103626411974,3.721430669031078,4.2722929473074815,-39.59425690616139,14,0.003343399365748123,0.014720118392782311
0.02,0.08,0.2,3.5963761892886685,9.050911185630401,3.7069973570847745,4.508927573492261,-41.058901317239794,15,0.005471210625223488,0.014433311946303373
0.04,0.0,0.0,3.6377449833375364,5.976683331398891,3.7531802510829912,5.184403369842302,-6.863413383365967,2,0.022775763680217054,0.0017823475512139808
0.04,0.0,0.02,3.639016227417334,6.071156045922767,3.755232507992163,5.1949116255080785,-7.539773395608686,3,0.0012712440797977287,0.002052256909171657
0.04,0.0,0.04,3.667941236347799,6.267109458707686,3.755733292766735,5.197225739784697,-12.186566331441156,4,0.0289250089304649,0.0005007847745721605
0.04,0.0,0.06,3.666027709420477,6.494816401629155,3.7579010782779076,5.192922705321161,-14.170523106954736,5,0.0019135269273218292,0.002167785511172582
0.04,0.0,0.08,3.6655229606335578,6.74103589747514,3.7615509823157454,5.171663993127317,-16.342853646842627,6,0.0005047487869194178,0.0036499040378377146
0.04,0.0,0.1,3.6614867764166434,6.990217697916217,3.7669708643790387,5.116629352067836,-17.761810165304826,7,0.004036184216914318,0.0054198820632933575
0.04,0.0,0.14,3.6554554733002487,7.49127252788422,3.823312977809049,4.398953753735019,-18.42228492076195,9,0.009416194808527845,0.02665118954912593
0.04,0.0,0.16,3.653574862435411,7.744278818669228,3.8111336974162233,4.198822727167641,-22.502426423331677,10,0.0018806108648377062,0.012179280392825564
0.04,0.0,0.18,3.649524476159827,7.988607976113281,3.798371884428347,4.0274247333580515,-26.61237631769361,11,0.0040503862755838504,0.012761812987876375
0.04,0.0,0.2,3.64567279863347,8.228816998901802,3.7896838198999903,3.900477420799345,-30.0556133831731,12,0.003851677526357289,0.008688064528356687
0.04,0.02,0.0,3.663553332924894,6.234135381378197,3.7536419163160453,5.100888124035436,-12.579254936470381,3,0.02580834958735778,0.0004616652330540205
0.04,0.02,0.02,3.6634454965941488,6.446336667108382,3.755135391066072,5.100316750101103,-14.680133778749722,4,0.00010783633074540333,0.001493474750026813
0.04,0.02,0.04,3.6621327359429796,6.677073031617167,3.758447349759267,5.091049242123977,-16.467114663600306,5,0.0013127606511691425,0.003311958693195116
0.04,0.02,0.06,3.659660718508085,6.918770830478606,3.763377369054771,5.060157934351167,-17.920101414100575,6,0.002472017434894447,0.00493001929550374
0.04,0.02,0.08,3.656168180154762,7.158334777940168,3.7735291754011526,4.99176488402218,-18.46073211435737,7,0.0034925383533233045,0.010151806346381687
0.04,0.02,0.1,3.6541959763384266,7.398218779250141,3.8301935502413142,4.541653772223732,-16.230706728961,8,0.0019722038163352273,0.056664374840161624
0.04,0.02,0.12,3.6512717458067314,7.6388263018772316,3.8166884498619504,4.328302377944013,-20.013238341564993,9,0.0029242305316952155,0.01350510037936381
0.04,0.02,0.14,3.6474675392321227,7.8773431936752765,3.8084483987063766,4.132332390742888,-23.26370237532083,10,0.0038042065746086706,0.008240051155573802
0.04,0.02,0.16,3.6454434435302394,8.107234794473495,3.7951410620829202,3.970380639251404,-27.63473591108779,11,0.0020240957018833328,0.0133073366234564
0.04,0.02,0.18,3.6414721174999594,8.317937292433141,3.7858587875131944,3.854689653772627,-30.91177072129578,12,0.0039713260302800535,0.009282274569725857
0.04,0.02,0.2,3.637963217330621,8.517276386263104,3.773681391447231,3.789457386159595,-34.83556296624902,13,0.003508900169338247,0.012177396065963464
0.04,0.04,0.0,3.658553543293625,6.619255371815343,3.757703904686098,5.001189267189515,-16.319316257667907,4,0.004999789631269014,0.0040619883700525605
0.04,0.04,0.02,3.657876094597791,6.847345335535646,3.7586016002207767,4.984064285888103,-18.49860209808008,5,0.000677448695834304,0.0008976955346788884
0.04,0.04,0.04,3.6534425839778972,7.079616711949053,3.7648962300393736,4.946824968140068,-19.136132546373275,6,0.00443351061989361,0.006294629818596853
0.04,0.04,0.06,3.650587776123274,7.309354377279362,3.776668300306585,4.862824885500369,-19.40449968483583,7,0.0028548078546233313,0.011772070267211276
0.04,0.04,0.08,3.649222246030535,7.540129696287132,3.825816312351585,4.467082906529055,-17.40175564093553,8,0.0013655300927388758,0.0491480120450003
0.04,0.04,0.1,3.6467458921696454,7.766404944016311,3.812873655046996,4.252540645709597,-21.1515777823418,9,0.002476353860889624,0.012942657304589211
0.04,0.04,0.12,3.643361832762987,7.984009151046076,3.801277380231044,4.06305242089628,-24.829453419986592,10,0.003384059406658313,0.011596274815952157
0.04,0.04,0.14,3.6393775848493513,8.198258625898887,3.79185037316302,3.909248330318521,-28.129677059207182,11,0.00398424791363583,0.009427007068023574
0.04,0.04,0.16,3.6353736996464807,8.386820221023068,3.7820604698279867,3.808121839345102,-31.21411955565193,12,0.0040038852028705385,0.00978990333503349
0.04,0.04,0.18,3.63165787293615,8.564019988476536,3.77293257228166,3.758655129447177,-34.014334352091446,13,0.00371582671033055,0.009127897546326924
0.04,0.04,0.2,3.6287144334671133,8.721370016072337,3.7621095116680947,3.765570231144135,-37.151294123921744,14,0.002943439469036857,0.010823060613565083
0.04,0.06,0.0,3.6510265053513793,7.003886840596379,3.7625249203834255,4.875918594253234,-19.085188302735407,5,0.007527037942245851,0.004821015697327624
0.04,0.06,0.02,3.649885722993877,7.225492388351978,3.766594150635917,4.828977995795666,-20.534201693700602,6,0.0011407823575022569,0.004069230252491618
0.04,0.06,0.06,3.6442143930206887,7.658806745807832,3.8207289187612075,4.386677626963658,-18.537449567489393,8,0.006373383102585173,0.04406061845462261
0.04,0.06,0.08,3.64240820738791,7.871551236229724,3.808819693373868,4.17223800116007,-22.22991527989727,9,0.0018061856327786785,0.011909225387339628
0.04,0.06,0.1,3.639429620691801,8.07014747790397,3.7980173928702055,3.990255650038064,-25.72639600029313,10,0.0029785866961091756,0.010802300503662376
0.04,0.06,0.12,3.6356145974450156,8.25600864880953,3.7888721205852414,3.8501507968164175,-28.748069012976885,11,0.0038150232467852874,0.00914527228496409
0.04,0.06,0.14,3.631583214030699,8.42579007952856,3.7788178699299193,3.7615129337593807,-31.67920702692306,12,0.004031383414316636,0.010054250655322061
0.04,0.06,0.16,3.62758014019581,8.58147094913339,3.768859727219617,3.72758690509336,-34.35658431831421,13,0.004003073834888848,0.009958142710302376
0.04,0.06,0.18,3.622444298154843,8.716692419584657,3.7609505643360817,3.752162966902559,-35.84335633007311,14,0.005135842040967287,0.00790916288353527
0.04,0.06,0.2,3.6196492316651456,8.83020493148886,3.746570872629392,3.8355436340279434,-39.35232210610879,15,0.0027950664896971844,0.014379691706689623
0.04,0.08,0.0,3.6431859882006004,7.347227305531084,3.767592686791769,4.71035137912924,-21.19561049576018,6,0.007840517150778936,0.005067766408343388
0.04,0.08,0.04,3.6410904760207887,7.75357853202556,3.818674909858508,4.297956142237508,-19.459038808243037,8,0.011930467508614928,0.024328142041595946
0.04,0.08,0.06,3.637390507296215,7.945918822115248,3.8075823226674705,4.0874458964563605,-22.671318930596268,9,0.006823885724473566,0.013146596093736918
0.04,0.08,0.08,3.632807538595923,8.126546738890607,3.79793690482649,3.9161290509081152,-25.497691804276435,10,0.004582968700292067,0.009645417840980386
0.04,0.08,0.1,3.62953240489285,8.294958589948852,3.785386891795545,3.7896015666151084,-28.907457929950972,11,0.0032751337030729744,0.012550013030945273
0.04,0.08,0.12,3.6255134239955433,8.442926524730915,3.7751212211005702,3.715677132570101,-31.59761378507708,12,0.00401898089730679,0.010265670694974638
0.04,0.08,0.14,3.6214908691496817,8.571216207666605,3.7647559618409567,3.6983256898396095,-34.013104143433516,13,0.00402255484586167,0.010365259259613513
0.04,0.08,0.16,3.6178700598675393,8.684425936226921,3.7556588330939444,3.7388448254741373,-35.892482347792885,14,0.0036208092821423676,0.009097128747012295
0.04,0.08,0.18,3.6131790890344773,8.780744554882881,3.745108734929212,3.838062176679726,-37.464531528773115,15,0.004690970833062025,0.010550098164732624
0.04,0.08,0.2,3.610082583171423,8.861613187782973,3.734421431462501,3.9968364176473257,-39.1251554682827,16,0.003096505863054322,0.010687303466710762
0.04,0.1,0.0,3.6375674443638664,7.638741678318092,3.827504017451415,4.4331651606807565,-16.877089364773184,7,0.005618543836733991,0.05991133065964638
0.04,0.1,0.02,3.635360491636771,7.82415486223119,3.81148799211753,4.20362510314474,-20.55630011896966,8,0.002206952727095146,0.016016025333885242
0.04,0.1,0.04,3.632273411001349,7.997154168219219,3.801287795308546,4.002909232822655,-23.632573947887828,9,0.003087080635422179,0.010200196808983986
0.04,0.1,0.06,3.628199434665218,8.15628081118583,3.792840987966487,3.8415179311929615,-26.207010280676307,10,0.004073976336131047,0.00844680734205916
0.04,0.1,0.08,3.6253765290968785,8.300420354398371,3.786112592243059,3.7304832169598963,-28.431311853658904,11,0.0028229055683395288,0.006728395723427649
0.04,0.1,0.1,3.621529849091072,8.426779758967543,3.776258082775941,3.67026253258069,-30.741107250499105,12,0.0038466800058065687,0.009854509467118078
0.04,0.1,0.12,3.6174054660839605,8.53665957577898,3.7654894493972915,3.666408543648713,-32.88843886529782,13,0.004124383007111376,0.010768633378649639
0.04,0.1,0.14,3.613380320146743,8.631897305629456,3.7552397744884907,3.723553180634271,-34.600049378243796,14,0.004025145937217367,0.010249674908800799
0.04,0.1,0.16,3.6083531589743236,8.709596926161748,3.7434943123170443,3.8430832769999754,-36.01059728134919,15,0.005027161172419525,0.011745462171446341
0.04,0.1,0.18,3.6054839045088096,8.773934787771132,3.7333604501952227,4.021368998505535,-37.16526563768887,16,0.002869254465514004,0.010133862121821657
0.04,0.1,0.2,3.6001452360344137,8.827154324413822,3.7184656987593168,4.242673699028733,-38.74630406106575,17,0.005338668474395902,0.014894751435905906
0.06,0.0,0.0,3.602852028316548,6.058340120126254,3.736296592151324,5.02841423880365,-7.718005527732147,3,0.034892955020988214,0.016883658931667433
0.06,0.0,0.02,3.601871894051464,6.074558354416275,3.743065241214479,5.109792693444003,-6.832939939148825,4,0.0009801342650841427,0.00676864906315533
0.06,0.0,0.04,3.5978502880281837,6.085673997724739,3.749056956509291,5.157244965433788,-6.140132850073049,5,0.0040216060232802775,0.005991715294811684
0.06,0.0,0.06,3.593262272867857,6.0832632196746745,3.7537315329503413,5.177929200182859,-5.641790951279113,6,0.004588015160326808,0.004674576441050515
0.06,0.0,0.08,3.5905907567764626,6.0744847453767346,3.7532050817715787,5.1869444101761575,-5.457946802824614,7,0.002671516091394377,0.0005264511787625992
0.06,0.0,0.1,3.5870708868917824,6.056059814783133,3.757449654339012,5.188474941048563,-5.0920950229510344,8,0.0035198698846801157,0.00424457256743338
0.06,0.0,0.12,3.582759044389599,6.031012805911709,3.7598765130921397,5.175841271871856,-4.8282732375543835,9,0.004311842502183527,0.0024268587531275365
0.06,0.0,0.14,3.5776734878649856,5.999711032081992,3.7669304548293976,5.13371835071967,-4.5757506064501365,10,0.005085556524613288,0.007053941737257929
0.06,0.0,0.18,3.6616504529843406,7.1834646636993575,3.8248261014689824,4.35870607580358,-17.31115282291429,12,0.01212597682451344,0.02645421704063544
0.06,0.0,0.2,3.6594765299803935,7.443884465236456,3.8126901960912183,4.158423438244477,-21.443655193365657,13,0.0021739230039470314,0.0121359053777641
0.06,0.02,0.0,3.5939820172716135,6.153659033666898,3.7471687030672376,5.054628938605561,-7.174449198069478,4,0.008870011044934678,0.01087211091591378
0.06,0.02,0.02,3.5901675517741785,6.150918128431439,3.7535978240361834,5.080643509401109,-6.548815003590693,5,0.0038144654974350267,0.006429120968945767
0.06,0.02,0.04,3.5859218336263123,6.139961615959369,3.752165296801936,5.08988567360555,-6.316494629593302,6,0.004245718147866118,0.0014325272342472495
0.06,0.02,0.06,3.5838545495893066,6.120983803749846,3.7561784671219014,5.0942476945036255,-5.958175301185427,7,0.0020672840370057344,0.004013170319965287
0.06,0.02,0.08,3.578006965648045,6.097038498741099,3.758215556796199,5.089669507737027,-5.590016461401047,8,0.005847583941261725,0.0020370896742973876
0.06,0.02,0.1,3.5741522190180604,6.065263747535126,3.7617293205294433,5.068259674538524,-5.3151694154742,9,0.003854746629984529,0.0035137637332445237
0.06,0.02,0.12,3.57227148497504,6.03148609820692,3.77017229432438,5.012485784907777,-5.149045709562383,10,0.001880734043020471,0.008442973794936748
0.06,0.02,0.16,3.6552074520199844,7.346997360734395,3.8224413161221205,4.295170646231429,-18.248856060869947,12,0.009764008489745013,0.027300254039200222
0.06,0.02,0.18,3.653216580321127,7.593013777423694,3.8099817687820927,4.096466969840573,-22.304357503794666,13,0.001990871698857255,0.012459547340027743
0.06,0.02,0.2,3.649027007188582,7.843611094334467,3.796901261772314,3.9301368774605367,-26.464878743702936,14,0.004189573132545199,0.013080507009778586
0.06,0.04,0.0,3.5822292720817845,6.195826829552499,3.754728137744185,4.990457181264546,-6.987696085184677,5,0.01175274518982894,0.0075594346769474186
0.06,0.04,0.02,3.5782113800480237,6.176978905210392,3.753780230442365,4.996924829370118,-6.7213180082331245,6,0.004017892033760795,0.000947907301819928
0.06,0.04,0.04,3.5765583062707322,6.148980966940182,3.755284795179779,4.996365782731591,-6.449045081365377,7,0.0016530737772915138,0.0015045647374138937
0.06,0.04,0.06,3.571230281494325,6.120447982003147,3.75858764993654,4.987125773730195,-6.048986584813676,8,0.0053280247764071476,0.0033028547567610644
0.06,0.04,0.08,3.5678349161373375,6.085418983835665,3.763356844974589,4.95662692545274,-5.773224850510294,9,0.0033953653569875897,0.004769195038048846
0.06,0.04,0.1,3.5636133945738493,6.046082674579853,3.7733088380980835,4.886984475056638,-5.527531643238875,10,0.004221521563488206,0.009951993123494596
