"# modelC (LPSCl1.6) DOS/PDOS (states/eV), gap=2.1 eV, Gaussian sigma=0.15 eV, EF=0, bonding=below 0"
E_minus_EF_eV,DOS_total,DOS_S,DOS_P,DOS_Cl,DOS_Li
-3.405,11.2812,6.1420,0.0426,3.5677,1.3949
-3.395,11.5258,6.5471,0.0428,3.3624,1.4312
-3.385,11.8301,6.9740,0.0431,3.1870,1.4747
-3.375,12.1908,7.4222,0.0438,3.0392,1.5250
-3.365,12.6053,7.8910,0.0447,2.9174,1.5818
-3.355,13.0704,8.3800,0.0459,2.8193,1.6446
-3.345,13.5844,8.8885,0.0472,2.7442,1.7132
-3.335,14.1434,9.4158,0.0488,2.6892,1.7872
-3.325,14.7448,9.9612,0.0505,2.6531,1.8661
-3.315,15.3860,10.5241,0.0525,2.6341,1.9497
-3.305,16.0643,11.1035,0.0546,2.6307,2.0377
-3.295,16.7764,11.6988,0.0569,2.6409,2.1295
-3.285,17.5191,12.3088,0.0593,2.6630,2.2249
-3.275,18.2911,12.9330,0.0618,2.6965,2.3236
-3.265,19.0891,13.5704,0.0644,2.7395,2.4252
-3.255,19.9112,14.2200,0.0672,2.7912,2.5295
-3.245,20.7545,14.8809,0.0700,2.8503,2.6361
-3.235,21.6167,15.5520,0.0730,2.9157,2.7446
-3.225,22.4952,16.2324,0.0760,2.9863,2.8548
-3.215,23.3880,16.9212,0.0791,3.0611,2.9664
-3.205,24.2935,17.6173,0.0822,3.1400,3.0791
-3.195,25.2096,18.3198,0.0855,3.2219,3.1927
-3.185,26.1337,19.0276,0.0887,3.3060,3.3067
-3.175,27.0654,19.7399,0.0920,3.3926,3.4211
-3.165,28.0023,20.4556,0.0953,3.4807,3.5357
-3.155,28.9429,21.1737,0.0987,3.5701,3.6501
-3.145,29.8854,21.8934,0.1021,3.6602,3.7641
-3.135,30.8287,22.6137,0.1055,3.7509,3.8775
-3.125,31.7714,23.3337,0.1089,3.8419,3.9902
-3.115,32.7121,24.0526,0.1123,3.9331,4.1020
-3.105,33.6495,24.7693,0.1157,4.0241,4.2127
-3.095,34.5825,25.4831,0.1192,4.1150,4.3221
-3.085,35.5098,26.1929,0.1226,4.2055,4.4301
-3.075,36.4304,26.8981,0.1261,4.2957,4.5365
-3.065,37.3432,27.5976,0.1296,4.3854,4.6413
-3.055,38.2470,28.2906,0.1330,4.4744,4.7443
-3.045,39.1401,28.9758,0.1365,4.5625,4.8453
-3.035,40.0213,29.6524,0.1400,4.6497,4.9443
-3.025,40.8896,30.3193,0.1434,4.7359,5.0411
-3.015,41.7434,30.9753,0.1469,4.8209,5.1356
-3.005,42.5811,31.6193,0.1503,4.9046,5.2276
-2.995,43.4011,32.2499,0.1537,4.9867,5.3171
-2.985,44.2015,32.8657,0.1571,5.0670,5.4039
-2.975,44.9804,33.4653,0.1605,5.1453,5.4877
-2.965,45.7358,34.0471,0.1639,5.2213,5.5685
-2.955,46.4656,34.6095,0.1672,5.2946,5.6461
-2.945,47.1678,35.1510,0.1705,5.3651,5.7203
-2.935,47.8401,35.6700,0.1738,5.4324,5.7909
-2.925,48.4802,36.1645,0.1770,5.4962,5.8577
-2.915,49.0857,36.6329,0.1801,5.5561,5.9206
-2.905,49.6544,37.0735,0.1832,5.6119,5.9792
-2.895,50.1841,37.4847,0.1862,5.6632,6.0334
-2.885,50.6726,37.8646,0.1891,5.7098,6.0831
-2.875,51.1179,38.2121,0.1919,5.7514,6.1280
-2.865,51.5180,38.5254,0.1946,5.7876,6.1679
-2.855,51.8711,38.8033,0.1971,5.8184,6.2027
-2.845,52.1759,39.0448,0.1996,5.8434,6.2322
-2.835,52.4311,39.2489,0.2018,5.8626,6.2563
-2.825,52.6356,39.4149,0.2039,5.8758,6.2750
-2.815,52.7889,39.5423,0.2059,5.8828,6.2881
-2.805,52.8906,39.6309,0.2077,5.8838,6.2956
-2.795,52.9408,39.6808,0.2092,5.8788,6.2975
-2.785,52.9398,39.6920,0.2106,5.8677,6.2938
-2.775,52.8883,39.6654,0.2118,5.8507,6.2846
-2.765,52.7875,39.6016,0.2128,5.8280,6.2701
-2.755,52.6389,39.5018,0.2136,5.7997,6.2502
-2.745,52.4441,39.3672,0.2142,5.7662,6.2253
-2.735,52.2053,39.1995,0.2146,5.7278,6.1955
-2.725,51.9250,39.0005,0.2148,5.6847,6.1610
-2.715,51.6057,38.7722,0.2148,5.6374,6.1222
-2.705,51.2504,38.5167,0.2146,5.5861,6.0792
-2.695,50.8623,38.2364,0.2142,5.5314,6.0325
-2.685,50.4445,37.9337,0.2137,5.4737,5.9822
-2.675,50.0004,37.6112,0.2130,5.4134,5.9289
-2.665,49.5337,37.2715,0.2121,5.3510,5.8728
-2.655,49.0476,36.9173,0.2111,5.2868,5.8142
-2.645,48.5459,36.5511,0.2099,5.2214,5.7535
-2.635,48.0318,36.1756,0.2087,5.1552,5.6911
-2.625,47.5087,35.7934,0.2073,5.0885,5.6272
-2.615,46.9798,35.4067,0.2059,5.0218,5.5623
-2.605,46.4483,35.0182,0.2043,4.9555,5.4965
-2.595,45.9170,34.6299,0.2027,4.8897,5.4303
-2.585,45.3888,34.2440,0.2011,4.8249,5.3638
-2.575,44.8664,33.8627,0.1994,4.7614,5.2973
-2.565,44.3521,33.4876,0.1977,4.6994,5.2311
-2.555,43.8475,33.1202,0.1960,4.6389,5.1654
-2.545,43.3549,32.7621,0.1943,4.5803,5.1003
-2.535,42.8756,32.4145,0.1926,4.5236,5.0360
-2.525,42.4108,32.0783,0.1909,4.4688,4.9726
-2.515,41.9614,31.7543,0.1892,4.4160,4.9103
-2.505,41.5282,31.4432,0.1876,4.3651,4.8491
-2.495,41.1117,31.1453,0.1860,4.3161,4.7891
-2.485,40.7119,30.8609,0.1844,4.2690,4.7303
-2.475,40.3292,30.5902,0.1829,4.2235,4.6729
-2.465,39.9631,30.3330,0.1814,4.1796,4.6168
-2.455,39.6134,30.0892,0.1800,4.1371,4.5621
-2.445,39.2795,29.8584,0.1786,4.0957,4.5087
-2.435,38.9605,29.6400,0.1772,4.0553,4.4566
-2.425,38.6555,29.4334,0.1759,4.0156,4.4059
-2.415,38.3635,29.2379,0.1747,3.9762,4.3564
-2.405,38.0838,29.0529,0.1734,3.9371,4.3083
-2.395,37.8150,28.8776,0.1723,3.8979,4.2614
-2.385,37.5561,28.7111,0.1711,3.8583,4.2158
-2.375,37.3060,28.5527,0.1700,3.8182,4.1714
-2.365,37.0637,28.4017,0.1689,3.7772,4.1283
-2.355,36.8282,28.2573,0.1678,3.7351,4.0864
-2.345,36.5988,28.1189,0.1667,3.6917,4.0458
-2.335,36.3743,27.9859,0.1657,3.6468,4.0065
-2.325,36.1543,27.8577,0.1647,3.6002,3.9685
-2.315,35.9385,27.7343,0.1637,3.5519,3.9319
-2.305,35.7266,27.6154,0.1627,3.5015,3.8968
-2.295,35.5183,27.5009,0.1617,3.4491,3.8631
-2.285,35.3140,27.3909,0.1607,3.3947,3.8311
-2.275,35.1144,27.2863,0.1597,3.3381,3.8009
-2.265,34.9198,27.1871,0.1587,3.2795,3.7725
-2.255,34.7309,27.0939,0.1578,3.2187,3.7460
-2.245,34.5497,27.0084,0.1569,3.1561,3.7218
-2.235,34.3770,26.9311,0.1560,3.0916,3.7000
-2.225,34.2141,26.8630,0.1551,3.0254,3.6805
-2.215,34.0634,26.8062,0.1542,2.9577,3.6638
-2.205,33.9266,26.7618,0.1534,2.8887,3.6500
-2.195,33.8056,26.7315,0.1526,2.8186,3.6392
-2.185,33.7028,26.7171,0.1519,2.7477,3.6316
-2.175,33.6205,26.7203,0.1512,2.6762,3.6275
-2.165,33.5607,26.7430,0.1506,2.6044,3.6269
-2.155,33.5261,26.7869,0.1500,2.5327,3.6301
-2.145,33.5185,26.8537,0.1496,2.4612,3.6372
-2.135,33.5402,26.9450,0.1492,2.3902,3.6482
-2.125,33.5932,27.0626,0.1489,2.3202,3.6634
-2.115,33.6795,27.2079,0.1487,2.2513,3.6827
-2.105,33.8002,27.3817,0.1486,2.1838,3.7063
-2.095,33.9571,27.5855,0.1486,2.1180,3.7341
-2.085,34.1511,27.8200,0.1487,2.0540,3.7661
-2.075,34.3832,28.0859,0.1490,1.9921,3.8023
-2.065,34.6536,28.3833,0.1493,1.9326,3.8425
-2.055,34.9629,28.7126,0.1498,1.8754,3.8867
-2.045,35.3107,29.0735,0.1504,1.8208,3.9347
-2.035,35.6966,29.4658,0.1512,1.7690,3.9864
-2.025,36.1200,29.8887,0.1520,1.7198,4.0415
-2.015,36.5797,30.3413,0.1530,1.6735,4.0998
-2.005,37.0742,30.8224,0.1541,1.6300,4.1610
-1.995,37.6020,31.3308,0.1554,1.5893,4.2247
-1.985,38.1610,31.8646,0.1567,1.5514,4.2908
-1.975,38.7492,32.4224,0.1581,1.5163,4.3588
-1.965,39.3640,33.0020,0.1596,1.4838,4.4284
-1.955,40.0030,33.6013,0.1612,1.4539,4.4992
-1.945,40.6633,34.2181,0.1628,1.4264,4.5708
-1.935,41.3424,34.8503,0.1646,1.4013,4.6429
-1.925,42.0370,35.4952,0.1663,1.3784,4.7151
-1.915,42.7443,36.1506,0.1681,1.3575,4.7871
-1.905,43.4613,36.8139,0.1700,1.3386,4.8583
-1.895,44.1850,37.4829,0.1718,1.3214,4.9285
-1.885,44.9125,38.1550,0.1736,1.3058,4.9974
-1.875,45.6407,38.8278,0.1754,1.2916,5.0645
-1.865,46.3668,39.4989,0.1772,1.2788,5.1296
-1.855,47.0878,40.1661,0.1790,1.2670,5.1923
-1.845,47.8010,40.8268,0.1807,1.2563,5.2523
-1.835,48.5040,41.4793,0.1823,1.2464,5.3095
-1.825,49.1941,42.1212,0.1839,1.2372,5.3634
-1.815,49.8686,42.7504,0.1853,1.2287,5.4139
-1.805,50.5253,43.3648,0.1867,1.2205,5.4607
-1.795,51.1618,43.9627,0.1880,1.2128,5.5036
-1.785,51.7761,44.5421,0.1891,1.2053,5.5426
-1.775,52.3659,45.1012,0.1902,1.1980,5.5772
-1.765,52.9291,45.6382,0.1911,1.1908,5.6075
-1.755,53.4639,46.1513,0.1918,1.1836,5.6333
-1.745,53.9681,46.6388,0.1924,1.1764,5.6544
-1.735,54.4399,47.0991,0.1929,1.1690,5.6707
-1.725,54.8774,47.5303,0.1932,1.1614,5.6821
-1.715,55.2789,47.9311,0.1933,1.1536,5.6886
-1.705,55.6427,48.2998,0.1933,1.1456,5.6900
-1.695,55.9669,48.6347,0.1931,1.1373,5.6862
-1.685,56.2498,48.9343,0.1928,1.1286,5.6772
-1.675,56.4899,49.1970,0.1922,1.1195,5.6629
-1.665,56.6853,49.4212,0.1915,1.1100,5.6432
-1.655,56.8347,49.6056,0.1906,1.1002,5.6182
-1.645,56.9365,49.7487,0.1895,1.0898,5.5878
-1.635,56.9892,49.8490,0.1883,1.0790,5.5520
-1.625,56.9914,49.9052,0.1869,1.0678,5.5107
-1.615,56.9419,49.9161,0.1852,1.0560,5.4641
-1.605,56.8396,49.8805,0.1834,1.0436,5.4120
-1.595,56.6834,49.7974,0.1815,1.0308,5.3546
-1.585,56.4724,49.6659,0.1793,1.0173,5.2920
-1.575,56.2059,49.4851,0.1770,1.0033,5.2241
-1.565,55.8834,49.2546,0.1745,0.9888,5.1511
-1.555,55.5046,48.9738,0.1718,0.9736,5.0731
-1.545,55.0694,48.6424,0.1690,0.9578,4.9904
-1.535,54.5778,48.2605,0.1660,0.9414,4.9029
-1.525,54.0301,47.8281,0.1629,0.9244,4.8109
-1.515,53.4269,47.3456,0.1596,0.9067,4.7147
-1.505,52.7691,46.8135,0.1562,0.8885,4.6144
-1.495,52.0576,46.2326,0.1527,0.8696,4.5103
-1.485,51.2938,45.6040,0.1491,0.8501,4.4027
-1.475,50.4793,44.9288,0.1453,0.8300,4.2918
-1.465,49.6157,44.2085,0.1415,0.8094,4.1780
-1.455,48.7051,43.4447,0.1375,0.7882,4.0616
-1.445,47.7497,42.6392,0.1335,0.7665,3.9429
-1.435,46.7519,41.7942,0.1294,0.7443,3.8222
-1.425,45.7145,40.9118,0.1253,0.7217,3.7000
-1.415,44.6403,39.9945,0.1211,0.6986,3.5765
-1.405,43.5320,39.0446,0.1168,0.6752,3.4520
-1.395,42.3927,38.0648,0.1126,0.6515,3.3270
-1.385,41.2257,37.0579,0.1084,0.6276,3.2018
-1.375,40.0341,36.0266,0.1041,0.6034,3.0767
-1.365,38.8213,34.9739,0.0999,0.5792,2.9521
-1.355,37.5908,33.9028,0.0956,0.5549,2.8283
-1.345,36.3459,32.8163,0.0915,0.5305,2.7055
-1.335,35.0900,31.7172,0.0873,0.5063,2.5841
-1.325,33.8263,30.6087,0.0832,0.4822,2.4644
-1.315,32.5584,29.4936,0.0792,0.4583,2.3466
-1.305,31.2894,28.3751,0.0752,0.4347,2.2309
-1.295,30.0227,27.2559,0.0713,0.4115,2.1176
-1.285,28.7613,26.1390,0.0675,0.3887,2.0069
-1.275,27.5082,25.0270,0.0638,0.3663,1.8989
-1.265,26.2664,23.9227,0.0602,0.3445,1.7938
-1.255,25.0387,22.8286,0.0567,0.3233,1.6918
-1.245,23.8277,21.7473,0.0533,0.3026,1.5930
-1.235,22.6360,20.6809,0.0500,0.2827,1.4974
-1.225,21.4659,19.6320,0.0468,0.2635,1.4052
-1.215,20.3197,18.6026,0.0438,0.2450,1.3165
-1.205,19.1995,17.5945,0.0408,0.2273,1.2311
-1.195,18.1071,16.6097,0.0380,0.2104,1.1493
-1.185,17.0442,15.6498,0.0353,0.1942,1.0710
-1.175,16.0125,14.7165,0.0328,0.1789,0.9962
-1.165,15.0134,13.8112,0.0303,0.1644,0.9249
-1.155,14.0481,12.9350,0.0280,0.1507,0.8571
-1.145,13.1176,12.0891,0.0258,0.1378,0.7927
-1.135,12.2229,11.2745,0.0237,0.1258,0.7317
-1.125,11.3646,10.4919,0.0218,0.1145,0.6741
-1.115,10.5434,9.7419,0.0199,0.1039,0.6197
-1.105,9.7595,9.0251,0.0182,0.0941,0.5685
-1.095,9.0133,8.3417,0.0166,0.0850,0.5204
-1.085,8.3047,7.6920,0.0151,0.0766,0.4754
-1.075,7.6335,7.0758,0.0137,0.0689,0.4333
-1.065,6.9995,6.4930,0.0124,0.0617,0.3940
-1.055,6.4023,5.9433,0.0112,0.0552,0.3574
-1.045,5.8413,5.4264,0.0101,0.0493,0.3235
-1.035,5.3157,4.9416,0.0090,0.0438,0.2920
-1.025,4.8249,4.4883,0.0081,0.0389,0.2630
-1.015,4.3678,4.0658,0.0072,0.0344,0.2363
-1.005,3.9433,3.6731,0.0064,0.0304,0.2117
-0.995,3.5504,3.3092,0.0057,0.0268,0.1892
-0.985,3.1878,2.9730,0.0051,0.0235,0.1687
-0.975,2.8541,2.6634,0.0045,0.0206,0.1499
-0.965,2.5479,2.3791,0.0039,0.0180,0.1329
-0.955,2.2680,2.1189,0.0035,0.0157,0.1175
-0.945,2.0130,1.8817,0.0030,0.0136,0.1035
-0.935,1.7812,1.6660,0.0027,0.0118,0.0910
-0.925,1.5715,1.4706,0.0023,0.0102,0.0797
-0.915,1.3822,1.2941,0.0020,0.0088,0.0697
-0.905,1.2118,1.1352,0.0017,0.0075,0.0607
-0.895,1.0593,0.9928,0.0015,0.0064,0.0527
-0.885,0.9231,0.8656,0.0013,0.0055,0.0456
-0.875,0.8018,0.7522,0.0011,0.0047,0.0394
-0.865,0.6942,0.6516,0.0009,0.0040,0.0339
-0.855,0.5991,0.5626,0.0008,0.0034,0.0290
-0.845,0.5154,0.4842,0.0007,0.0028,0.0248
-0.835,0.4419,0.4153,0.0006,0.0024,0.0212
-0.825,0.3776,0.3551,0.0005,0.0020,0.0180
-0.815,0.3216,0.3025,0.0004,0.0017,0.0152
-0.805,0.2729,0.2569,0.0003,0.0014,0.0128
-0.795,0.2308,0.2173,0.0003,0.0011,0.0108
-0.785,0.1944,0.1831,0.0002,0.0009,0.0090
-0.775,0.1632,0.1538,0.0002,0.0008,0.0075
-0.765,0.1364,0.1286,0.0002,0.0006,0.0062
-0.755,0.1137,0.1072,0.0001,0.0005,0.0052
-0.745,0.0945,0.0891,0.0001,0.0004,0.0043
-0.735,0.0782,0.0738,0.0001,0.0003,0.0035
-0.725,0.0645,0.0609,0.0001,0.0003,0.0029
-0.715,0.0530,0.0500,0.0001,0.0002,0.0023
-0.705,0.0433,0.0410,0.0000,0.0002,0.0019
-0.695,0.0353,0.0334,0.0000,0.0001,0.0015
-0.685,0.0287,0.0272,0.0000,0.0001,0.0012
-0.675,0.0232,0.0220,0.0000,0.0001,0.0010
-0.665,0.0187,0.0177,0.0000,0.0001,0.0008
-0.655,0.0150,0.0142,0.0000,0.0001,0.0006
-0.645,0.0119,0.0113,0.0000,0.0000,0.0005
-0.635,0.0094,0.0089,0.0000,0.0000,0.0004
-0.625,0.0074,0.0070,0.0000,0.0000,0.0003
-0.615,0.0057,0.0054,0.0000,0.0000,0.0002
-0.605,0.0044,0.0042,0.0000,0.0000,0.0002
-0.595,0.0034,0.0032,0.0000,0.0000,0.0001
-0.585,0.0026,0.0024,0.0000,0.0000,0.0001
-0.575,0.0019,0.0018,0.0000,0.0000,0.0001
-0.565,0.0014,0.0013,0.0000,0.0000,0.0001
-0.555,0.0010,0.0010,0.0000,0.0000,0.0000
-0.545,0.0008,0.0007,0.0000,0.0000,0.0000
-0.535,0.0006,0.0005,0.0000,0.0000,0.0000
-0.525,0.0004,0.0004,0.0000,0.0000,0.0000
-0.515,0.0003,0.0003,0.0000,0.0000,0.0000
-0.505,0.0002,0.0002,0.0000,0.0000,0.0000
-0.495,0.0001,0.0001,0.0000,0.0000,0.0000
-0.485,0.0001,0.0001,0.0000,0.0000,0.0000
-0.475,0.0001,0.0001,0.0000,0.0000,0.0000
-0.465,0.0000,0.0000,0.0000,0.0000,0.0000
-0.455,0.0000,0.0000,0.0000,0.0000,0.0000
-0.445,0.0000,0.0000,0.0000,0.0000,0.0000
-0.435,0.0000,0.0000,0.0000,0.0000,0.0000
-0.425,0.0000,0.0000,0.0000,0.0000,0.0000
-0.415,0.0000,0.0000,0.0000,0.0000,0.0000
-0.405,0.0000,0.0000,0.0000,0.0000,0.0000
-0.395,0.0000,0.0000,0.0000,0.0000,0.0000
-0.385,0.0000,0.0000,0.0000,0.0000,0.0000
-0.375,0.0000,0.0000,0.0000,0.0000,0.0000
-0.365,0.0000,0.0000,0.0000,0.0000,0.0000
-0.355,0.0000,0.0000,0.0000,0.0000,0.0000
-0.345,0.0000,0.0000,0.0000,0.0000,0.0000
-0.335,0.0000,0.0000,0.0000,0.0000,0.0000
-0.325,0.0000,0.0000,0.0000,0.0000,0.0000
-0.315,0.0000,0.0000,0.0000,0.0000,0.0000
-0.305,0.0000,0.0000,0.0000,0.0000,0.0000
-0.295,0.0000,0.0000,0.0000,0.0000,0.0000
-0.285,0.0000,0.0000,0.0000,0.0000,0.0000
-0.275,0.0000,0.0000,0.0000,0.0000,0.0000
-0.265,0.0000,0.0000,0.0000,0.0000,0.0000
-0.255,0.0000,0.0000,0.0000,0.0000,0.0000
-0.245,0.0000,0.0000,0.0000,0.0000,0.0000
-0.235,0.0000,0.0000,0.0000,0.0000,0.0000
-0.225,0.0000,0.0000,0.0000,0.0000,0.0000
-0.215,0.0000,0.0000,0.0000,0.0000,0.0000
-0.205,0.0000,0.0000,0.0000,0.0000,0.0000
-0.195,0.0000,0.0000,0.0000,0.0000,0.0000
-0.185,0.0000,0.0000,0.0000,0.0000,0.0000
-0.175,0.0000,0.0000,0.0000,0.0000,0.0000
-0.165,0.0000,0.0000,0.0000,0.0000,0.0000
-0.155,0.0000,0.0000,0.0000,0.0000,0.0000
-0.145,0.0000,0.0000,0.0000,0.0000,0.0000
-0.135,0.0000,0.0000,0.0000,0.0000,0.0000
-0.125,0.0000,0.0000,0.0000,0.0000,0.0000
-0.115,0.0000,0.0000,0.0000,0.0000,0.0000
-0.105,0.0000,0.0000,0.0000,0.0000,0.0000
-0.095,0.0000,0.0000,0.0000,0.0000,0.0000
-0.085,0.0000,0.0000,0.0000,0.0000,0.0000
-0.075,0.0000,0.0000,0.0000,0.0000,0.0000
-0.065,0.0000,0.0000,0.0000,0.0000,0.0000
-0.055,0.0000,0.0000,0.0000,0.0000,0.0000
-0.045,0.0000,0.0000,0.0000,0.0000,0.0000
-0.035,0.0000,0.0000,0.0000,0.0000,0.0000
-0.025,0.0000,0.0000,0.0000,0.0000,0.0000
-0.015,0.0000,0.0000,0.0000,0.0000,0.0000
-0.005,0.0000,0.0000,0.0000,0.0000,0.0000
0.005,0.0000,0.0000,0.0000,0.0000,0.0000
0.015,0.0000,0.0000,0.0000,0.0000,0.0000
0.025,0.0000,0.0000,0.0000,0.0000,0.0000
0.035,0.0000,0.0000,0.0000,0.0000,0.0000
0.045,0.0000,0.0000,0.0000,0.0000,0.0000
0.055,0.0000,0.0000,0.0000,0.0000,0.0000
0.065,0.0000,0.0000,0.0000,0.0000,0.0000
0.075,0.0000,0.0000,0.0000,0.0000,0.0000
0.085,0.0000,0.0000,0.0000,0.0000,0.0000
0.095,0.0000,0.0000,0.0000,0.0000,0.0000
0.105,0.0000,0.0000,0.0000,0.0000,0.0000
0.115,0.0000,0.0000,0.0000,0.0000,0.0000
0.125,0.0000,0.0000,0.0000,0.0000,0.0000
0.135,0.0000,0.0000,0.0000,0.0000,0.0000
0.145,0.0000,0.0000,0.0000,0.0000,0.0000
0.155,0.0000,0.0000,0.0000,0.0000,0.0000
0.165,0.0000,0.0000,0.0000,0.0000,0.0000
0.175,0.0000,0.0000,0.0000,0.0000,0.0000
0.185,0.0000,0.0000,0.0000,0.0000,0.0000
0.195,0.0000,0.0000,0.0000,0.0000,0.0000
0.205,0.0000,0.0000,0.0000,0.0000,0.0000
0.215,0.0000,0.0000,0.0000,0.0000,0.0000
0.225,0.0000,0.0000,0.0000,0.0000,0.0000
0.235,0.0000,0.0000,0.0000,0.0000,0.0000
0.245,0.0000,0.0000,0.0000,0.0000,0.0000
0.255,0.0000,0.0000,0.0000,0.0000,0.0000
0.265,0.0000,0.0000,0.0000,0.0000,0.0000
0.275,0.0000,0.0000,0.0000,0.0000,0.0000
0.285,0.0000,0.0000,0.0000,0.0000,0.0000
0.295,0.0000,0.0000,0.0000,0.0000,0.0000
0.305,0.0000,0.0000,0.0000,0.0000,0.0000
0.315,0.0000,0.0000,0.0000,0.0000,0.0000
0.325,0.0000,0.0000,0.0000,0.0000,0.0000
0.335,0.0000,0.0000,0.0000,0.0000,0.0000
0.345,0.0000,0.0000,0.0000,0.0000,0.0000
0.355,0.0000,0.0000,0.0000,0.0000,0.0000
0.365,0.0000,0.0000,0.0000,0.0000,0.0000
0.375,0.0000,0.0000,0.0000,0.0000,0.0000
0.385,0.0000,0.0000,0.0000,0.0000,0.0000
0.395,0.0000,0.0000,0.0000,0.0000,0.0000
0.405,0.0000,0.0000,0.0000,0.0000,0.0000
0.415,0.0000,0.0000,0.0000,0.0000,0.0000
0.425,0.0000,0.0000,0.0000,0.0000,0.0000
0.435,0.0000,0.0000,0.0000,0.0000,0.0000
0.445,0.0000,0.0000,0.0000,0.0000,0.0000
0.455,0.0000,0.0000,0.0000,0.0000,0.0000
0.465,0.0000,0.0000,0.0000,0.0000,0.0000
0.475,0.0000,0.0000,0.0000,0.0000,0.0000
0.485,0.0000,0.0000,0.0000,0.0000,0.0000
0.495,0.0000,0.0000,0.0000,0.0000,0.0000
0.505,0.0000,0.0000,0.0000,0.0000,0.0000
0.515,0.0001,0.0000,0.0000,0.0000,0.0000
0.525,0.0001,0.0000,0.0000,0.0000,0.0000
0.535,0.0001,0.0001,0.0000,0.0000,0.0000
0.545,0.0001,0.0001,0.0000,0.0000,0.0000
0.555,0.0002,0.0001,0.0001,0.0000,0.0000
0.565,0.0003,0.0001,0.0001,0.0000,0.0000
0.575,0.0003,0.0002,0.0001,0.0000,0.0000
0.585,0.0004,0.0002,0.0001,0.0000,0.0001
0.595,0.0006,0.0003,0.0002,0.0000,0.0001
0.605,0.0007,0.0004,0.0002,0.0000,0.0001
0.615,0.0009,0.0005,0.0003,0.0000,0.0001
0.625,0.0011,0.0006,0.0003,0.0000,0.0001
0.635,0.0014,0.0007,0.0004,0.0000,0.0002
0.645,0.0017,0.0009,0.0005,0.0000,0.0002
0.655,0.0022,0.0011,0.0006,0.0000,0.0003
0.665,0.0026,0.0013,0.0008,0.0000,0.0003
0.675,0.0032,0.0016,0.0009,0.0000,0.0004
0.685,0.0039,0.0020,0.0011,0.0000,0.0005
0.695,0.0048,0.0024,0.0014,0.0000,0.0006
0.705,0.0058,0.0029,0.0017,0.0001,0.0007
0.715,0.0070,0.0035,0.0020,0.0001,0.0009
0.725,0.0084,0.0042,0.0024,0.0001,0.0010
0.735,0.0100,0.0050,0.0029,0.0001,0.0012
0.745,0.0119,0.0060,0.0034,0.0001,0.0015
0.755,0.0140,0.0071,0.0040,0.0001,0.0018
0.765,0.0166,0.0084,0.0048,0.0002,0.0021
0.775,0.0195,0.0099,0.0056,0.0002,0.0024
0.785,0.0228,0.0115,0.0066,0.0002,0.0029
0.795,0.0266,0.0135,0.0077,0.0003,0.0033
0.805,0.0309,0.0156,0.0089,0.0003,0.0039
0.815,0.0358,0.0181,0.0103,0.0004,0.0045
0.825,0.0413,0.0209,0.0119,0.0004,0.0052
0.835,0.0475,0.0240,0.0137,0.0005,0.0059
0.845,0.0544,0.0275,0.0157,0.0005,0.0068
0.855,0.0620,0.0313,0.0179,0.0006,0.0077
0.865,0.0705,0.0356,0.0203,0.0007,0.0088
0.875,0.0798,0.0403,0.0230,0.0008,0.0100
0.885,0.0901,0.0455,0.0260,0.0009,0.0113
0.895,0.1013,0.0512,0.0293,0.0010,0.0127
0.905,0.1136,0.0574,0.0328,0.0011,0.0142
0.915,0.1269,0.0641,0.0366,0.0013,0.0159
0.925,0.1413,0.0713,0.0408,0.0014,0.0177
0.935,0.1568,0.0791,0.0453,0.0016,0.0196
0.945,0.1734,0.0875,0.0501,0.0017,0.0217
0.955,0.1912,0.0965,0.0553,0.0019,0.0239
0.965,0.2102,0.1060,0.0608,0.0021,0.0263
0.975,0.2303,0.1161,0.0666,0.0023,0.0288
0.985,0.2517,0.1269,0.0728,0.0025,0.0315
0.995,0.2742,0.1382,0.0793,0.0028,0.0343
1.005,0.2978,0.1500,0.0862,0.0030,0.0373
1.015,0.3226,0.1625,0.0934,0.0032,0.0404
1.025,0.3486,0.1755,0.1010,0.0035,0.0436
1.035,0.3756,0.1891,0.1088,0.0038,0.0470
1.045,0.4037,0.2031,0.1170,0.0041,0.0506
1.055,0.4329,0.2177,0.1255,0.0044,0.0543
1.065,0.4631,0.2328,0.1343,0.0047,0.0581
1.075,0.4942,0.2484,0.1434,0.0050,0.0620
1.085,0.5264,0.2644,0.1528,0.0053,0.0660
1.095,0.5594,0.2809,0.1625,0.0057,0.0702
1.105,0.5934,0.2979,0.1725,0.0060,0.0745
1.115,0.6283,0.3152,0.1827,0.0064,0.0789
1.125,0.6640,0.3330,0.1932,0.0068,0.0835
1.135,0.7006,0.3512,0.2040,0.0072,0.0881
1.145,0.7381,0.3697,0.2150,0.0076,0.0929
1.155,0.7765,0.3887,0.2263,0.0080,0.0977
1.165,0.8157,0.4082,0.2379,0.0084,0.1028
1.175,0.8559,0.4280,0.2497,0.0088,0.1079
1.185,0.8969,0.4482,0.2619,0.0093,0.1131
1.195,0.9389,0.4689,0.2743,0.0097,0.1185
1.205,0.9820,0.4901,0.2871,0.0102,0.1240
1.215,1.0260,0.5117,0.3002,0.0106,0.1297
1.225,1.0711,0.5338,0.3136,0.0111,0.1355
1.235,1.1174,0.5565,0.3274,0.0116,0.1414
1.245,1.1648,0.5797,0.3415,0.0121,0.1476
1.255,1.2135,0.6035,0.3561,0.0127,0.1539
