% Model,failed_normal_copy.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 15 2026, 15:41"
% Table,Table 4 - Point Evaluation 1
% Time (s),"t (s), Point: 1","phis (V), Point: 1","phil (V), Point: 1","liion.Eeq_per1 (V), Point: 1","liion.eta_per1 (V), Point: 1","liion.etamid_per1 (V), Point: 1","liion.socloc_surface (1), Point: 1","liion.cs_average/liion.csmax (1), Point: 1","liion.cs_surface (mol/m^3), Point: 1","liion.pce1.per1.minput_concentration (mol/m^3), Point: 1","liion.csmax (mol/m^3), Point: 1","mat35.def.Eeq(liion.socloc_surface)+mat35.def.dEeqdT(liion.socloc_surface)*(T_init-298[K]) (V), Point: 1","liion.Isx (A/m^2), Point: 1"
0.008750000000000003,0.008750000000000003,0,-1.3537223722643874,1.4081579298886089,-0.054435557624221476,-0.054435557624221476,0.01179876325702441,0.011720904124394449,371.7436339390681,371.7436339390681,31507,1.4081579298886089,-2.5035995224474883
0.008875000000000003,0.008875000000000003,0,-1.3536865010986248,1.4081214595293583,-0.05443495843073354,-0.05443495843073354,0.011799344946250116,0.011720907306429875,371.7619612215024,371.7619612215024,31507,1.4081214595293583,-2.5035995224517555
0.009000000000000003,0.009000000000000003,0,-1.3536508934562654,1.408085256662676,-0.054434363206410596,-0.054434363206410596,0.011799922369064728,0.011720910488495242,371.78015408212235,371.78015408212235,31507,1.408085256662676,-2.5035995224559686
0.009125000000000003,0.009125000000000003,0,-1.3536155435645416,1.4080493154296594,-0.054433771865117775,-0.054433771865117775,0.011800495618915673,0.011720913670590302,371.7982154651761,371.7982154651761,31507,1.4080493154296594,-2.5035995224601595
0.009250000000000003,0.009250000000000003,0,-1.353580445860207,1.4080136301840382,-0.05443318432383126,-0.05443318432383126,0.011801064785858933,0.011720916852714794,371.8161482080574,371.8161482080574,31507,1.4080136301840382,-2.5035995224643037
0.009375000000000003,0.009375000000000003,0,-1.3535455949789277,1.4079781954814174,-0.05443260050248977,-0.05443260050248977,0.01180162995673068,0.011720920034868488,371.8339550467135,371.8339550467135,31507,1.4079781954814174,-2.5035995224684133
0.009500000000000003,0.009500000000000003,0,-1.3535109857453624,1.4079430060692084,-0.054432020323845975,-0.054432020323845975,0.011802191215307819,0.011720923217051132,371.85163862070345,371.85163862070345,31507,1.4079430060692084,-2.503599522472498
0.009625000000000003,0.009625000000000003,0,-1.3534766131638831,1.4079080568772102,-0.05443144371332709,-0.05443144371332709,0.01180274864245825,0.0117209263992625,371.86920147793205,371.86920147793205,31507,1.4079080568772102,-2.503599522476549
0.009750000000000003,0.009750000000000003,0,-1.3534424724098737,1.4078733430087793,-0.05443087059890561,-0.05443087059890561,0.011803302316281693,0.011720929581502346,371.8866460790873,371.8866460790873,31507,1.4078733430087793,-2.5035995224805663
0.009875000000000002,0.009875000000000002,0,-1.35340855882157,1.40783885973255,-0.05443030091097989,-0.05443030091097989,0.011803852312241748,0.011720932763770462,371.90397480180076,371.90397480180076,31507,1.40783885973255,-2.5035995224845413
0.01,0.01,0,-1.353374867892397,1.4078046024746584,-0.054429734582261524,-0.054429734582261524,0.011804398703289906,0.011720935946066626,371.92118994455507,371.92118994455507,31507,1.4078046024746584,-2.5035995224885057
0.010125,0.010125,0,-1.3533413952637792,1.4077705668114384,-0.05442917154765925,-0.05442917154765925,0.011804941559982062,0.01172093912839061,371.9382937303548,371.9382937303548,31507,1.4077705668114384,-2.5035995224924297
0.01025,0.01025,0,-1.3533081367183595,1.4077367484625498,-0.054428611744190336,-0.054428611744190336,0.011805480950588127,0.0117209423107422,371.95528831018015,371.95528831018015,31507,1.4077367484625498,-2.5035995224963203
0.010375,0.010375,0,-1.3532750881736297,1.4077031432845086,-0.05442805511087889,-0.05442805511087889,0.011806016941195187,0.011720945493121202,371.9721757662368,371.9721757662368,31507,1.4077031432845086,-2.5035995225001826
0.0105,0.0105,0,-1.3532422456759245,1.4076697472645932,-0.0544275015886686,-0.0544275015886686,0.011806549595804718,0.011720948675527405,371.9889581150192,371.9889581150192,31507,1.4076697472645932,-2.5035995225040195
0.010625,0.010625,0,-1.3532096053947618,1.4076365565150986,-0.0544269511203368,-0.0544269511203368,0.011807078976424232,0.011720951857960604,372.00563731019827,372.00563731019827,31507,1.4076365565150986,-2.503599522507819
0.010750000000000001,0.010750000000000001,0,-1.3531771636174936,1.4076035672679108,-0.05442640365041718,-0.05442640365041718,0.011807605143153804,0.011720955040420611,372.0222152453469,372.0222152453469,31507,1.4076035672679108,-2.503599522511605
0.010875000000000001,0.010875000000000001,0,-1.353144916744263,1.407570775869387,-0.05442585912512388,-0.05442585912512388,0.011808128154267732,0.011720958222907233,372.0386937565134,372.0386937565134,31507,1.407570775869387,-2.503599522515345
0.011000000000000001,0.011000000000000001,0,-1.3531128612832326,1.4075381787755128,-0.05442531749228019,-0.05442531749228019,0.011808648066291777,0.011720961405420265,372.05507462465505,372.05507462465505,31507,1.4075381787755128,-2.5035995225190786
0.011125000000000001,0.011125000000000001,0,-1.3530809938460753,1.4075057725473257,-0.0544247787012504,-0.0544247787012504,0.011809164934076176,0.011720964587959539,372.0713595779381,372.0713595779381,31507,1.4075057725473257,-2.5035995225227796
0.011250000000000001,0.011250000000000001,0,-1.3530493111436992,1.4074735538465781,-0.05442424270287893,-0.05442424270287893,0.011809678810864786,0.011720967770524867,372.0875502939168,372.0875502939168,31507,1.4074735538465781,-2.503599522526464
0.011375000000000001,0.011375000000000001,0,-1.3530178099822057,1.4074415194316343,-0.05442370944942865,-0.05442370944942865,0.011810189748360529,0.011720970953116068,372.1036484015952,372.1036484015952,31507,1.4074415194316343,-2.503599522530097
0.011500000000000002,0.011500000000000002,0,-1.3529864872590571,1.4074096661535793,-0.054423178894522195,-0.054423178894522195,0.011810697796787489,0.011720974135732963,372.1196554833834,372.1196554833834,31507,1.4074096661535793,-2.5035995225337255
0.011625000000000002,0.011625000000000002,0,-1.352955339959436,1.4073779909525284,-0.05442265099309229,-0.05442265099309229,0.01181120300494973,0.011720977318375386,372.1355730769511,372.1355730769511,31507,1.4073779909525284,-2.5035995225373364
0.011750000000000002,0.011750000000000002,0,-1.3529243651527985,1.4073464908541236,-0.0544221257013251,-0.0544221257013251,0.011811705420287198,0.01172098050104316,372.15140267698877,372.15140267698877,31507,1.4073464908541236,-2.503599522540914
0.011875000000000002,0.011875000000000002,0,-1.3528935599895937,1.4073151629662102,-0.05442160297661647,-0.05442160297661647,0.011812205088928739,0.01172098368373612,372.1671457368778,372.1671457368778,31507,1.4073151629662102,-2.5035995225444623
0.012000000000000002,0.012000000000000002,0,-1.3528629216981534,1.4072840044756731,-0.05442108277751978,-0.05442108277751978,0.011812702055742528,0.0117209868664541,372.18280367027984,372.18280367027984,31507,1.4072840044756731,-2.503599522547982
0.012125000000000002,0.012125000000000002,0,-1.3528324475817257,1.4072530126454346,-0.05442056506370885,-0.05442056506370885,0.011813196364383986,0.011720990049196947,372.1983778526463,372.1983778526463,31507,1.4072530126454346,-2.5035995225514966
0.012250000000000002,0.012250000000000002,0,-1.3528021350156636,1.4072221848115918,-0.05442004979592818,-0.05442004979592818,0.011813688057341402,0.011720993231964495,372.2138696226555,372.2138696226555,31507,1.4072221848115918,-2.503599522554974
0.012375000000000002,0.012375000000000002,0,-1.3527719814447376,1.4071915183807007,-0.05441953693596302,-0.05441953693596302,0.0118141771759793,0.011720996414756579,372.2292802835798,372.2292802835798,31507,1.4071915183807007,-2.5035995225584413
0.012500000000000002,0.012500000000000002,0,-1.3527419843805881,1.407161010827177,-0.054419026446588914,-0.054419026446588914,0.011814663760579826,0.011720999597573044,372.24461110458856,372.24461110458856,31507,1.407161010827177,-2.5035995225618843
0.012625000000000003,0.012625000000000003,0,-1.3527121413992864,1.4071306596908335,-0.05441851829154709,-0.05441851829154709,0.011815147850382108,0.011721002780413764,372.2598633219891,372.2598633219891,31507,1.4071306596908335,-2.503599522565303
0.012750000000000003,0.012750000000000003,0,-1.3526824501390164,1.4071004625745192,-0.054418012435502705,-0.054418012435502705,0.011815629483619848,0.011721005963278562,372.2750381404106,372.2750381404106,31507,1.4071004625745192,-2.5035995225686998
0.012875000000000003,0.012875000000000003,0,-1.3526529082978616,1.4070704171418753,-0.05441750884401375,-0.05441750884401375,0.011816108697557127,0.011721009146167303,372.2901367339324,372.2901367339324,31507,1.4070704171418753,-2.5035995225720753
0.013000000000000003,0.013000000000000003,0,-1.3526235136316886,1.4070405211151906,-0.05441700748350198,-0.05441700748350198,0.011816585528522633,0.011721012329079841,372.3051602471626,372.3051602471626,31507,1.4070405211151906,-2.5035995225754375
0.013125000000000003,0.013125000000000003,0,-1.352594263952136,1.4070107722733545,-0.05441650832121847,-0.05441650832121847,0.011817060011942285,0.011721015512016026,372.32010979626557,372.32010979626557,31507,1.4070107722733545,-2.5035995225787713
0.013250000000000003,0.013250000000000003,0,-1.3525651571246815,1.4069811684498987,-0.05441601132521723,-0.05441601132521723,0.01181753218237048,0.011721018694975731,372.3349864699467,372.3349864699467,31507,1.4069811684498987,-2.5035995225820837
0.013375000000000003,0.013375000000000003,0,-1.3525361910667992,1.4069517075311304,-0.05441551646433118,-0.05441551646433118,0.011818002073519867,0.011721021877958801,372.3497913303904,372.3497913303904,31507,1.4069517075311304,-2.503599522585379
0.013500000000000003,0.013500000000000003,0,-1.3525073637462033,1.4069223874543417,-0.054415023708138444,-0.054415023708138444,0.011818469718289898,0.01172102506096512,372.3645254141598,372.3645254141598,31507,1.4069223874543417,-2.5035995225886682
