% Model,failed_normal_copy.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 15 2026, 15:53"
% Table,Table 5 - Point Evaluation 1
% Time (s),"t (s), Point: 4","phis (V), Point: 4","phil (V), Point: 4","liion.Eeq_per1 (V), Point: 4","liion.eta_per1 (V), Point: 4","liion.etamid_per1 (V), Point: 4","liion.socloc_surface (1), Point: 4","liion.cs_average/liion.csmax (1), Point: 4","liion.cs_surface (mol/m^3), Point: 4","liion.pce2.per1.minput_concentration (mol/m^3), Point: 4","liion.csmax (mol/m^3), Point: 4","mat54.def.Eeq(liion.socloc_surface)+mat54.def.dEeqdT(liion.socloc_surface)*(T_init-298[K]) (V), Point: 4","liion.Isx (A/m^2), Point: 4"
0.0016250000000000006,0.0016250000000000006,2.2324498973164615,-1.3541448032324594,3.578393723129023,0.008200977419897892,0.008200977419897892,0.9240509367788023,0.9240638422496764,46856.497686898474,46856.497686898474,50707.7,3.578393723129023,-2.50358180998233
0.0017500000000000007,0.0017500000000000007,2.2325425782367927,-1.354052310496447,3.578393992751161,0.008200895982078737,0.008200895982078737,0.9240504342991045,0.9240638388310427,46856.472207308696,46856.472207308696,50707.7,3.578393992751161,-2.5035818105326286
0.0018750000000000004,0.0018750000000000004,2.232631443308656,-1.3539636267347743,3.578394252685108,0.008200817358322787,0.008200817358322787,0.9240499498747476,0.9240638354124319,46856.44764326374,46856.44764326374,50707.7,3.578394252685108,-2.503581811082927
0.002,0.002,2.232716843842163,-1.3538784013329987,3.578394503911196,0.00820074126396575,0.00820074126396575,0.924049481678738,0.9240638319938437,46856.42390212094,46856.42390212094,50707.7,3.578394503911196,-2.503581811413106
0.002125,0.002125,2.232799090113818,-1.3537963245995537,3.5783947472537263,0.00820066745964576,0.00820066745964576,0.9240490281748762,0.9240638285752767,46856.400905983166,46856.400905983166,50707.7,3.5783947472537263,-2.503581811908375
0.0022500000000000003,0.0022500000000000003,2.2328784566723376,-1.3537171224832991,3.5783949834138937,0.008200595741743033,0.008200595741743033,0.9240485880563812,0.9240638251567316,46856.37858858656,46856.37858858656,50707.7,3.5783949834138937,-2.503581812293584
0.0023750000000000004,0.0023750000000000004,2.232955186933586,-1.3536405519959924,3.5783952129943017,0.008200525935276648,0.008200525935276648,0.9240481602002154,0.9240638217382062,46856.35689298446,46856.35689298446,50707.7,3.5783952129943017,-2.5035818126787928
0.0025000000000000005,0.0025000000000000005,2.233029497152917,-1.3535663972530658,3.5783954365174817,0.008200457888501322,0.008200457888501322,0.924047743632568,0.9240638183197015,46856.335769797166,46856.335769797166,50707.7,3.5783954365174817,-2.5035818131740615
0.0026250000000000006,0.0026250000000000006,2.233101579859091,-1.3534944660498338,3.5783956544401208,0.008200391468804025,0.008200391468804025,0.9240473375023339,0.9240638149012161,46856.315175867094,46856.315175867094,50707.7,3.5783956544401208,-2.5035818135592707
0.0027500000000000007,0.0027500000000000007,2.233171606824408,-1.3534245868992205,3.5783958671641733,0.008200326559455018,0.008200326559455018,0.9240469410604157,0.9240638114827502,46856.29507320924,46856.29507320924,50707.7,3.5783958671641733,-2.503581813999509
0.002875000000000001,0.002875000000000001,2.233239731635929,-1.3533566064667917,3.578396075045648,0.008200263057072554,0.008200263057072554,0.924046553643339,0.9240638080643021,46856.275428180335,46856.275428180335,50707.7,3.578396075045648,-2.5035818143296886
0.003000000000000001,0.003000000000000001,2.233306091923596,-1.353290387347627,3.578396278401658,0.008200200869564966,0.008200200869564966,0.924046174660118,0.9240638046458726,46856.25621081286,46856.25621081286,50707.7,3.578396278401658,-2.5035818146598676
0.003125000000000001,0.003125000000000001,2.233370811293106,-1.3532258061375007,3.5783964775161285,0.008200139914477766,0.008200139914477766,0.9240458035816146,0.9240638012274608,46856.237394275435,46856.237394275435,50707.7,3.5783964775161285,-2.503581815045077
0.003250000000000001,0.003250000000000001,2.233434001004512,-1.3531627517576008,3.578396672644476,0.008200080117636954,0.008200080117636954,0.9240454399318287,0.9240637978090668,46856.21895443119,46856.21895443119,50707.7,3.578396672644476,-2.503581815320226
0.0033750000000000013,0.0033750000000000013,2.233495761431703,-1.353101123997783,3.578396864017457,0.008200021412029468,0.008200021412029468,0.9240450832807074,0.9240637943906901,46856.20086947313,46856.20086947313,50707.7,3.578396864017457,-2.503581815705435
0.0035000000000000014,0.0035000000000000014,2.233556183332911,-1.3530408322483387,3.578397051844388,0.008199963736861715,0.008199963736861715,0.9240447332381623,0.92406379097233,46856.18311962076,46856.18311962076,50707.7,3.578397051844388,-2.5035818162007035
0.0036250000000000015,0.0036250000000000015,2.2336153489580277,-1.3529817943945999,3.5783972363158307,0.008199907036797072,0.008199907036797072,0.9240443894490521,0.9240637875539867,46856.165686865694,46856.165686865694,50707.7,3.5783972363158307,-2.5035818163657932
0.0037500000000000016,0.0037500000000000016,2.2336733330149787,-1.3529239358521659,3.5783974176058684,0.008199851261276425,0.008199851261276425,0.9240440515889495,0.9240637841356599,46856.148554756975,46856.148554756975,50707.7,3.5783974176058684,-2.503581816751002
0.0038750000000000017,0.0038750000000000017,2.233730203514144,-1.3528671887238517,3.5783975958740313,0.00819979636396484,0.00819979636396484,0.9240437193605447,0.9240637807173487,46856.131708218694,46856.131708218694,50707.7,3.5783975958740313,-2.503581817136211
0.004000000000000002,0.004000000000000002,2.2337860225072466,-1.3528114910619837,3.5783977712669497,0.008199742302280377,0.008199742302280377,0.9240433924905733,0.9240637772990538,46856.11513339424,46856.11513339424,50707.7,3.5783977712669497,-2.50358181746639
0.004125000000000002,0.004125000000000002,2.2338408467347852,-1.3527567862219498,3.578397943919765,0.008199689036970437,0.008199689036970437,0.9240430707271786,0.9240637738807744,46856.09881751255,46856.09881751255,50707.7,3.578397943919765,-2.5035818177415394
0.004250000000000002,0.004250000000000002,2.2338947281941204,-1.3527030222950014,3.5783981139573537,0.008199636531768029,0.008199636531768029,0.9240427538376347,0.9240637704625103,46856.08274877263,46856.08274877263,50707.7,3.5783981139573537,-2.5035818180717184
0.004375000000000002,0.004375000000000002,2.2339477146386786,-1.3526501516097882,3.5783982814953887,0.008199584753078248,0.008199584753078248,0.9240424416063706,0.9240637670442612,46856.066916243355,46856.066916243355,50707.7,3.5783982814953887,-2.503581818401898
0.004500000000000002,0.004500000000000002,2.2339998500172698,-1.3525981302936967,3.5783984466412573,0.008199533669709158,0.008199533669709158,0.9240421338332517,0.9240637636260273,46856.051309776376,46856.051309776376,50707.7,3.5783984466412573,-2.503581818677047
0.004625000000000002,0.004625000000000002,2.2340511748613086,-1.3525469178862097,3.5783986094948745,0.008199483252643969,0.008199483252643969,0.9240418303320745,0.9240637602078081,46856.03591992973,46856.03591992973,50707.7,3.5783986094948745,-2.5035818188971666
0.0047500000000000025,0.0047500000000000025,2.2341017266266276,-1.3524964769975834,3.578398770149387,0.008199433474824325,0.008199433474824325,0.9240415309292456,0.9240637567896032,46856.0207379009,46856.0207379009,50707.7,3.578398770149387,-2.503581819337405
0.004875000000000001,0.004875000000000001,2.2341515399956795,-1.3524467730071,3.5783989286918003,0.00819938431097933,0.00819938431097933,0.9240412354626173,0.9240637533714129,46856.005755467755,46856.005755467755,50707.7,3.5783989286918003,-2.503581819502495
0.005,0.005,2.234200647145176,-1.3523977737958213,3.578399085203531,0.008199335737466118,0.008199335737466118,0.9240409437804591,0.9240637499532369,46855.99096493638,46855.99096493638,50707.7,3.578399085203531,-2.5035818198877036
0.005125,0.005125,2.2342490779834834,-1.352349449509525,3.5783992397608957,0.008199287732112648,0.008199287732112648,0.9240406557405434,0.9240637465350753,46855.97635909475,46855.97635909475,50707.7,3.5783992397608957,-2.503581820107823
0.00525,0.00525,2.234296860361538,-1.3523017723481179,3.5783993924355486,0.008199240274107122,0.008199240274107122,0.9240403712093327,0.924063743116927,46855.96193117148,46855.96193117148,50707.7,3.5783993924355486,-2.5035818203829723
0.0053750000000000004,0.0053750000000000004,2.2343440202605738,-1.3522547163781762,3.578399543294869,0.00819919334388075,0.00819919334388075,0.9240400900612542,0.9240637396987924,46855.947674799056,46855.947674799056,50707.7,3.578399543294869,-2.5035818206581215
0.0055000000000000005,0.0055000000000000005,2.234390581959451,-1.3522082573658583,3.578399692402314,0.008199146922995393,0.008199146922995393,0.9240398121780501,0.9240637362806715,46855.93358398091,46855.93358398091,50707.7,3.578399692402314,-2.503581820878241
0.005625000000000001,0.005625000000000001,2.234436568184112,-1.352162372627689,3.5783998398177244,0.008199100994076503,0.008199100994076503,0.9240395374481948,0.9240637328625643,46855.91965306182,46855.91965306182,50707.7,3.5783998398177244,-2.50358182131848
0.005750000000000001,0.005750000000000001,2.2344820002412487,-1.3521170408970666,3.578399985597613,0.008199055540702549,0.008199055540702549,0.9240392657663701,0.9240637294444699,46855.90587670136,46855.90587670136,50707.7,3.578399985597613,-2.5035818213735097
0.005875000000000001,0.005875000000000001,2.2345268981381,-1.3520722422046687,3.5784001297954147,0.00819901054735439,0.00819901054735439,0.9240389970329922,0.9240637260263891,46855.89224984986,46855.89224984986,50707.7,3.5784001297954147,-2.503581821758719
0.006000000000000001,0.006000000000000001,2.2345712806899787,-1.352027957771074,3.5784002724617174,0.00819896599933534,0.00819896599933534,0.9240387311537837,0.9240637226083215,46855.87876772671,46855.87876772671,50707.7,3.5784002724617174,-2.5035818219788384
0.006125000000000001,0.006125000000000001,2.2346151656169613,-1.351984169910228,3.578400413644469,0.00819892188272009,0.00819892188272009,0.9240384680393862,0.9240637191902661,46855.86542580078,46855.86542580078,50707.7,3.578400413644469,-2.5035818222539876
0.006250000000000001,0.006250000000000001,2.2346585696309695,-1.3519408619424846,3.578400553389167,0.008198878184286773,0.008198878184286773,0.9240382076050085,0.9240637157722243,46855.85221977249,46855.85221977249,50707.7,3.578400553389167,-2.503581822529137
0.006375000000000001,0.006375000000000001,2.2347015085143678,-1.3518980181161495,3.578400691739031,0.008198834891486317,0.008198834891486317,0.9240379497701057,0.9240637123541946,46855.839145557584,46855.839145557584,50707.7,3.578400691739031,-2.503581822694226
0.0065000000000000014,0.0065000000000000014,2.2347439971909786,-1.3518556235365558,3.578400828735157,0.008198791992377163,0.008198791992377163,0.9240376944580881,0.9240637089361775,46855.82619927239,46855.82619927239,50707.7,3.578400828735157,-2.5035818230794353
0.0066250000000000015,0.0066250000000000015,2.234786049790407,-1.3518136641018503,3.5784009644166628,0.008198749475594624,0.008198749475594624,0.9240374415960547,0.9240637055181729,46855.813377220264,46855.813377220264,50707.7,3.5784009644166628,-2.503581823189495
0.006750000000000002,0.006750000000000002,2.2348276797063558,-1.351772126444778,3.5784010988208186,0.008198707330315358,0.008198707330315358,0.9240371911145476,0.9240637021001809,46855.800675879145,46855.800675879145,50707.7,3.5784010988208186,-2.5035818235196743
0.006875000000000002,0.006875000000000002,2.234868899649624,-1.3517309978797531,3.578401231983165,0.008198665546212514,0.008198665546212514,0.9240369429473307,0.9240636986822006,46855.78809189036,46855.78809189036,50707.7,3.578401231983165,-2.5035818237397933
0.007000000000000002,0.007000000000000002,2.234909721696312,-1.351690266354743,3.5784013639376258,0.008198624113429087,0.008198624113429087,0.9240366970311829,0.9240636952642334,46855.77562204811,46855.77562204811,50707.7,3.5784013639376258,-2.503581823959913
0.007125000000000002,0.007125000000000002,2.2349501573317747,-1.3516499204073849,3.5784014947166076,0.008198583022552164,0.008198583022552164,0.9240364533057097,0.9240636918462775,46855.76326328993,46855.76326328993,50707.7,3.5784014947166076,-2.503581824235062
0.007250000000000002,0.007250000000000002,2.234990217490757,-1.3516099491249165,3.5784016243510925,0.008198542264581388,0.008198542264581388,0.9240362117131699,0.9240636884283334,46855.7510126879,46855.7510126879,50707.7,3.5784016243510925,-2.5035818244551815
0.007375000000000002,0.007375000000000002,2.2350299125940722,-1.3515703421075587,3.578401752870728,0.008198501830903204,0.008198501830903204,0.9240359721983142,0.9240636850104013,46855.73886744046,46855.73886744046,50707.7,3.578401752870728,-2.503581824675301
0.007500000000000002,0.007500000000000002,2.23506925258221,-1.3515310894349593,3.5784018803039,0.0081984617132691,0.0081984617132691,0.9240357347082391,0.9240636815924812,46855.72682486497,46855.72682486497,50707.7,3.5784018803039,-2.5035818248403907
0.0076250000000000024,0.0076250000000000024,2.2351082469461545,-1.351492181635437,3.578402006677812,0.008198421903779174,0.008198421903779174,0.9240354991922473,0.9240636781745727,46855.71488239071,46855.71488239071,50707.7,3.578402006677812,-2.5035818251705697
0.0077500000000000025,0.0077500000000000025,2.235146904755709,-1.3514536096576941,3.5784021320185513,0.008198382394851933,0.008198382394851933,0.9240352656017226,0.9240636747566758,46855.70303755246,46855.70303755246,50707.7,3.5784021320185513,-2.5035818253356594
0.007875000000000002,0.007875000000000002,2.235185234685531,-1.3514153648448346,3.57840225635115,0.008198343179215417,0.008198343179215417,0.924035033890012,0.9240636713387903,46855.691287984555,46855.691287984555,50707.7,3.57840225635115,-2.5035818256108087
0.008000000000000002,0.008000000000000002,2.2352232450391556,-1.351377438910375,3.5784023796996483,0.008198304249882327,0.008198304249882327,0.9240348040123164,0.924063667920916,46855.67963141533,46855.67963141533,50707.7,3.5784023796996483,-2.503581825775898
0.008125000000000002,0.008125000000000002,2.235260943771124,-1.3513398239161654,3.578402502087142,0.008198265600147359,0.008198265600147359,0.9240345759255891,0.924063664503053,46855.668065661994,46855.668065661994,50707.7,3.578402502087142,-2.5035818259960174
0.008250000000000002,0.008250000000000002,2.2352983385074423,-1.3513025122519524,3.5784026235358413,0.008198227223553456,0.008198227223553456,0.9240343495884413,0.9240636610852011,46855.6565886258,46855.6565886258,50707.7,3.5784026235358413,-2.5035818262711667
0.008375000000000002,0.008375000000000002,2.235335436564528,-1.351265496616478,3.578402744067112,0.008198189113894028,0.008198189113894028,0.9240341249610537,0.9240636576673606,46855.645198287624,46855.645198287624,50707.7,3.578402744067112,-2.5035818264362564
0.008500000000000002,0.008500000000000002,2.235372244966732,-1.3512287699999825,3.578402863701522,0.008198151265192966,0.008198151265192966,0.9240339020050955,0.9240636542495312,46855.63389270378,46855.63389270378,50707.7,3.578402863701522,-2.5035818267664354
0.008625000000000002,0.008625000000000002,2.23540877046262,-1.3511923256679579,3.578402982458882,0.008198113671696206,0.008198113671696206,0.924033680683646,0.9240636508317132,46855.622670002114,46855.622670002114,50707.7,3.578402982458882,-2.503581826986555
0.008750000000000003,0.008750000000000003,2.2354450195400624,-1.3511561571460735,3.5784031003582837,0.008198076327852188,0.008198076327852188,0.9240334609611246,0.9240636474139052,46855.61152837842,46855.61152837842,50707.7,3.5784031003582837,-2.5035818271516446
0.008875000000000003,0.008875000000000003,2.2354809984403055,-1.3511202582061466,3.578403217418138,0.00819803922831408,0.00819803922831408,0.9240332428032231,0.9240636439961085,46855.60046609299,46855.60046609299,50707.7,3.578403217418138,-2.503581827316734
0.009000000000000003,0.009000000000000003,2.2355167131710325,-1.351084622853093,3.578403333656203,0.008198002367922896,0.008198002367922896,0.9240330261768428,0.9240636405783225,46855.58948146749,46855.58948146749,50707.7,3.578403333656203,-2.5035818274818236
0.009125000000000003,0.009125000000000003,2.2355521695185696,-1.3510492453127485,3.5784034490896226,0.008197965741695512,0.008197965741695512,0.9240328110500349,0.9240636371605473,46855.57857288185,46855.57857288185,50707.7,3.5784034490896226,-2.5035818278120026
0.009250000000000003,0.009250000000000003,2.2355873730592553,-1.3510141200205206,3.5784035637349514,0.008197929344824662,0.008197929344824662,0.9240325973919471,0.9240636337427829,46855.567738771635,46855.567738771635,50707.7,3.5784035637349514,-2.5035818279770923
0.009375000000000003,0.009375000000000003,2.2356223291700696,-1.3509792416107733,3.5784036776081862,0.008197893172656734,0.008197893172656734,0.92403238517277,0.9240636303250289,46855.55697762527,46855.55697762527,50707.7,3.5784036776081862,-2.5035818281972118
0.009500000000000003,0.009500000000000003,2.2356570430385756,-1.3509446049069167,3.578403790724786,0.008197857220706428,0.008197857220706428,0.9240321743636895,0.9240636269072857,46855.546287981655,46855.546287981655,50707.7,3.578403790724786,-2.503581828472361
0.009625000000000003,0.009625000000000003,2.235691519672215,-1.3509102049121084,3.578403903099704,0.00819782148461945,0.00819782148461945,0.92403196493684,0.924063623489553,46855.5356684278,46855.5356684278,50707.7,3.578403903099704,-2.5035818285824205
0.009750000000000003,0.009750000000000003,2.2357257639070376,-1.3508760368005697,3.578404014747406,0.008197785960201376,0.008197785960201376,0.9240317568652625,0.9240636200718303,46855.52511759667,46855.52511759667,50707.7,3.578404014747406,-2.50358182880254
0.009875000000000002,0.009875000000000002,2.235759780415866,-1.3508420959094074,3.578404125681894,0.008197750643379464,0.008197750643379464,0.9240315501228622,0.9240636166541182,46855.514634165054,46855.514634165054,50707.7,3.578404125681894,-2.5035818290226595
0.01,0.01,2.23579357371598,-1.3508083777309565,3.578404235916726,0.008197715530210647,0.008197715530210647,0.9240313446843712,0.9240636132364167,46855.50421685169,46855.50421685169,50707.7,3.578404235916726,-2.503581829132719
0.010125,0.010125,2.2358271481763357,-1.3507748779055846,3.5784043454650365,0.008197680616883751,0.008197680616883751,0.9240311405253127,0.924063609818725,46855.493864415395,46855.493864415395,50707.7,3.5784043454650365,-2.503581829407868
0.01025,0.01025,2.235860508024334,-1.3507415922149182,3.578404454339553,0.008197645899699069,0.008197645899699069,0.9240309376219654,0.9240636064010435,46855.483575653336,46855.483575653336,50707.7,3.578404454339553,-2.503581829572958
0.010375,0.010375,2.235893657352221,-1.3507085165754624,3.5784045625526164,0.008197611375067027,0.008197611375067027,0.9240307359513327,0.924063602983372,46855.47334939939,46855.47334939939,50707.7,3.5784045625526164,-2.5035818297930774
0.0105,0.0105,2.235926600123113,-1.3506756470325942,3.578404670116193,0.008197577039514403,0.008197577039514403,0.9240305354911109,0.9240635995657106,46855.4631845226,46855.4631845226,50707.7,3.578404670116193,-2.503581829903137
0.010625,0.010625,2.2359593401766547,-1.350642979754903,3.5784047770418947,0.008197542889663012,0.008197542889663012,0.9240303362196612,0.9240635961480592,46855.45307992571,46855.45307992571,50707.7,3.5784047770418947,-2.5035818302333164
0.010750000000000001,0.010750000000000001,2.235991881234381,-1.3506105110288504,3.5784048833409905,0.008197508922240804,0.008197508922240804,0.9240301381159819,0.9240635927304182,46855.44303454377,46855.44303454377,50707.7,3.5784048833409905,-2.5035818303984056
0.010875000000000001,0.010875000000000001,2.236024226904786,-1.3505782372537016,3.578404989024422,0.008197475134065879,0.008197475134065879,0.9240299411596822,0.9240635893127863,46855.43304734281,46855.43304734281,50707.7,3.578404989024422,-2.5035818305634954
0.011000000000000001,0.011000000000000001,2.2360563806880864,-1.3505461549367812,3.5784050941028154,0.008197441522052262,0.008197441522052262,0.9240297453309578,0.9240635858951652,46855.423117318605,46855.423117318605,50707.7,3.5784050941028154,-2.503581830728585
0.011125000000000001,0.011125000000000001,2.2360883459807512,-1.3505142606889404,3.5784051985864944,0.008197408083197022,0.008197408083197022,0.9240295506105681,0.9240635824775529,46855.4132434955,46855.4132434955,50707.7,3.5784051985864944,-2.503581830948704
0.011250000000000001,0.011250000000000001,2.236120126079787,-1.350482551220292,3.578405302485495,0.008197374814584268,0.008197374814584268,0.9240293569798135,0.9240635790599513,46855.40342492529,46855.40342492529,50707.7,3.578405302485495,-2.503581831113794
0.011375000000000001,0.011375000000000001,2.236151724186782,-1.3504510233361697,3.57840540580957,0.008197341713382045,0.008197341713382045,0.9240291644205139,0.9240635756423584,46855.39366068609,46855.39366068609,50707.7,3.57840540580957,-2.5035818312238534
0.011500000000000002,0.011500000000000002,2.236183143411756,-1.3504196739332817,3.578405508568207,0.008197308776830337,0.008197308776830337,0.9240289729149891,0.9240635722247761,46855.38394988139,46855.38394988139,50707.7,3.578405508568207,-2.503581831499003
0.011625000000000002,0.011625000000000002,2.2362143867767954,-1.3503884999960838,3.578405610770635,0.00819727600224418,0.00819727600224418,0.9240287824460405,0.9240635688072028,46855.374291639084,46855.374291639084,50707.7,3.578405610770635,-2.5035818316640923
0.011750000000000002,0.011750000000000002,2.236245457219527,-1.35035749859333,3.578405712425835,0.008197243387022102,0.008197243387022102,0.9240285929969315,0.9240635653896397,46855.3646851105,46855.3646851105,50707.7,3.578405712425835,-2.5035818319392416
0.011875000000000002,0.011875000000000002,2.2362763575963887,-1.350326666874772,3.5784058135425463,0.00819721092861414,0.00819721092861414,0.9240284045513718,0.9240635619720854,46855.35512946959,46855.35512946959,50707.7,3.5784058135425463,-2.5035818321043313
0.012000000000000002,0.012000000000000002,2.2363070906857567,-1.3502960020680763,3.578405914129281,0.008197178624552048,0.008197178624552048,0.9240282170934997,0.9240635585545407,46855.34562391205,46855.34562391205,50707.7,3.578405914129281,-2.503581832214391
0.012125000000000002,0.012125000000000002,2.2363376591909137,-1.3502655014758422,3.578406014194329,0.008197146472426642,0.008197146472426642,0.9240280306078671,0.924063555137006,46855.33616765454,46855.33616765454,50707.7,3.578406014194329,-2.5035818324345103
0.012250000000000002,0.012250000000000002,2.236368065742869,-1.3502351624727855,3.578406113745765,0.008197114469889577,0.008197114469889577,0.9240278450794246,0.9240635517194803,46855.32675993394,46855.32675993394,50707.7,3.578406113745765,-2.5035818326546297
0.012375000000000002,0.012375000000000002,2.2363983129030474,-1.3502049825030629,3.5784062127914575,0.008197082614652906,0.008197082614652906,0.924027660493507,0.9240635483019634,46855.31740000661,46855.31740000661,50707.7,3.5784062127914575,-2.5035818328197195
0.012500000000000002,0.012500000000000002,2.2364284031658523,-1.3501749590777123,3.5784063113390774,0.008197050904487302,0.008197050904487302,0.9240274768358199,0.9240635448844563,46855.3080871477,46855.3080871477,50707.7,3.5784063113390774,-2.503581833039839
0.012625000000000003,0.012625000000000003,2.236458338961101,-1.3501450897722214,3.578406409396103,0.008197019337218947,0.008197019337218947,0.9240272940924258,0.9240635414669583,46855.298820650496,46855.298820650496,50707.7,3.578406409396103,-2.5035818331498985
0.012750000000000003,0.012750000000000003,2.236488122656355,-1.3501153722242025,3.578406506969827,0.00819698791072998,0.00819698791072998,0.9240271122497336,0.9240635380494696,46855.28959982581,46855.28959982581,50707.7,3.578406506969827,-2.503581833314988
0.012875000000000003,0.012875000000000003,2.236517756559132,-1.3500858041311836,3.5784066040673643,0.00819695662295139,0.00819695662295139,0.9240269312944851,0.9240635346319906,46855.28042400136,46855.28042400136,50707.7,3.5784066040673643,-2.5035818334800775
