% Model,failed_normal_copy.mph
% Version,COMSOL 6.3.0.290
% Date,"Sep 15 2026, 15:36"
% Table,Table 3 - Global Evaluation 2
% Time (s),Time (s),(comp1.minsurf1(comp1.liion.socloc_surface)<0)||(comp1.maxsurf1(comp1.liion.socloc_surface)>0.98)||(comp1.minsurf3(comp1.liion.socloc_surface)<0.2228930343076256)||(comp1.maxsurf3(comp1.liion.socloc_surface)>0.983245033354389),(comp1.minsurf1(comp1.liion.socloc_surface)<=0)||(comp1.maxsurf1(comp1.liion.socloc_surface)>=1)||(comp1.minsurf3(comp1.liion.socloc_surface)<=0)||(comp1.maxsurf3(comp1.liion.socloc_surface)>=1)
0.011000000000000001,0.011000000000000001,0,0
0.011125000000000001,0.011125000000000001,0,0
0.011250000000000001,0.011250000000000001,0,0
0.011375000000000001,0.011375000000000001,0,0
0.011500000000000002,0.011500000000000002,0,0
0.011625000000000002,0.011625000000000002,0,0
0.011750000000000002,0.011750000000000002,0,0
0.011875000000000002,0.011875000000000002,0,0
0.012000000000000002,0.012000000000000002,0,0
0.012125000000000002,0.012125000000000002,0,0
0.012250000000000002,0.012250000000000002,0,0
0.012375000000000002,0.012375000000000002,0,0
0.012500000000000002,0.012500000000000002,0,0
0.012625000000000003,0.012625000000000003,0,0
0.012750000000000003,0.012750000000000003,0,0
0.012875000000000003,0.012875000000000003,0,0
0.013000000000000003,0.013000000000000003,0,0
0.013125000000000003,0.013125000000000003,0,0
0.013250000000000003,0.013250000000000003,0,0
0.013375000000000003,0.013375000000000003,0,0
0.013500000000000003,0.013500000000000003,0,0
0.013625000000000003,0.013625000000000003,0,0
0.013750000000000004,0.013750000000000004,0,0
0.013875000000000004,0.013875000000000004,0,0
0.014000000000000004,0.014000000000000004,0,0
0.014125000000000004,0.014125000000000004,0,0
0.014250000000000004,0.014250000000000004,0,0
0.014375000000000004,0.014375000000000004,0,0
0.014500000000000004,0.014500000000000004,0,0
0.014625000000000004,0.014625000000000004,0,0
0.014750000000000004,0.014750000000000004,0,0
0.014875000000000005,0.014875000000000005,0,0
0.015000000000000005,0.015000000000000005,0,0
0.015125000000000005,0.015125000000000005,0,0
0.015250000000000005,0.015250000000000005,0,0
0.015375000000000005,0.015375000000000005,0,0
0.015500000000000005,0.015500000000000005,0,0
0.015625000000000003,0.015625000000000003,0,0
0.015750000000000004,0.015750000000000004,0,0
0.015875000000000004,0.015875000000000004,0,0
0.016000000000000004,0.016000000000000004,0,0
0.016125000000000004,0.016125000000000004,0,0
0.016250000000000004,0.016250000000000004,0,0
0.016375000000000004,0.016375000000000004,0,0
0.016500000000000004,0.016500000000000004,0,0
0.016625000000000004,0.016625000000000004,0,0
0.016750000000000004,0.016750000000000004,0,0
0.016875000000000005,0.016875000000000005,0,0
0.017000000000000005,0.017000000000000005,0,0
0.017125000000000005,0.017125000000000005,0,0
0.017250000000000005,0.017250000000000005,0,0
0.017375000000000005,0.017375000000000005,0,0
0.017500000000000005,0.017500000000000005,0,0
0.017625000000000005,0.017625000000000005,0,0
0.017750000000000005,0.017750000000000005,0,0
0.017875000000000005,0.017875000000000005,0,0
0.018000000000000006,0.018000000000000006,0,0
0.018125000000000006,0.018125000000000006,0,0
0.018250000000000006,0.018250000000000006,0,0
0.018375000000000006,0.018375000000000006,0,0
0.018500000000000006,0.018500000000000006,0,0
0.018625000000000006,0.018625000000000006,0,0
0.018750000000000006,0.018750000000000006,0,0
0.018875000000000006,0.018875000000000006,0,0
0.019000000000000006,0.019000000000000006,0,0
0.019125000000000007,0.019125000000000007,0,0
0.019250000000000007,0.019250000000000007,0,0
0.019375000000000007,0.019375000000000007,0,0
0.019500000000000007,0.019500000000000007,0,0
0.019625000000000007,0.019625000000000007,0,0
0.019750000000000007,0.019750000000000007,0,0
0.019875000000000004,0.019875000000000004,0,0
0.02,0.02,0,0
0.020125,0.020125,0,0
0.02025,0.02025,0,0
0.020375,0.020375,0,0
0.0205,0.0205,0,0
0.020625,0.020625,0,0
0.02075,0.02075,0,0
0.020875,0.020875,0,0
0.021,0.021,0,0
0.021125,0.021125,0,0
0.02125,0.02125,0,0
0.021375,0.021375,0,0
0.021500000000000002,0.021500000000000002,0,0
0.021625000000000002,0.021625000000000002,0,0
0.021750000000000002,0.021750000000000002,0,0
0.021875000000000002,0.021875000000000002,0,0
0.022000000000000002,0.022000000000000002,0,0
0.022125000000000002,0.022125000000000002,0,0
0.022250000000000002,0.022250000000000002,0,0
0.022375000000000003,0.022375000000000003,0,0
0.022500000000000003,0.022500000000000003,0,0
0.022625000000000003,0.022625000000000003,0,0
0.022750000000000003,0.022750000000000003,0,0
0.022875000000000003,0.022875000000000003,0,0
0.023000000000000003,0.023000000000000003,0,0
0.023125000000000003,0.023125000000000003,0,0
0.023250000000000003,0.023250000000000003,0,0
0.023375000000000003,0.023375000000000003,0,0
0.023500000000000004,0.023500000000000004,0,0
0.023625000000000004,0.023625000000000004,0,0
0.023750000000000004,0.023750000000000004,0,0
0.023875000000000004,0.023875000000000004,0,0
0.024000000000000004,0.024000000000000004,0,0
0.024125000000000004,0.024125000000000004,0,0
0.024250000000000004,0.024250000000000004,0,0
0.024375000000000004,0.024375000000000004,0,0
0.024500000000000004,0.024500000000000004,0,0
0.024625000000000005,0.024625000000000005,0,0
0.024750000000000005,0.024750000000000005,0,0
0.024875000000000005,0.024875000000000005,0,0
0.025000000000000005,0.025000000000000005,0,0
0.025125000000000005,0.025125000000000005,0,0
0.025250000000000005,0.025250000000000005,0,0
0.025375000000000005,0.025375000000000005,0,0
0.025500000000000005,0.025500000000000005,0,0
0.025625000000000005,0.025625000000000005,0,0
0.025750000000000006,0.025750000000000006,0,0
0.025875000000000006,0.025875000000000006,0,0
0.026000000000000006,0.026000000000000006,0,0
0.026125000000000006,0.026125000000000006,0,0
0.026250000000000006,0.026250000000000006,0,0
0.026375000000000006,0.026375000000000006,0,0
0.026500000000000006,0.026500000000000006,0,0
0.026625000000000006,0.026625000000000006,0,0
0.026750000000000006,0.026750000000000006,0,0
0.026875000000000007,0.026875000000000007,0,0
0.027000000000000007,0.027000000000000007,0,0
0.027125000000000007,0.027125000000000007,0,0
0.027250000000000007,0.027250000000000007,0,0
0.027375000000000007,0.027375000000000007,0,0
0.027500000000000007,0.027500000000000007,0,0
0.027625000000000007,0.027625000000000007,0,0
0.027750000000000007,0.027750000000000007,0,0
0.027875000000000007,0.027875000000000007,0,0
0.028000000000000008,0.028000000000000008,0,0
0.028125000000000008,0.028125000000000008,0,0
0.028250000000000008,0.028250000000000008,0,0
0.028375000000000008,0.028375000000000008,0,0
0.028500000000000008,0.028500000000000008,0,0
0.028625000000000008,0.028625000000000008,0,0
0.028750000000000008,0.028750000000000008,0,0
0.02887500000000001,0.02887500000000001,0,0
0.02900000000000001,0.02900000000000001,0,0
0.02912500000000001,0.02912500000000001,0,0
0.02925000000000001,0.02925000000000001,0,0
0.02937500000000001,0.02937500000000001,0,0
0.02950000000000001,0.02950000000000001,0,0
0.02962500000000001,0.02962500000000001,0,0
0.02975000000000001,0.02975000000000001,0,0
0.029875000000000006,0.029875000000000006,0,0
0.03,0.03,0,0
0.030125,0.030125,0,0
0.03025,0.03025,0,0
0.030375,0.030375,0,0
0.0305,0.0305,0,0
0.030625,0.030625,0,0
0.03075,0.03075,0,0
0.030875,0.030875,0,0
0.031,0.031,0,0
0.031125,0.031125,0,0
0.03125,0.03125,0,0
0.031375,0.031375,0,0
0.0315,0.0315,0,0
0.031625,0.031625,0,0
0.03175,0.03175,0,0
0.031875,0.031875,0,0
0.032,0.032,0,0
0.032125,0.032125,0,0
0.03225,0.03225,0,0
0.032375,0.032375,0,0
0.0325,0.0325,0,0
0.032625,0.032625,0,0
0.03275,0.03275,0,0
0.032875,0.032875,0,0
0.033,0.033,0,0
0.033125,0.033125,0,0
0.03325,0.03325,0,0
0.033375,0.033375,0,0
0.0335,0.0335,0,0
0.033625,0.033625,0,0
0.03375,0.03375,0,0
0.033875,0.033875,0,0
0.034,0.034,0,0
0.034125,0.034125,0,0
0.03425,0.03425,0,0
0.034375,0.034375,0,0
0.0345,0.0345,0,0
0.034625,0.034625,0,0
0.03475,0.03475,0,0
0.034875,0.034875,0,0
0.035,0.035,0,0
0.035125,0.035125,0,0
0.035250000000000004,0.035250000000000004,0,0
0.035375000000000004,0.035375000000000004,0,0
0.035500000000000004,0.035500000000000004,0,0
0.035625000000000004,0.035625000000000004,0,0
0.035750000000000004,0.035750000000000004,0,0
0.035875000000000004,0.035875000000000004,0,0
0.036000000000000004,0.036000000000000004,0,0
0.036125000000000004,0.036125000000000004,0,0
0.036250000000000004,0.036250000000000004,0,0
0.036375000000000005,0.036375000000000005,0,0
0.036500000000000005,0.036500000000000005,0,0
0.036625000000000005,0.036625000000000005,0,0
0.036750000000000005,0.036750000000000005,0,0
0.036875000000000005,0.036875000000000005,0,0
0.037000000000000005,0.037000000000000005,0,0
0.037125000000000005,0.037125000000000005,0,0
0.037250000000000005,0.037250000000000005,0,0
0.037375000000000005,0.037375000000000005,0,0
0.037500000000000006,0.037500000000000006,0,0
0.037625000000000006,0.037625000000000006,0,0
0.037750000000000006,0.037750000000000006,0,0
0.037875000000000006,0.037875000000000006,0,0
0.038000000000000006,0.038000000000000006,0,0
0.038125000000000006,0.038125000000000006,0,0
0.038250000000000006,0.038250000000000006,0,0
0.038375000000000006,0.038375000000000006,0,0
0.038500000000000006,0.038500000000000006,0,0
0.03862500000000001,0.03862500000000001,0,0
0.03875000000000001,0.03875000000000001,0,0
0.03887500000000001,0.03887500000000001,0,0
0.03900000000000001,0.03900000000000001,0,0
0.03912500000000001,0.03912500000000001,0,0
0.03925000000000001,0.03925000000000001,0,0
0.03937500000000001,0.03937500000000001,0,0
0.03950000000000001,0.03950000000000001,0,0
0.03962500000000001,0.03962500000000001,0,0
0.03975000000000001,0.03975000000000001,0,0
0.03987500000000001,0.03987500000000001,0,0
0.04,0.04,0,0
0.040125,0.040125,0,0
0.04025,0.04025,0,0
0.040375,0.040375,0,0
0.0405,0.0405,0,0
0.040625,0.040625,0,0
0.04075,0.04075,0,0
0.040875,0.040875,0,0
0.041,0.041,0,0
0.041125,0.041125,0,0
0.04125,0.04125,0,0
0.041375,0.041375,0,0
0.0415,0.0415,0,0
0.041625,0.041625,0,0
0.04175,0.04175,0,0
0.041875,0.041875,0,0
0.042,0.042,0,0
0.042125,0.042125,0,0
0.04225,0.04225,0,0
0.042375,0.042375,0,0
0.0425,0.0425,0,0
0.042625,0.042625,0,0
0.04275,0.04275,0,0
0.042875,0.042875,0,0
0.043000000000000003,0.043000000000000003,0,0
0.043125000000000004,0.043125000000000004,0,0
0.043250000000000004,0.043250000000000004,0,0
0.043375000000000004,0.043375000000000004,0,0
0.043500000000000004,0.043500000000000004,0,0
0.043625000000000004,0.043625000000000004,0,0
0.043750000000000004,0.043750000000000004,0,0
0.043875000000000004,0.043875000000000004,0,0
0.044000000000000004,0.044000000000000004,0,0
0.044125000000000004,0.044125000000000004,0,0
0.044250000000000005,0.044250000000000005,0,0
0.044375000000000005,0.044375000000000005,0,0
0.044500000000000005,0.044500000000000005,0,0
0.044625000000000005,0.044625000000000005,0,0
0.044750000000000005,0.044750000000000005,0,0
0.044875000000000005,0.044875000000000005,0,0
0.045000000000000005,0.045000000000000005,0,0
0.045125000000000005,0.045125000000000005,0,0
0.045250000000000005,0.045250000000000005,0,0
0.045375000000000006,0.045375000000000006,0,0
0.045500000000000006,0.045500000000000006,0,0
0.045625000000000006,0.045625000000000006,0,0
0.045750000000000006,0.045750000000000006,0,0
0.045875000000000006,0.045875000000000006,0,0
0.046000000000000006,0.046000000000000006,0,0
0.046125000000000006,0.046125000000000006,0,0
0.046250000000000006,0.046250000000000006,0,0
0.046375000000000006,0.046375000000000006,0,0
0.04650000000000001,0.04650000000000001,0,0
0.04662500000000001,0.04662500000000001,0,0
0.04675000000000001,0.04675000000000001,0,0
0.04687500000000001,0.04687500000000001,0,0
0.04700000000000001,0.04700000000000001,0,0
0.04712500000000001,0.04712500000000001,0,0
0.04725000000000001,0.04725000000000001,0,0
0.04737500000000001,0.04737500000000001,0,0
0.04750000000000001,0.04750000000000001,0,0
0.04762500000000001,0.04762500000000001,0,0
0.04775000000000001,0.04775000000000001,0,0
0.04787500000000001,0.04787500000000001,0,0
0.04800000000000001,0.04800000000000001,0,0
0.04812500000000001,0.04812500000000001,0,0
0.04825000000000001,0.04825000000000001,0,0
0.04837500000000001,0.04837500000000001,0,0
0.04850000000000001,0.04850000000000001,0,0
0.04862500000000001,0.04862500000000001,0,0
0.04875000000000001,0.04875000000000001,0,0
0.04887500000000001,0.04887500000000001,0,0
0.04900000000000001,0.04900000000000001,0,0
0.04912500000000001,0.04912500000000001,0,0
0.04925000000000001,0.04925000000000001,0,0
0.04937500000000001,0.04937500000000001,0,0
0.04950000000000001,0.04950000000000001,0,0
0.04962500000000001,0.04962500000000001,0,0
0.04975000000000001,0.04975000000000001,0,0
0.049875,0.049875,0,0
0.05,0.05,0,0
0.050125,0.050125,0,0
0.05025,0.05025,0,0
0.050375,0.050375,0,0
0.0505,0.0505,0,0
0.050625,0.050625,0,0
0.05075,0.05075,0,0
0.050875000000000004,0.050875000000000004,0,0
0.051000000000000004,0.051000000000000004,0,0
0.051125000000000004,0.051125000000000004,0,0
0.051250000000000004,0.051250000000000004,0,0
0.051375000000000004,0.051375000000000004,0,0
0.051500000000000004,0.051500000000000004,0,0
0.051625000000000004,0.051625000000000004,0,0
0.051750000000000004,0.051750000000000004,0,0
0.051875000000000004,0.051875000000000004,0,0
0.052000000000000005,0.052000000000000005,0,0
0.052125000000000005,0.052125000000000005,0,0
0.052250000000000005,0.052250000000000005,0,0
0.052375000000000005,0.052375000000000005,0,0
0.052500000000000005,0.052500000000000005,0,0
0.052625000000000005,0.052625000000000005,0,0
0.052750000000000005,0.052750000000000005,0,0
0.052875000000000005,0.052875000000000005,0,0
0.053000000000000005,0.053000000000000005,0,0
0.053125000000000006,0.053125000000000006,0,0
0.053250000000000006,0.053250000000000006,0,0
0.053375000000000006,0.053375000000000006,0,0
0.053500000000000006,0.053500000000000006,0,0
0.053625000000000006,0.053625000000000006,0,0
0.053750000000000006,0.053750000000000006,0,0
0.053875000000000006,0.053875000000000006,0,0
0.054000000000000006,0.054000000000000006,0,0
0.054125000000000006,0.054125000000000006,0,0
0.05425000000000001,0.05425000000000001,0,0
0.05437500000000001,0.05437500000000001,0,0
0.05450000000000001,0.05450000000000001,0,0
0.05462500000000001,0.05462500000000001,0,0
0.05475000000000001,0.05475000000000001,0,0
0.05487500000000001,0.05487500000000001,0,0
0.05500000000000001,0.05500000000000001,0,0
0.05512500000000001,0.05512500000000001,0,0
0.05525000000000001,0.05525000000000001,0,0
0.05537500000000001,0.05537500000000001,0,0
0.05550000000000001,0.05550000000000001,0,0
0.05562500000000001,0.05562500000000001,0,0
0.05575000000000001,0.05575000000000001,0,0
0.05587500000000001,0.05587500000000001,0,0
0.05600000000000001,0.05600000000000001,0,0
0.05612500000000001,0.05612500000000001,0,0
0.05625000000000001,0.05625000000000001,0,0
0.05637500000000001,0.05637500000000001,0,0
0.05650000000000001,0.05650000000000001,0,0
0.05662500000000001,0.05662500000000001,0,0
0.05675000000000001,0.05675000000000001,0,0
0.05687500000000001,0.05687500000000001,0,0
0.05700000000000001,0.05700000000000001,0,0
0.05712500000000001,0.05712500000000001,0,0
0.05725000000000001,0.05725000000000001,0,0
0.05737500000000001,0.05737500000000001,0,0
0.05750000000000001,0.05750000000000001,0,0
0.05762500000000001,0.05762500000000001,0,0
0.05775000000000001,0.05775000000000001,0,0
0.05787500000000001,0.05787500000000001,0,0
0.05800000000000001,0.05800000000000001,0,0
0.05812500000000001,0.05812500000000001,0,0
0.05825000000000001,0.05825000000000001,0,0
0.05837500000000001,0.05837500000000001,0,0
0.05850000000000001,0.05850000000000001,0,0
0.05862500000000001,0.05862500000000001,0,0
0.05875000000000001,0.05875000000000001,0,0
0.05887500000000001,0.05887500000000001,0,0
0.05900000000000001,0.05900000000000001,0,0
0.05912500000000001,0.05912500000000001,0,0
0.05925000000000001,0.05925000000000001,0,0
0.05937500000000001,0.05937500000000001,0,0
0.05950000000000001,0.05950000000000001,0,0
0.05962500000000001,0.05962500000000001,0,0
0.05975000000000001,0.05975000000000001,0,0
0.059875000000000005,0.059875000000000005,0,0
0.06,0.06,0,0
0.060125,0.060125,0,0
0.06025,0.06025,0,0
0.060375,0.060375,0,0
0.0605,0.0605,0,0
0.060625,0.060625,0,0
0.06075,0.06075,0,0
0.060875,0.060875,0,0
0.061,0.061,0,0
0.061125,0.061125,0,0
0.06125,0.06125,0,0
0.061375,0.061375,0,0
0.0615,0.0615,0,0
0.061625,0.061625,0,0
0.06175,0.06175,0,0
0.061875,0.061875,0,0
0.062,0.062,0,0
0.062125,0.062125,0,0
0.06225,0.06225,0,0
0.062375,0.062375,0,0
0.0625,0.0625,0,0
0.062625,0.062625,0,0
0.06275,0.06275,0,0
0.062875,0.062875,0,0
0.063,0.063,0,0
0.063125,0.063125,0,0
0.06325,0.06325,0,0
0.063375,0.063375,0,0
0.0635,0.0635,0,0
0.063625,0.063625,0,0
0.06375,0.06375,0,0
0.063875,0.063875,0,0
0.064,0.064,0,0
0.064125,0.064125,0,0
0.06425,0.06425,0,0
0.064375,0.064375,0,0
0.0645,0.0645,0,0
0.064625,0.064625,0,0
0.06475,0.06475,0,0
0.064875,0.064875,0,0
0.065,0.065,0,0
0.065125,0.065125,0,0
0.06525,0.06525,0,0
0.065375,0.065375,0,0
0.0655,0.0655,0,0
0.065625,0.065625,0,0
0.06575,0.06575,0,0
0.065875,0.065875,0,0
0.066,0.066,0,0
0.066125,0.066125,0,0
0.06625,0.06625,0,0
0.066375,0.066375,0,0
0.0665,0.0665,0,0
0.066625,0.066625,0,0
0.06675,0.06675,0,0
0.066875,0.066875,0,0
0.067,0.067,0,0
0.067125,0.067125,0,0
0.06725,0.06725,0,0
0.067375,0.067375,0,0
0.0675,0.0675,0,0
0.067625,0.067625,0,0
0.06775,0.06775,0,0
0.067875,0.067875,0,0
0.068,0.068,0,0
0.068125,0.068125,0,0
0.06825,0.06825,0,0
0.068375,0.068375,0,0
0.0685,0.0685,0,0
0.068625,0.068625,0,0
0.06875,0.06875,0,0
0.068875,0.068875,0,0
0.069,0.069,0,0
0.069125,0.069125,0,0
0.06925,0.06925,0,0
0.069375,0.069375,0,0
0.0695,0.0695,0,0
0.069625,0.069625,0,0
0.06975,0.06975,0,0
0.069875,0.069875,0,0
0.07,0.07,0,0
0.070125,0.070125,0,0
0.07025,0.07025,0,0
0.07037500000000001,0.07037500000000001,0,0
0.07050000000000001,0.07050000000000001,0,0
0.07062500000000001,0.07062500000000001,0,0
0.07075000000000001,0.07075000000000001,0,0
0.07087500000000001,0.07087500000000001,0,0
0.07100000000000001,0.07100000000000001,0,0
0.07112500000000001,0.07112500000000001,0,0
0.07125000000000001,0.07125000000000001,0,0
0.07137500000000001,0.07137500000000001,0,0
0.07150000000000001,0.07150000000000001,0,0
0.07162500000000001,0.07162500000000001,0,0
0.07175000000000001,0.07175000000000001,0,0
0.07187500000000001,0.07187500000000001,0,0
0.07200000000000001,0.07200000000000001,0,0
0.07212500000000001,0.07212500000000001,0,0
0.07225000000000001,0.07225000000000001,0,0
0.07237500000000001,0.07237500000000001,0,0
0.07250000000000001,0.07250000000000001,0,0
0.07262500000000001,0.07262500000000001,0,0
0.07275000000000001,0.07275000000000001,0,0
0.07287500000000001,0.07287500000000001,0,0
0.07300000000000001,0.07300000000000001,0,0
0.07312500000000001,0.07312500000000001,0,0
0.07325000000000001,0.07325000000000001,0,0
0.07337500000000001,0.07337500000000001,0,0
0.07350000000000001,0.07350000000000001,0,0
0.07362500000000001,0.07362500000000001,0,0
0.07375000000000001,0.07375000000000001,0,0
0.07387500000000001,0.07387500000000001,0,0
0.07400000000000001,0.07400000000000001,0,0
0.07412500000000001,0.07412500000000001,0,0
0.07425000000000001,0.07425000000000001,0,0
0.07437500000000001,0.07437500000000001,0,0
0.07450000000000001,0.07450000000000001,0,0
0.07462500000000001,0.07462500000000001,0,0
0.07475000000000001,0.07475000000000001,0,0
0.07487500000000001,0.07487500000000001,0,0
0.07500000000000001,0.07500000000000001,0,0
0.07512500000000001,0.07512500000000001,0,0
0.07525000000000001,0.07525000000000001,0,0
0.07537500000000001,0.07537500000000001,0,0
0.07550000000000001,0.07550000000000001,0,0
0.07562500000000001,0.07562500000000001,0,0
0.07575000000000001,0.07575000000000001,0,0
0.07587500000000001,0.07587500000000001,0,0
0.07600000000000001,0.07600000000000001,0,0
0.07612500000000001,0.07612500000000001,0,0
0.07625000000000001,0.07625000000000001,0,0
0.07637500000000001,0.07637500000000001,0,0
0.07650000000000001,0.07650000000000001,0,0
0.07662500000000001,0.07662500000000001,0,0
0.07675000000000001,0.07675000000000001,0,0
0.07687500000000001,0.07687500000000001,0,0
0.07700000000000001,0.07700000000000001,0,0
0.07712500000000001,0.07712500000000001,0,0
0.07725000000000001,0.07725000000000001,0,0
0.07737500000000001,0.07737500000000001,0,0
0.07750000000000001,0.07750000000000001,0,0
0.07762500000000001,0.07762500000000001,0,0
0.07775000000000001,0.07775000000000001,0,0
0.07787500000000001,0.07787500000000001,0,0
0.07800000000000001,0.07800000000000001,0,0
0.07812500000000001,0.07812500000000001,0,0
0.07825000000000001,0.07825000000000001,0,0
0.07837500000000001,0.07837500000000001,0,0
0.07850000000000001,0.07850000000000001,0,0
0.07862500000000001,0.07862500000000001,0,0
0.07875000000000001,0.07875000000000001,0,0
0.07887500000000001,0.07887500000000001,0,0
0.07900000000000001,0.07900000000000001,0,0
0.07912500000000001,0.07912500000000001,0,0
0.07925000000000001,0.07925000000000001,0,0
0.07937500000000001,0.07937500000000001,0,0
0.07950000000000002,0.07950000000000002,0,0
0.07962500000000002,0.07962500000000002,0,0
0.07975000000000002,0.07975000000000002,0,0
0.079875,0.079875,0,0
0.08,0.08,0,0
0.080125,0.080125,0,0
0.08025,0.08025,0,0
0.080375,0.080375,0,0
0.0805,0.0805,0,0
0.080625,0.080625,0,0
0.08075,0.08075,0,0
0.080875,0.080875,0,0
0.081,0.081,0,0
0.081125,0.081125,0,0
0.08125,0.08125,0,0
0.081375,0.081375,0,0
0.0815,0.0815,0,0
0.081625,0.081625,0,0
0.08175,0.08175,0,0
0.081875,0.081875,0,0
0.082,0.082,0,0
0.082125,0.082125,0,0
0.08225,0.08225,0,0
0.082375,0.082375,0,0
0.0825,0.0825,0,0
0.082625,0.082625,0,0
0.08275,0.08275,0,0
0.082875,0.082875,0,0
0.083,0.083,0,0
0.083125,0.083125,0,0
0.08325,0.08325,0,0
0.083375,0.083375,0,0
0.0835,0.0835,0,0
0.083625,0.083625,0,0
0.08375,0.08375,0,0
0.083875,0.083875,0,0
0.084,0.084,0,0
0.084125,0.084125,0,0
0.08425,0.08425,0,0
0.084375,0.084375,0,0
0.0845,0.0845,0,0
0.084625,0.084625,0,0
0.08475,0.08475,0,0
0.084875,0.084875,0,0
0.085,0.085,0,0
