cond_id,lli,lam_pe,lam_ne,q_mah,v_hi,v_lo
fac5eb0d098a,0.06,0.08,0.02,5379.830735344219,4.1671691241796065,2.5310716823725388
0100afa98e0b,0.06,0.08,0.04,5347.166164685942,4.162108544092829,2.534856179817761
90f34dab01fe,0.06,0.08,0.06,5298.232845414921,4.155309946199869,2.5353940499573095
4ad04782ea4a,0.06,0.08,0.08,5234.368337132456,4.148108179033862,2.5333246855435085
238ae746a336,0.06,0.08,0.1,5154.462119450867,4.141853045975426,2.5369007053920685
a5a431be50c9,0.06,0.08,0.12,5060.069860566629,4.13712019152778,2.533808791280151
0d016c38a14a,0.06,0.08,0.14,4949.989608772735,4.133172715329208,2.5381732462665454
c9377f182512,0.06,0.08,0.16,4838.509118378262,4.127954814994658,2.535580471924924
9e6455ff7be2,0.06,0.08,0.18,4729.1335173745165,4.11858466916775,2.538062085447999
8954cd7f2c4f,0.06,0.08,0.2,4632.238625435067,4.107598121505052,2.5402665436317498
f0d5a63ef1b2,0.06,0.1,0.0,5432.656109094965,4.169066389294214,2.534679329126727
259a149a9d7b,0.06,0.1,0.02,5409.874560860085,4.165088899885968,2.536746190223509
0d27d4f143c1,0.06,0.1,0.04,5371.90259137013,4.159255731038976,2.5363882679348673
7c260e0e6e49,0.06,0.1,0.06,5317.309130311724,4.152093335355105,2.53562494850523
7676ee77973d,0.06,0.1,0.08,5246.344958476533,4.145221282434812,2.5410897812849553
9ce2c955a9d8,0.06,0.1,0.1,5160.316076165175,4.139327355407348,2.5408342168631117
58b3530a9e5b,0.06,0.1,0.12,5059.457681416571,4.135286849742666,2.538259092831999
6523f98d3284,0.06,0.1,0.14,4947.474174989445,4.131067664820797,2.5402384493293306
c19b7cd679b0,0.06,0.1,0.16,4836.783560381137,4.1237079797371425,2.540031673283977
7848f31f08f7,0.06,0.1,0.18,4733.978861851576,4.112589821383095,2.5382075145811136
5deb7894dc56,0.06,0.1,0.2,4645.66168689141,4.1021185725626905,2.5402041545810863
212360526b85,0.06,0.12,0.0,5463.143366045255,4.167369605955326,2.5387953200852564
b055d4563551,0.06,0.12,0.02,5435.592849277813,4.162684535219114,2.538263558809008
f298fef5687f,0.06,0.12,0.04,5392.102034652567,4.156151117144103,2.5356116130433097
2388d4ab230f,0.06,0.12,0.06,5330.409926722141,4.148942810179495,2.5394878769807514
5d960ae1b526,0.06,0.12,0.08,5255.529067493515,4.142638248141576,2.5386862877111205
4df1ce53ba72,0.06,0.12,0.1,5163.328251625499,4.137656632005645,2.538079300848308
db4637e0c0aa,0.06,0.12,0.12,5054.996595581297,4.133463325558746,2.5381537755879817
6daaa845f35b,0.06,0.12,0.14,4942.756169201193,4.127982641905738,2.539896642269796
01fdf2510575,0.06,0.12,0.16,4835.654308361462,4.1181133987644385,2.5382739966485066
4a67818ddfa0,0.06,0.12,0.18,4742.364333753619,4.107226778355122,2.5401205358572247
00b7dddbca03,0.06,0.12,0.2,4654.78744741821,4.095109478427097,2.536265249348336
e549bd5da233,0.08,0.0,0.0,5087.286814564053,4.175924323090089,2.548550671094353
5279f3e9f637,0.08,0.0,0.02,5081.935539912252,4.175026043523133,2.5635949497848154
5968987bf652,0.08,0.0,0.04,5075.564875952101,4.1736878871290495,2.571512625515053
f5ea5d6b341f,0.08,0.0,0.06,5066.788116071933,4.171586678677709,2.56544132659888
cc00d71c59fc,0.08,0.0,0.08,5048.997409853888,4.168194529521619,2.56313811499511
7f48d3c88455,0.08,0.0,0.1,5016.068767675016,4.163074568250521,2.563610254040998
9aa92148b86a,0.08,0.0,0.12,4965.10437256597,4.156173560196142,2.5644945183102266
5c275c22e55d,0.08,0.0,0.14,4896.629109429833,4.148666619882463,2.5782755102820993
503260f4f617,0.08,0.0,0.16,4817.085569469089,4.1421390104423805,2.567136333507014
fa7bad582520,0.08,0.0,0.18,4720.443539995237,4.13670933871252,2.573104611763843
a31908f67e7c,0.08,0.0,0.2,4614.241100468329,4.1334623993240704,2.5737540879010172
0d9f31ff477a,0.08,0.02,0.0,5128.154391990163,4.175410369906459,2.5696834975208453
fb4f43b24a5c,0.08,0.02,0.02,5124.270809066841,4.174364478878924,2.5677973151814846
bbb87caa1e7b,0.08,0.02,0.04,5117.471747015562,4.1727687284938355,2.5694748478935594
7c9328f6fa5e,0.08,0.02,0.06,5105.985804527656,4.1702129676075,2.5647622705611086
ee8bca428ecb,0.08,0.02,0.08,5083.335538550448,4.166161080475143,2.560511334898841
131c6abca183,0.08,0.02,0.1,5042.540254647539,4.160266223526562,2.5701578051929332
440047dd6b7d,0.08,0.02,0.12,4984.630636157762,4.1529102456159945,2.5752112894055017
f93319b8caca,0.08,0.02,0.14,4912.622075114698,4.145632502273581,2.5723139775707105
0959df9f6dc0,0.08,0.02,0.16,4825.5685450773,4.139523194369259,2.5740640923301763
234ff1326e54,0.08,0.02,0.18,4725.530829694051,4.135367404166951,2.5721035069767155
c8094c3b8990,0.08,0.02,0.2,4614.95500569061,4.131925478153601,2.573596892373433
a3270083244c,0.08,0.04,0.0,5172.255980576303,4.174829315855479,2.560612207033337
d3549b8bf606,0.08,0.04,0.02,5166.827070473408,4.173598523886662,2.565309214638869
337369b742af,0.08,0.04,0.04,5159.074201764863,4.171677241321674,2.5620566755714487
2a18b3c79215,0.08,0.04,0.06,5142.558407604757,4.168574731248781,2.5690462120664566
fca9c3c24b67,0.08,0.04,0.08,5113.873792520041,4.163802741276923,2.5666760620477307
e80168422c15,0.08,0.04,0.1,5066.908923465176,4.157165889777993,2.569239142914137
f1b0dce3bd7d,0.08,0.04,0.12,5003.1134300631475,4.1496558898608855,2.572746669322791
b3b4856c0374,0.08,0.04,0.14,4926.375389067187,4.142913516106997,2.567750279392765
32b460713bd7,0.08,0.04,0.16,4833.06881377005,4.137356330720905,2.567776269202204
46af8d7ae5d2,0.08,0.04,0.18,4727.297405198184,4.13388933727005,2.5717873397811086
0504b862953f,0.08,0.04,0.2,4615.172446121722,4.1298712308387495,2.571559289537227
47292f195af3,0.08,0.06,0.0,5213.702259299619,4.174168983933074,2.5624242221975018
fbe701a4854e,0.08,0.06,0.02,5207.909441665631,4.1727062959130325,2.5624746802595686
17eb9c21ac53,0.08,0.06,0.04,5197.349785492612,4.1703726549772115,2.562730365558155
7287eddae3e0,0.08,0.06,0.06,5177.573758497854,4.166643395570299,2.5622917963079757
948767af5024,0.08,0.06,0.08,5141.675406650615,4.161101672805583,2.5627812422658023
ff93db6a2e27,0.08,0.06,0.1,5088.93268721739,4.153904718561277,2.5621112119853393
cef62123a70f,0.08,0.06,0.12,5019.736821334653,4.146562929675318,2.562754669843466
ce97edc5b4d7,0.08,0.06,0.14,4936.253047157299,4.14031232969878,2.562634094952454
9075d3a1a190,0.08,0.06,0.16,4837.639469291627,4.135914746024912,2.562688320510414
71e1f9ab3d24,0.08,0.06,0.18,4727.700238051138,4.13224591612281,2.5626317621830808
488c7992477f,0.08,0.06,0.2,4615.121738758716,4.126830855488985,2.562381623965232
0243cc553bef,0.08,0.08,0.0,5256.03538707877,4.173412078267308,2.5427033074839542
ff3a073284f0,0.08,0.08,0.02,5248.735604284817,4.171655383125431,2.541409754595277
34f4e26b968a,0.08,0.08,0.04,5235.456101472653,4.168822900635571,2.5416965214885767
d89f74ff2325,0.08,0.08,0.06,5209.944937880868,4.164403965869061,2.541009985579011
9f6b3da88858,0.08,0.08,0.08,5167.510447404444,4.158075217828463,2.540000110241876
12ec8e405b71,0.08,0.08,0.1,5108.138247593541,4.150618451104247,2.5390502110038957
430c2a245a94,0.08,0.08,0.12,5034.250706127058,4.143758437444043,2.5396075739865434
6412bd85a0cc,0.08,0.08,0.14,4943.7408058516085,4.137990011341936,2.5395474734335304
37368efabf6a,0.08,0.08,0.16,4839.532137797102,4.134292953682555,2.53777752167997
4426d3fde781,0.08,0.08,0.18,4727.646559160805,4.130074462456924,2.538611997166192
65f835b2f9ff,0.08,0.08,0.2,4616.343068036287,4.122420329034262,2.5364454582168605
2cd2899c09f2,0.08,0.1,0.0,5291.805100089393,4.17253813008207,2.53190223330939
cd2b8a793bca,0.08,0.1,0.02,5282.846844429813,4.170410965707061,2.5325971573966575
059a30971ac2,0.08,0.1,0.04,5265.9467008723705,4.166999795669904,2.531764823023205
ea3c2be8f132,0.08,0.1,0.06,5234.82991970982,4.161821075767183,2.5306657958497922
0661e312a316,0.08,0.1,0.08,5185.418335252541,4.154840402333437,2.533263526288488
0d7458b4823e,0.08,0.1,0.1,5120.181577545049,4.1474612477778345,2.535511179056401
